gamma,lambda,vol,finalV,err
15.0,0.019306977288832496,0.16819048660261382,16645318.341700261,0.018190486602613826
16.0,0.019306977288832496,0.16401509261786906,16423712.738047993,0.014015092617869068
17.0,0.019306977288832496,0.15999035491159408,16240231.915426062,0.009990354911594085
18.0,0.019306977288832496,0.1560563403860829,16056777.490155336,0.006056340386082909
19.0,0.019306977288832496,0.15216600957701132,15871560.863212025,0.002166009577011324
20.0,0.019306977288832496,0.1484810756661144,15697668.550747046,0.0015189243338855907
21.0,0.019306977288832496,0.14506988157115844,15538704.523991084,0.004930118428841557
22.0,0.019306977288832496,0.1418897736222806,15360880.952226562,0.008110226377719382
23.0,0.019306977288832496,0.13871890927647182,15194306.2421479,0.011281090723528175
24.0,0.019306977288832496,0.13568869525823596,15053799.43602968,0.014311304741764036
25.0,0.019306977288832496,0.1328028411218834,14917308.810046537,0.017197158878116597
