,turnover
2021-03-31,0.9999999999993829
2021-04-30,1.6879584104005576
2021-05-28,0.8483492754355839
2021-06-30,1.820964476010456
2021-07-30,0.5910892891547791
2021-08-31,0.26246864514021784
2021-09-30,1.6327079084920284
2021-10-29,1.2773308709564715
2021-11-30,0.4003729825133895
2021-12-31,1.0417023799542533
2022-01-31,1.8198215432731377
2022-02-28,0.9901627337842226
2022-03-31,0.15876972248182122
2022-04-29,0.2974152227879451
2022-05-31,0.49844306280902184
2022-06-30,0.9875799834057407
2022-07-29,1.771434584545078
2022-08-31,1.194658999868841
2022-09-30,1.4901703924686753
2022-10-31,1.3640290745413712
2022-11-30,0.9646971847319132
2022-12-30,0.7941025904374797
2023-01-31,1.3355102686515632
2023-02-28,1.7035962503900257
2023-03-31,0.3841782604578631
2023-04-28,0.7965782604590093
2023-05-31,0.40152618067893564
2023-06-30,0.616812893564106
2023-07-31,1.5876000000017538
2023-08-31,0.2250001152566123
2023-09-29,1.0598878018384872
2023-10-31,1.9293546867416984
2023-11-30,1.461096478625302
2023-12-29,0.9576705321044932
2024-01-31,1.9999999999994287
2024-02-29,0.7938000000001042
2024-03-28,0.7938000000003946
2024-04-30,0.38140000000071184
2024-05-31,1.5480668042071415
2024-06-28,1.0063806973351601
2024-07-31,0.9095533287683413
2024-08-30,1.9476821935287214
2024-09-30,0.5128098908988963
2024-10-31,0.5128098908990346
2024-11-29,1.0524019118813297
2024-12-31,0.6538999094019824
2025-01-31,1.9999999999999791
2025-02-28,0.7938000000004772
2025-03-31,1.5875999999994859
2025-04-30,1.1944141710273914
2025-05-30,1.4621210668748459
2025-06-30,1.3146853985588485
2025-07-31,0.685314601441678
2025-08-29,1.013834844355705
2025-09-30,0.883509535004855
2025-10-31,1.2061999999989843
2025-11-28,0.23306870546035588
2025-12-31,1.206199999999225
2026-01-30,1.2062000000000705
