,strategy_risk
2021-04-01,10081829.03084623
2021-04-05,10142447.678485977
2021-04-06,10125656.280807564
2021-04-07,10144774.35663096
2021-04-08,10134619.313839799
2021-04-09,10161680.608996158
2021-04-12,10090478.641175807
2021-04-13,10065960.549018078
2021-04-14,10073751.777851375
2021-04-15,10065274.823460229
2021-04-16,10086511.79156118
2021-04-19,10049186.86034382
2021-04-20,9938131.935490778
2021-04-21,10018170.046761852
2021-04-22,9928366.842695111
2021-04-23,10002381.473941213
2021-04-26,10047493.436221898
2021-04-27,10054412.25057951
2021-04-28,10088796.72312375
2021-04-29,10144809.061154855
2021-04-30,10085087.400546363
2021-05-03,10113947.815607984
2021-05-04,10061824.369799294
2021-05-05,10096976.334914004
2021-05-06,10161875.763803525
2021-05-07,10226875.99810427
2021-05-10,10142593.880034786
2021-05-11,10050303.84696447
2021-05-12,9930335.57602778
2021-05-13,10008180.149196772
2021-05-14,10195517.371801239
2021-05-17,10224713.537106566
2021-05-18,10129732.565854298
2021-05-19,10074706.46383028
2021-05-20,10116765.223354315
2021-05-21,10121838.052033307
2021-05-24,10237632.752369646
2021-05-25,10228836.45964209
2021-05-26,10282637.168863297
2021-05-27,10318881.68873906
2021-05-28,10302318.399757091
2021-06-01,10328542.119424528
2021-06-02,10353514.311565923
2021-06-03,10340638.937827729
2021-06-04,10394700.881261297
2021-06-07,10400561.583655948
2021-06-08,10375342.815600028
2021-06-09,10353513.018771686
2021-06-10,10359795.006621597
2021-06-11,10370483.419624826
2021-06-14,10343188.014625426
2021-06-15,10326083.629852386
2021-06-16,10297008.30280184
2021-06-17,10232379.259665037
2021-06-18,10132346.65851143
2021-06-21,10218732.005167898
2021-06-22,10246554.842505882
2021-06-23,10244542.630349731
2021-06-24,10299321.304667661
2021-06-25,10330790.334591016
2021-06-28,10342629.304221224
2021-06-29,10305748.39344388
2021-06-30,10331760.424235506
2021-07-01,10340239.696238954
2021-07-02,10376291.369166544
2021-07-06,10384298.397486685
2021-07-07,10308215.187545693
2021-07-08,10215317.722608786
2021-07-09,10300678.665025601
2021-07-12,10350034.47141777
2021-07-13,10310759.196101928
2021-07-14,10250957.76489622
2021-07-15,10193927.533214763
2021-07-16,10118913.790477403
2021-07-19,10105490.206697097
2021-07-20,10219599.622534184
2021-07-21,10360242.678350443
2021-07-22,10386652.710217692
2021-07-23,10467781.033511288
2021-07-26,10459895.938300848
2021-07-27,10371138.810845328
2021-07-28,10454596.24502705
2021-07-29,10470025.213649629
2021-07-30,10439544.4741549
2021-08-02,10489725.277525347
2021-08-03,10551519.130190792
2021-08-04,10618457.1055332
2021-08-05,10622161.220645877
2021-08-06,10592896.92954102
2021-08-09,10606060.871636376
2021-08-10,10603919.708724076
2021-08-11,10559883.208414212
2021-08-12,10596262.714714644
2021-08-13,10643787.072233157
2021-08-16,10606370.852294298
2021-08-17,10582073.262408867
2021-08-18,10502585.28619017
2021-08-19,10504822.362208197
2021-08-20,10559401.139056567
2021-08-23,10679301.98397297
2021-08-24,10689112.017311698
2021-08-25,10712656.900018252
2021-08-26,10665366.590715988
2021-08-27,10731471.76119999
2021-08-30,10755725.803357106
2021-08-31,10679458.549380131
2021-09-01,10692597.33475729
2021-09-02,10696766.758304251
2021-09-03,10768194.940502802
2021-09-07,10737322.576158449
2021-09-08,10648115.56468861
2021-09-09,10639178.614535738
2021-09-10,10557148.393032284
2021-09-13,10507252.718895383
2021-09-14,10465635.955661897
2021-09-15,10541070.229859794
2021-09-16,10543496.183738614
2021-09-17,10466094.28769725
2021-09-20,10276503.805972219
2021-09-21,10293656.68593973
2021-09-22,10398745.03085817
2021-09-23,10495631.755625442
2021-09-24,10442757.065385772
2021-09-27,10383691.420049474
2021-09-28,10117172.591750285
2021-09-29,10084442.321379606
2021-09-30,10089240.918599553
2021-10-01,10112344.846187113
2021-10-04,10060285.67494035
2021-10-05,10115605.871526906
2021-10-06,10148941.098129787
2021-10-07,10190919.549160717
2021-10-08,10169485.171270533
2021-10-11,10148763.585322613
2021-10-12,10161326.066458726
2021-10-13,10210782.817456238
2021-10-14,10255181.586122759
2021-10-15,10272329.249837523
2021-10-18,10308529.098996082
2021-10-19,10322031.413148208
2021-10-20,10300326.488149777
2021-10-21,10355240.447013056
2021-10-22,10335826.88909677
2021-10-25,10396261.85172282
2021-10-26,10407045.305555196
2021-10-27,10422890.924372941
2021-10-28,10459230.430545272
2021-10-29,10502315.265043983
2021-11-01,10654075.798762929
2021-11-02,10624304.987756437
2021-11-03,10662644.013288544
2021-11-04,10710971.30749675
2021-11-05,10657123.236598792
2021-11-08,10690125.173368268
2021-11-09,10553595.3151869
2021-11-10,10509628.449451422
2021-11-11,10605560.289455436
2021-11-12,10638761.766918497
2021-11-15,10608216.589160569
2021-11-16,10702616.86581565
2021-11-17,10697931.738293832
2021-11-18,10694292.584317172
2021-11-19,10759754.34210762
2021-11-22,10678104.035050707
2021-11-23,10617625.054680409
2021-11-24,10673746.580179296
2021-11-26,10529097.185751293
2021-11-29,10669762.526124746
2021-11-30,10499631.773876939
2021-12-01,10345968.888392754
2021-12-02,10352657.787678331
2021-12-03,10189036.147931252
2021-12-06,10140610.58901896
2021-12-07,10336349.852945635
2021-12-08,10343616.545950335
2021-12-09,10195301.406922976
2021-12-10,10206717.847943133
2021-12-13,10089092.398502856
2021-12-14,10065548.045842024
2021-12-15,10250425.873971269
2021-12-16,10105153.873676114
2021-12-17,10050182.998959843
2021-12-20,9981297.73765891
2021-12-21,10133724.874082906
2021-12-22,10231531.957614517
2021-12-23,10308334.977454968
2021-12-27,10426627.999986256
2021-12-28,10357325.072158152
2021-12-29,10316726.140151141
2021-12-30,10298957.701718055
2021-12-31,10268826.335876154
2022-01-03,10353653.012319895
2022-01-04,10264174.908098662
2022-01-05,10181759.987299407
2022-01-06,10159712.046331577
2022-01-07,10118312.292806858
2022-01-10,10136407.138583848
2022-01-11,10213593.194737265
2022-01-12,10245714.85890544
2022-01-13,10129296.79826828
2022-01-14,10180810.347684918
2022-01-18,10035137.221825477
