,SPY
2021-04-01,10000000.0
2021-04-05,10143529.535210311
2021-04-06,10137540.461629625
2021-04-07,10149272.148204966
2021-04-08,10197448.27886324
2021-04-09,10271584.924583469
2021-04-12,10275332.264252925
2021-04-13,10305781.940946255
2021-04-14,10270587.694621507
2021-04-15,10380920.697036088
2021-04-16,10415615.51497858
2021-04-19,10364443.627428053
2021-04-20,10288559.795771208
2021-04-21,10385909.287049716
2021-04-22,10291056.124281209
2021-04-23,10402636.070848878
2021-04-26,10424353.884865489
2021-04-27,10422105.64374407
2021-04-28,10419111.513654364
2021-04-29,10485508.646252193
2021-04-30,10416612.744940544
2021-05-03,10439078.888129262
2021-05-04,10374679.469060453
2021-05-05,10377921.686538737
2021-05-06,10460797.515547149
2021-05-07,10536931.06139512
2021-05-10,10432589.572765047
2021-05-11,10339480.34232806
2021-05-12,10119815.63446723
2021-05-13,10241382.521877445
2021-05-14,10398640.64379084
2021-05-17,10372180.700346632
2021-05-18,10282818.809579102
2021-05-19,10255860.251153912
2021-05-20,10366190.813364672
2021-05-21,10357705.411273986
2021-05-24,10463293.030655874
2021-05-25,10440079.37169632
2021-05-26,10460797.515547149
2021-05-27,10466287.974146852
2021-05-28,10485009.217869937
2021-06-01,10475773.046403322
2021-06-02,10492250.116011357
2021-06-03,10453308.53001715
2021-06-04,10548912.462161591
2021-06-07,10538675.807127917
2021-06-08,10540924.048249336
2021-06-09,10525196.121214684
2021-06-10,10574124.648051437
2021-06-11,10591596.507417608
2021-06-14,10615313.661765788
2021-06-15,10595841.648666775
2021-06-16,10536681.347203994
2021-06-17,10533187.788732033
2021-06-18,10391089.839764016
2021-06-21,10539848.731765069
2021-06-22,10596194.664819703
2021-06-23,10583423.451416152
2021-06-24,10646033.387682095
2021-06-25,10683849.226313043
2021-06-28,10705384.838444272
2021-06-29,10711146.15966823
2021-06-30,10720162.712790858
2021-07-01,10779515.790355582
2021-07-02,10861909.272408495
2021-07-06,10842124.099818977
2021-07-07,10880440.993634729
2021-07-08,10791786.761975605
2021-07-09,10906987.157613985
2021-07-12,10946055.63420694
2021-07-13,10908740.03735952
2021-07-14,10925017.010254143
2021-07-15,10887702.226807998
2021-07-16,10802304.853850093
2021-07-19,10642779.782585973
2021-07-20,10795292.521466678
2021-07-21,10882693.301762518
2021-07-22,10905484.80546085
2021-07-23,11017679.683391688
2021-07-26,11044726.902555749
2021-07-27,10994389.564712375
2021-07-28,10989880.068049151
2021-07-29,11035460.635241995
2021-07-30,10981868.065499952
2021-08-02,10958826.034209218
2021-08-03,11047982.134454418
2021-08-04,10993637.981935171
2021-08-05,11063258.623781983
2021-08-06,11081540.630817091
