gamma,lambda,vol,finalV,err
0.0,0.0001863796860157469,0.5024819608418747,53278648.445738725,0.35248196084187466
0.0,0.00026358067971430835,0.5023465942648303,53374534.37086922,0.3523465942648303
0.0,0.0003727593720314938,0.5021240879622271,53505870.733204775,0.35212408796222705
0.0,0.0005271613594286167,0.5009638241208053,53615284.603836,0.3509638241208053
0.0,0.0007455187440629876,0.49943479481811187,53673678.363995805,0.3494347948181119
