,turnover
2021-03-31,0.5089392771933332
2021-04-30,0.6721528219767338
2021-05-28,0.43820053367831674
2021-06-30,0.6271218891794424
2021-07-30,0.4450832695732366
2021-08-31,0.43138874618328804
2021-09-30,0.6372921063831226
2021-10-29,0.518750510847646
2021-11-30,0.5674608115778901
2021-12-31,0.5219759160481928
2022-01-31,0.5066397083642232
2022-02-28,0.2358616087960564
2022-03-31,0.17911714763553682
2022-04-29,0.13300228683537912
2022-05-31,0.2568560340613384
2022-06-30,0.17051167905262649
2022-07-29,0.14293381625538437
2022-08-31,0.12132290617834052
2022-09-30,0.17629145901330093
2022-10-31,0.23594848520736816
2022-11-30,0.16013305436305475
2022-12-30,0.2797345902557242
2023-01-31,0.6103171544037059
2023-02-28,0.3487552564718419
2023-03-31,0.3089423877523022
2023-04-28,0.36611156801471484
2023-05-31,0.40138961838475307
2023-06-30,0.4767408754663659
2023-07-31,0.5165246133340027
2023-08-31,0.658204882694585
2023-09-29,0.40790571921743385
2023-10-31,0.3183140238467248
2023-11-30,0.357335217613837
2023-12-29,0.5049582762177326
2024-01-31,0.8973762032885735
2024-02-29,0.6039966552557925
2024-03-28,0.7015890085867109
2024-04-30,0.6467089450353196
2024-05-31,0.463952439217155
2024-06-28,0.42099804765568616
2024-07-31,0.5815867688819423
2024-08-30,0.6110332716496765
2024-09-30,0.397489307470443
2024-10-31,0.4785091633422609
2024-11-29,0.4651131831717642
2024-12-31,0.49546180859313904
2025-01-31,0.5392308733802887
2025-02-28,0.5459620593734171
2025-03-31,0.37145082016365916
2025-04-30,0.2600892431738999
2025-05-30,0.16422540955372472
2025-06-30,0.2975189348677588
2025-07-31,0.9137522188449523
2025-08-29,0.9167983482345595
2025-09-30,0.8895105963344239
2025-10-31,0.7084049867279838
2025-11-28,0.6110505592922074
2025-12-31,0.457909704182523
2026-01-30,0.466076828765303
