,cost
2023-03-31,2256.016458195027
2023-06-30,6372.437842822822
2023-09-29,5286.741837931631
2023-12-29,7457.920683526963
2024-03-28,11105.861879376671
2024-06-28,9235.408093694963
2024-09-30,7332.190752669752
2024-12-31,8834.40748622126
2025-03-31,7954.668172159898
2025-06-30,5849.463424414831
2025-09-30,12640.75518373015
2025-12-31,10764.81819956063
