,strategy_risk
2024-07-26,11588897.019992067
2024-07-29,11574123.563955704
2024-07-30,11556173.69278691
2024-07-31,11682917.766014626
2024-08-01,11610064.619713899
2024-08-02,11402547.231334051
2024-08-05,11225674.122494768
2024-08-06,11286763.411400817
2024-08-07,11184238.02556119
2024-08-08,11374822.390605524
2024-08-09,11460358.456721189
2024-08-12,11462468.277549295
2024-08-13,11556747.616652006
2024-08-14,11582834.940140769
2024-08-15,11720898.668898845
2024-08-16,11752071.35038265
2024-08-19,11806995.794913044
2024-08-20,11799705.196911879
2024-08-21,11798507.046163902
2024-08-22,11775580.094799047
2024-08-23,11854527.19590639
2024-08-26,11845333.382880755
2024-08-27,11849088.594114792
2024-08-28,11836658.751079597
2024-08-29,11869124.764864856
2024-08-30,11939124.880093904
2024-09-03,11818743.162708841
2024-09-04,11795223.980798794
2024-09-05,11774011.487170123
2024-09-06,11688999.647860108
2024-09-09,11784578.130691892
2024-09-10,11793060.745713176
2024-09-11,11885840.025386646
2024-09-12,11932990.97680891
2024-09-13,11979088.465909809
2024-09-16,11987031.484946018
2024-09-17,11901331.394669646
2024-09-18,11923506.166892368
2024-09-19,12026163.436722452
2024-09-20,11992665.903862191
2024-09-23,11978130.533215705
2024-09-24,12038216.425942361
2024-09-25,12058788.171022017
2024-09-26,12080713.67558912
2024-09-27,12035456.038284209
2024-09-30,12061062.035168849
2024-10-01,12163300.636585094
2024-10-02,12181415.677018253
2024-10-03,12157496.855661353
2024-10-04,12212981.361080872
2024-10-07,12208121.798979856
2024-10-08,12157546.318373557
2024-10-09,12177544.727125257
2024-10-10,12128457.745064644
2024-10-11,12176413.167819982
2024-10-14,12156008.316566072
2024-10-15,12114186.418597171
2024-10-16,12143569.823470805
2024-10-17,12104889.804812616
2024-10-18,12162443.810892934
2024-10-21,12120955.719249431
2024-10-22,12127425.093377443
2024-10-23,12184349.778265627
2024-10-24,12137605.547417695
2024-10-25,12133812.908136778
2024-10-28,12201004.852790989
2024-10-29,12139162.900174942
2024-10-30,12079326.862567427
2024-10-31,12090375.83151745
2024-11-01,12034281.061951838
2024-11-04,12032584.129603358
2024-11-05,12157387.000223175
2024-11-06,12212215.383152578
2024-11-07,12235692.945237309
2024-11-08,12259543.373095037
2024-11-11,12314531.328537209
2024-11-12,12255046.008926976
2024-11-13,12288810.370699804
2024-11-14,12185246.81212508
2024-11-15,12215066.153727734
2024-11-18,12220232.085408898
2024-11-19,12214737.993933901
2024-11-20,12227719.291058745
2024-11-21,12251111.444620373
2024-11-22,12290073.383184703
2024-11-25,12295448.576080685
2024-11-26,12334480.71650356
2024-11-27,12364839.765719436
2024-11-29,12402227.088655323
2024-12-02,12322483.646943934
2024-12-03,12392967.532168897
2024-12-04,12425254.238473825
2024-12-05,12440440.335090727
2024-12-06,12497422.426295483
2024-12-09,12506387.863964269
2024-12-10,12479012.722046524
2024-12-11,12488627.559120182
2024-12-12,12456329.546634076
2024-12-13,12496805.937332459
2024-12-16,12442788.536354423
2024-12-17,12449829.623958455
2024-12-18,12293201.888427462
2024-12-19,12321457.096523782
2024-12-20,12327275.947279168
2024-12-23,12349522.216779845
2024-12-24,12413104.055974765
2024-12-26,12424859.45155334
2024-12-27,12364873.80680123
2024-12-30,12288160.46768269
2024-12-31,12303777.78337171
2025-01-02,12203927.237420803
2025-01-03,12306819.21635349
2025-01-06,12374444.918290878
2025-01-07,12305984.243234366
2025-01-08,12261468.619143635
2025-01-10,12254042.328214468
2025-01-13,12175101.550424868
2025-01-14,12233108.14677408
2025-01-15,12336966.816790901
2025-01-16,12412862.95530095
2025-01-17,12441671.607236173
2025-01-21,12550940.771866113
2025-01-22,12597411.72953177
2025-01-23,12570244.619330315
2025-01-24,12554878.806511575
2025-01-27,12401888.935026659
2025-01-28,12476238.826433098
2025-01-29,12477608.823431766
2025-01-30,12507598.051974641
2025-01-31,12474737.610993458
2025-02-03,12411948.497368554
2025-02-04,12510285.786893874
2025-02-05,12545990.609730788
2025-02-06,12550282.429612232
2025-02-07,12532971.295627916
2025-02-10,12547710.593797013
2025-02-11,12498488.967592606
2025-02-12,12510520.271430368
2025-02-13,12520479.714789268
2025-02-14,12620966.056106081
2025-02-18,12661665.078696085
2025-02-19,12593513.696762014
2025-02-20,12499376.649757192
2025-02-21,12363663.41672024
2025-02-24,12290739.264486507
2025-02-25,12240137.78235509
2025-02-26,12297620.235413376
2025-02-27,12169134.193904046
2025-02-28,12205082.40653961
2025-03-03,12077481.233921671
2025-03-04,12017807.74023974
2025-03-05,12135146.235320067
2025-03-06,11911701.191945467
2025-03-07,11916469.670210341
2025-03-10,11693789.54180074
2025-03-11,11641824.470442804
2025-03-12,11699747.757867306
2025-03-13,11584819.072004488
2025-03-14,11709204.60122666
2025-03-17,11803037.028272202
2025-03-18,11722990.050552934
2025-03-19,11846812.668956123
2025-03-20,11831133.100514956
2025-03-21,11879878.37388005
2025-03-24,12021673.32144335
2025-03-25,11994263.446708584
2025-03-26,11910141.118239705
2025-03-27,11823748.079257041
2025-03-28,11706593.462942524
2025-03-31,11685313.269769307
2025-04-01,11697888.458323667
2025-04-02,11662805.197776882
2025-04-03,11577443.698125213
2025-04-04,11225317.180041071
2025-04-07,11154151.748852743
2025-04-08,11084025.519607268
2025-04-09,11295178.765009161
2025-04-10,11212352.34394647
2025-04-11,11285593.951092387
2025-04-14,11354146.073772116
2025-04-15,11350124.229312295
2025-04-16,11294301.318737913
2025-04-17,11344126.395491073
2025-04-21,11258934.693522668
2025-04-22,11273630.533377687
2025-04-23,11338733.366276579
2025-04-24,11400141.287153669
2025-04-25,11391172.049382051
2025-04-28,11413456.194457237
2025-04-29,11426790.848440342
2025-04-30,11434556.695800453
2025-05-01,11444494.847562538
2025-05-02,11523955.556609202
2025-05-05,11485542.81844494
2025-05-06,11522013.145297028
2025-05-07,11483883.783922058
2025-05-08,11490421.66915992
2025-05-09,11507929.209063543
2025-05-12,11571438.692579785
2025-05-13,11573733.996324474
2025-05-14,11581669.531227762
2025-05-15,11606850.132235663
2025-05-16,11629301.949238637
2025-05-19,11637793.788539812
2025-05-20,11630079.916764809
2025-05-21,11566164.215959245
2025-05-22,11526012.795364255
2025-05-23,11526105.01589852
2025-05-27,11546352.4483236
2025-05-28,11506594.44302417
2025-05-29,11524992.259399759
2025-05-30,11529362.600682126
2025-06-02,11559251.325504808
2025-06-03,11571998.514031047
2025-06-04,11565757.82583511
2025-06-05,11579817.204901196
2025-06-06,11622275.392567247
2025-06-09,11649631.363909222
2025-06-10,11685010.84705657
2025-06-11,11703376.33510264
2025-06-12,11681310.193214968
2025-06-13,11687313.591026632
2025-06-16,11698449.431946421
2025-06-17,11698948.052140111
2025-06-18,11663541.952583889
2025-06-20,11681259.805962138
2025-06-23,11676980.281761743
2025-06-24,11681588.389522947
2025-06-25,11646861.91345698
2025-06-26,11674566.967846505
2025-06-27,11682649.78595607
2025-06-30,11729977.300487842
2025-07-01,11687721.740060095
2025-07-02,11714598.136835698
2025-07-03,11725788.657497736
2025-07-07,11716322.783313802
2025-07-08,11705721.30805945
2025-07-09,11733224.683403134
2025-07-10,11723584.795884991
2025-07-11,11714093.342228075
2025-07-14,11733833.479206441
2025-07-15,11736395.380519394
2025-07-16,11749511.34317154
2025-07-17,11781648.859210774
2025-07-18,11749439.059456863
2025-07-21,11751652.287066724
2025-07-22,11712677.535776718
2025-07-23,11712675.0630867
2025-07-24,11717400.971296469
2025-07-25,11725411.911882754
2025-07-28,11725307.260162994
2025-07-29,11716460.440474438
2025-07-30,11739707.822302165
2025-07-31,11724163.922146622
2025-08-01,11686019.751641497
2025-08-04,11720013.544728529
2025-08-05,11693509.172406398
2025-08-06,11717046.834781189
2025-08-07,11726447.81882247
2025-08-08,11756983.975476064
2025-08-11,11766339.9984465
2025-08-12,11774985.583067015
2025-08-13,11744980.524224441
2025-08-14,11767292.792387893
2025-08-15,11779679.374597551
2025-08-18,11787688.67022274
2025-08-19,11731395.05702037
2025-08-20,11730567.43385556
2025-08-21,11725532.149276778
2025-08-22,11744210.943510333
2025-08-25,11744121.650038693
2025-08-26,11754213.647070216
2025-08-27,11744610.180371793
2025-08-28,11757697.947854793
2025-08-29,11727372.518708006
2025-09-02,11724621.489132378
2025-09-03,11734011.299130466
2025-09-04,11765109.510450888
2025-09-05,11759989.866307052
2025-09-08,11801856.161787326
2025-09-09,11826655.067443242
2025-09-10,11898615.73454768
2025-09-11,11863459.47996744
2025-09-12,11841985.59289703
2025-09-15,11862180.698226916
2025-09-16,11868236.447557399
2025-09-17,11884197.297861002
2025-09-18,11884911.915816916
2025-09-19,11917586.847337041
2025-09-22,11929905.979276473
2025-09-23,11911119.553625394
2025-09-24,11898751.937599173
2025-09-25,11877972.573941356
2025-09-26,11878508.49000338
2025-09-29,11910816.435882201
2025-09-30,11915683.261807619
2025-10-01,11952441.003167232
2025-10-02,12085878.37152034
2025-10-03,12152421.195202759
2025-10-06,12124073.14766682
2025-10-07,12118834.749329515
2025-10-08,12123161.131549127
2025-10-09,12001928.41724115
2025-10-10,11623557.74057418
2025-10-13,11938407.067928711
2025-10-14,11966984.552897997
2025-10-15,12053749.672301881
2025-10-16,11929332.623141682
2025-10-17,11979935.51082263
2025-10-20,12120466.502748813
2025-10-21,12044612.142761998
2025-10-22,11973301.192598334
2025-10-23,12088379.068111554
2025-10-24,12214684.645201229
2025-10-27,12420784.176801292
2025-10-28,12401301.250488758
2025-10-29,12492407.424373493
2025-10-30,12379524.19929169
2025-10-31,12445341.238200326
2025-11-03,12357142.127782455
2025-11-04,12116637.98619433
2025-11-05,12237485.784947455
2025-11-06,12136614.807462813
2025-11-07,12167732.17869689
2025-11-10,12326043.30040015
2025-11-11,12327575.933753574
2025-11-12,12241426.736267624
2025-11-13,11995831.779320724
2025-11-14,11951434.121262042
2025-11-17,11946831.840700138
2025-11-18,11952499.01044421
2025-11-19,11995000.963128032
2025-11-20,11801043.205712691
2025-11-21,11885444.256422361
2025-11-24,12217673.291295648
2025-11-25,12264095.0443566
2025-11-26,12383535.242248349
2025-11-28,12513701.258922445
2025-12-01,12401583.314131387
2025-12-02,12442841.080053763
2025-12-03,12560502.937473765
2025-12-04,12637839.458917739
2025-12-05,12622192.479765734
2025-12-08,12544949.255473427
2025-12-09,12517987.115725052
2025-12-10,12554435.04641554
2025-12-11,12458721.252846308
2025-12-12,12363115.801336957
2025-12-15,12211111.653546454
2025-12-16,12152754.225378102
2025-12-17,11977157.721977076
2025-12-18,12025750.673335023
2025-12-19,12165549.91746908
2025-12-22,12288963.980196955
2025-12-23,12284679.560416607
2025-12-24,12301958.240396157
2025-12-26,12265060.675374897
2025-12-29,12243544.34510326
2025-12-30,12243141.679526484
2025-12-31,12183215.549195386
2026-01-02,12250290.67304127
2026-01-05,12298824.107853439
2026-01-06,12321436.700476786
2026-01-07,12298467.549743127
2026-01-08,12313651.05290461
2026-01-09,12391385.461423527
2026-01-12,12464564.708324304
2026-01-13,12514834.863418046
2026-01-14,12535011.991481056
2026-01-15,12533350.944792163
2026-01-16,12541549.418643808
2026-01-20,12490865.9026997
2026-01-21,12569457.465998048
2026-01-22,12552922.237544568
2026-01-23,12561386.851266302
2026-01-26,12587945.949067466
2026-01-27,12624128.00941542
2026-01-28,12647370.54014871
2026-01-29,12691658.196721729
2026-01-30,12662236.73760532
2026-02-02,12760755.013799457
2026-02-03,12869433.535689902
2026-02-04,12815733.744755005
2026-02-05,12774353.775659101
2026-02-06,12878497.031167563
2026-02-09,12894625.525430275
2026-02-10,12845632.915851211
2026-02-11,12889787.540977871
2026-02-12,12815414.18166082
2026-02-13,12813754.805338627
2026-02-17,12740669.362647453
2026-02-18,12778376.61236272
2026-02-19,12745248.63388123
2026-02-20,12775795.595742702
2026-02-23,12788381.095954262
2026-02-24,12808117.598632082
2026-02-25,12825678.466249827
2026-02-26,12793254.663295083
2026-02-27,12857691.58216012
