Date,ONDS,NVDA,NOK,F,AES,PLUG,NFLX,PLTR,INTC,MARA,AAL,SOFI,VG,NIO,TSLA,NU,CCL,RIG,NCLH,OXY,PBR,CRCL,BMNR,AAOI,IBRX,AMD,AMZN,XOM,MU,IREN,ITUB,SOUN,OPEN,CRWV,HOOD,AG,PSLV,AAPL,MSFT,WULF,SMCI,JOBY,BAC,AGNC,SMR,PFE,SNAP,RKT,PSKY,OWL,ACHR,BBD,STLA,SLB,HIMS,RGTI,GRAB,GOOGL,MSTR,BTE,SNDK,NVO,T,QBTS,U,ORCL,C,DNN,LYG,IONQ,RKLB,WBD,HL,CIFR,AXTI,SAN,B,CDE,CVE,PATH,BP,KTOS,EXK,CVX,RUN,CLSK,APLD,DHT,PYPL,GLW,CPNG,DVN,VZ,XYZ,BTG,AVGO,HAL,PBR-A,NVTS,RIVN,FRO,BCS,CNQ,COP,ADT,FSLY,NBIS,GOOG,EQNR,ET,NKE,FCX,UBER,DOW,CMG,WMT
2021-03-02,12.3100004196167,13.368654251098633,3.629013776779175,9.420305252075195,22.447986602783203,48.779998779296875,54.78200149536133,24.479999542236328,55.69855880737305,34.88999938964844,21.440000534057617,18.770000457763672,,43.290000915527344,228.81333923339844,,27.46305274963379,3.7899999618530273,31.18000030517578,26.215038299560547,2.3577001094818115,,,8.625,28.360000610351562,84.12999725341797,154.72650146484375,46.29623031616211,88.876220703125,,2.4097812175750732,,31.329999923706055,,,17.284400939941406,9.640000343322754,121.8663330078125,224.41221618652344,8.371622085571289,3.4079999923706055,11.289999961853027,31.487945556640625,8.351825714111328,,26.105533599853516,64.51000213623047,34.95311737060547,61.09939193725586,8.316276550292969,12.359999656677246,2.997620105743408,12.071579933166504,25.24732780456543,16.020000457763672,,12.699999809265137,102.4499282836914,74.8499984741211,0.972486674785614,,33.364288330078125,15.40655517578125,10.260000228881836,108.0999984741211,62.25020980834961,57.83106994628906,1.2300000190734863,1.7137105464935303,12.859999656677246,13.140000343322754,59.2400016784668,5.95390510559082,10.130000114440918,13.100000381469727,2.9927878379821777,17.157264709472656,8.829999923706055,6.741884231567383,,19.28867530822754,27.049999237060547,6.28000020980835,83.18543243408203,64.33999633789062,29.200000762939453,,4.301467418670654,268.56915283203125,33.912193298339844,,17.348222732543945,40.480777740478516,252.1999969482422,3.70749568939209,43.22703552246094,20.40060806274414,2.2027828693389893,,,5.293649196624756,7.579314708709717,11.194292068481445,43.72703552246094,6.404083251953125,70.9000015258789,,103.01934051513672,13.243609428405762,5.383512020111084,127.85655212402344,32.84379196166992,54.650001525878906,47.75358963012695,29.51140022277832,40.5207633972168
2021-03-03,12.25,12.768839836120605,3.575117588043213,9.135066986083984,22.514968872070312,43.810001373291016,52.06999969482422,23.59000015258789,54.47980880737305,36.619998931884766,22.170000076293945,17.219999313354492,,41.529998779296875,217.73333740234375,,28.538082122802734,3.859999895095825,33.130001068115234,27.006576538085938,2.263270378112793,,,8.359999656677246,26.579999923706055,80.86000061035156,150.25,46.66779708862305,86.94435119628906,,2.4044835567474365,,28.850000381469727,,,16.60329246520996,9.430000305175781,118.88590240478516,218.3573760986328,8.525074005126953,3.361999988555908,10.710000038146973,32.276695251464844,8.274203300476074,,26.791091918945312,60.02000045776367,23.53453826904297,63.04654312133789,8.324525833129883,11.220000267028809,3.0123863220214844,11.744937896728516,25.45368766784668,15.020000457763672,,11.380000114440918,99.81632232666016,73.15699768066406,0.9629523158073425,,32.80423355102539,15.679526329040527,10.180000305175781,102.80000305175781,62.48365783691406,59.06473159790039,1.1399999856948853,1.7613133192062378,11.869999885559082,12.59000015258789,61.45000076293945,5.759016036987305,10.050000190734863,12.770000457763672,3.0182223320007324,16.846256256103516,8.670000076293945,6.768996238708496,,19.919429779052734,26.700000762939453,5.809999942779541,84.1192626953125,56.619998931884766,28.290000915527344,,4.406381607055664,254.4717254638672,33.7808837890625,,17.510282516479492,40.77529525756836,234.1999969482422,3.585000991821289,41.6572151184082,20.40060806274414,2.148357629776001,,,5.46441125869751,7.92306661605835,11.611928939819336,44.88125991821289,6.305971145629883,68.01000213623047,,100.58113098144531,13.284865379333496,5.309302806854248,125.28112030029297,32.67573547363281,56.11000061035156,47.38819885253906,28.164400100708008,39.73593521118164
2021-03-04,10.920000076293945,12.335558891296387,3.43139386177063,8.954919815063477,21.669300079345703,40.02000045776367,51.12900161743164,24.729999542236328,53.05187225341797,32.0099983215332,21.239999771118164,16.059999465942383,,39.279998779296875,207.14666748046875,,27.27392578125,4.099999904632568,32.900001525878906,28.175039291381836,2.324193000793457,,,7.989999771118164,25.75,77.75,148.8784942626953,48.47604751586914,82.28050231933594,,2.473334550857544,,24.385000228881836,,,15.862956047058105,9.079999923706055,117.00607299804688,217.56092834472656,8.013568878173828,3.26200008392334,10.649999618530273,32.508270263671875,8.237984657287598,,26.643077850341797,57.709999084472656,22.568286895751953,63.90896224975586,8.242019653320312,10.770000457763672,3.115752696990967,11.567413330078125,25.6420955657959,13.5600004196167,,11.300000190734863,100.93387603759766,64.56600189208984,1.001089096069336,,31.77594566345215,15.788715362548828,9.979999542236328,95.58999633789062,61.269657135009766,58.58636474609375,1.0299999713897705,1.745445728302002,11.970000267028809,11.329999923706055,62.599998474121094,5.573868751525879,10.0,11.569999694824219,2.9927878379821777,16.880815505981445,8.520000457763672,7.103379249572754,,20.269853591918945,25.09000015258789,5.449999809265137,84.85821533203125,53.41999816894531,22.719999313354492,,4.271492004394531,238.51861572265625,32.35402297973633,,18.227975845336914,40.3482551574707,218.41000366210938,3.699329376220703,39.90568161010742,20.21747589111328,2.2113757133483887,,,5.271374702453613,7.721844673156738,11.84611988067627,46.52061080932617,6.1275835037231445,65.48999786376953,,101.69180297851562,13.339876174926758,5.4239888191223145,123.20958709716797,30.52847671508789,53.06999969482422,46.588871002197266,27.02239990234375,39.71725082397461
2021-03-05,11.920000076293945,12.426556587219238,3.48529052734375,9.210132598876953,21.761404037475586,39.29999923706055,51.638999938964844,23.950000762939453,55.24380874633789,30.030000686645508,20.450000762939453,17.719999313354492,,38.11000061035156,199.31666564941406,,25.969953536987305,4.260000228881836,28.850000381469727,29.428312301635742,2.363792896270752,,,8.045000076293945,26.799999237060547,78.5199966430664,150.0229949951172,50.30907440185547,86.76871490478516,,2.563371181488037,,21.989999771118164,,,15.744501113891602,9.050000190734863,118.26252746582031,222.2340087890625,7.706666469573975,3.3910000324249268,11.020000457763672,32.8912353515625,8.227633476257324,,26.791091918945312,57.43000030517578,21.089500427246094,66.00724792480469,8.299774169921875,11.029999732971191,3.2486519813537598,11.879854202270508,26.08172607421875,13.359999656677246,,11.520000457763672,104.06719207763672,62.02399826049805,1.1250336170196533,,31.95498275756836,16.17087745666504,10.109999656677246,93.81999969482422,65.34122467041016,58.9388427734375,1.0,1.7771811485290527,12.699999809265137,12.5,64.25,5.748569011688232,11.119999885559082,11.289999961853027,3.119960069656372,17.139989852905273,8.770000457763672,7.419687747955322,,20.84609603881836,24.030000686645508,5.449999809265137,88.51239776611328,52.470001220703125,22.09000015258789,,4.27898645401001,238.4986572265625,32.791709899902344,,19.763700485229492,41.23178482055664,216.44000244140625,3.7158069610595703,40.494930267333984,21.829015731811523,2.254343032836914,,,5.256526470184326,8.006906509399414,12.123245239257812,48.795623779296875,6.4575982093811035,64.83999633789062,,104.64216613769531,13.97936725616455,5.49819803237915,124.4319839477539,32.69440841674805,55.540000915527344,47.8906135559082,26.645599365234375,40.212440490722656
2021-03-08,9.539999961853027,11.560742378234863,3.4763076305389404,9.495366096496582,22.004220962524414,38.11000061035156,49.33300018310547,22.520000457763672,54.43433380126953,28.510000228881836,21.469999313354492,16.110000610351562,,35.209999084472656,187.6666717529297,,26.56719398498535,4.0,29.309999465942383,28.05253791809082,2.196255683898926,,,7.760000228881836,28.280000686645508,73.95999908447266,147.59750366210938,50.259521484375,82.9830322265625,,2.436260938644409,,20.059999465942383,,,15.201587677001953,9.079999923706055,113.33413696289062,218.1942596435547,8.081768989562988,3.4549999237060547,10.6899995803833,33.069366455078125,8.450139045715332,,26.759925842285156,52.88999938964844,21.722448348999023,74.38264465332031,8.209019660949707,10.720000267028809,3.049302816390991,12.149690628051758,26.65593910217285,12.970000267028809,,10.979999542236328,99.62228393554688,62.41899871826172,1.0964308977127075,,31.59691619873047,16.372873306274414,10.220000267028809,92.75,67.38636016845703,60.608909606933594,0.9700000286102295,1.8089165687561035,10.899999618530273,12.0,67.25,5.602173328399658,11.0,10.680000305175781,3.086047649383545,16.846256256103516,8.600000381469727,7.347390174865723,,20.6669979095459,23.15999984741211,5.190000057220459,89.12142944335938,47.54999923706055,21.209999084472656,,4.27898645401001,225.56854248046875,32.923011779785156,,18.961111068725586,41.81344985961914,201.8699951171875,3.625178098678589,37.89596939086914,22.305150985717773,2.0652875900268555,,,5.256526470184326,8.174591064453125,11.889053344726562,49.16362762451172,6.7876152992248535,62.04999923706055,,100.455078125,13.669934272766113,5.464467525482178,125.56105041503906,32.14358901977539,53.20000076293945,48.294090270996094,26.700000762939453,39.82624816894531
2021-03-09,9.90999984741211,12.489448547363281,3.5571517944335938,9.43531608581543,23.050844192504883,42.31999969482422,50.64400100708008,24.260000228881836,56.99915313720703,36.77000045776367,21.600000381469727,17.479999542236328,,41.349998474121094,224.52667236328125,,27.45309829711914,3.950000047683716,29.729999542236328,27.0062255859375,2.2145326137542725,,,8.449999809265137,32.4900016784668,78.52999877929688,153.1425018310547,49.48338317871094,87.1297378540039,,2.4892239570617676,,21.639999389648438,,,15.991284370422363,9.260000228881836,117.9411392211914,224.32583618164062,8.422772407531738,3.431999921798706,10.850000381469727,32.34795379638672,8.460490226745605,,26.837833404541016,56.29999923706055,22.408143997192383,70.82621765136719,8.225520133972168,10.930000305175781,3.123135805130005,12.469232559204102,26.332944869995117,13.579999923706055,,11.880000114440918,101.25296783447266,71.5989990234375,1.0964308977127075,,32.46453857421875,16.181793212890625,10.15999984741211,98.05000305175781,67.83460235595703,59.5766487121582,1.0299999713897705,1.7771811485290527,11.3100004196167,12.289999961853027,63.0099983215332,5.855929851531982,11.520000457763672,11.479999542236328,3.00974440574646,17.26957130432129,8.899999618530273,7.220866680145264,,20.332151412963867,24.739999771118164,5.550000190734863,88.91841888427734,53.68000030517578,26.68000030517578,,4.271492004394531,241.202392578125,33.632076263427734,,18.39004135131836,41.37904357910156,225.08999633789062,3.7158069610595703,39.90658187866211,21.49022674560547,2.119713068008423,,,5.226828575134277,8.124284744262695,11.920278549194336,48.4276008605957,6.7876152992248535,69.0,,101.87095642089844,13.669934272766113,5.4307355880737305,126.85808563232422,31.6114444732666,55.25,47.39579391479492,28.552200317382812,40.140804290771484
2021-03-10,10.09000015258789,12.437577247619629,3.5571517944335938,9.690526962280273,23.017349243164062,42.83000183105469,50.45399856567383,24.75,56.61716842651367,38.189998626708984,21.75,19.059999465942383,,41.31999969482422,222.68666076660156,,26.5771484375,4.679999828338623,29.540000915527344,27.67548942565918,2.3881618976593018,,,8.470000267028809,38.70000076293945,77.5199966430664,152.8820037841797,51.00265121459961,83.33428955078125,,2.5315935611724854,,23.690000534057617,,,16.149219512939453,9.430000305175781,116.85999298095703,223.0208282470703,8.490973472595215,3.569999933242798,10.979999542236328,33.283111572265625,8.486364364624023,,27.21177101135254,55.06999969482422,22.812530517578125,73.69802856445312,8.192522048950195,10.75,3.2265028953552246,12.831379890441895,26.871267318725586,13.220000267028809,,12.0,101.04603576660156,75.65499877929688,1.1345678567886353,,32.928184509277344,16.372873306274414,10.289999961853027,99.88999938964844,67.3489990234375,61.8929328918457,0.9900000095367432,1.7851152420043945,11.079999923706055,12.40999984741211,65.81999969482422,6.119445323944092,11.390000343322754,11.399999618530273,3.026700735092163,17.38188362121582,9.300000190734863,7.510063171386719,,20.752649307250977,25.540000915527344,5.760000228881836,90.43695068359375,55.599998474121094,26.93000030517578,,4.578739166259766,241.51170349121094,34.11353302001953,,18.44405746459961,42.026973724365234,226.72999572753906,3.699328660964966,39.36591339111328,22.103708267211914,2.257207155227661,,,5.508957862854004,8.166207313537598,12.40817642211914,49.69892883300781,7.073033332824707,68.98999786376953,,101.9865951538086,14.165021896362305,5.788287162780762,128.38841247558594,32.171600341796875,57.68000030517578,48.788902282714844,28.33340072631836,41.165428161621094
2021-03-11,11.300000190734863,12.96153450012207,3.6829094886779785,9.61546516418457,23.595083236694336,48.15999984741211,52.305999755859375,26.729999542236328,57.58124923706055,41.810001373291016,22.149999618530273,19.360000610351562,,46.029998779296875,233.1999969482422,,27.343603134155273,4.550000190734863,30.260000228881836,29.20254135131836,2.5130529403686523,,,8.850000381469727,34.029998779296875,81.2300033569336,155.67950439453125,50.62282943725586,87.13946533203125,,2.605740785598755,,26.31999969482422,,,16.2578067779541,9.460000038146973,118.78849792480469,227.54039001464844,8.849026679992676,3.5810000896453857,11.279999732971191,33.16733169555664,8.439796447753906,,27.040382385253906,59.619998931884766,22.7070369720459,76.71208953857422,8.233770370483398,11.210000038146973,3.352018117904663,13.001803398132324,26.377805709838867,15.010000228881836,,14.649999618530273,104.23939514160156,80.375,1.1345678567886353,,32.99245071411133,16.1272029876709,10.300000190734863,106.5999984741211,62.950584411621094,61.523658752441406,1.0399999618530273,1.7771811485290527,11.199999809265137,12.40999984741211,66.97000122070312,6.324403285980225,12.350000381469727,12.75,2.9758312702178955,17.546024322509766,9.600000381469727,7.627549171447754,,20.752649307250977,26.950000762939453,5.920000076293945,90.29077911376953,63.459999084472656,30.6200008392334,,4.638691425323486,253.24456787109375,35.015174865722656,49.25,19.01512908935547,40.871009826660156,241.72000122070312,3.757002353668213,40.81428909301758,21.829015731811523,2.4004311561584473,,,5.753965854644775,8.124284744262695,12.533077239990234,50.041866302490234,7.643869876861572,75.44000244140625,,104.95136260986328,14.055002212524414,5.639869689941406,131.7476348876953,34.981712341308594,58.95000076293945,48.9639892578125,29.241199493408203,41.14985656738281
2021-03-12,10.989999771118164,12.824373245239258,3.7907021045684814,10.035812377929688,23.821155548095703,47.25,51.801998138427734,26.920000076293945,57.208351135253906,40.70000076293945,23.3700008392334,19.020000457763672,,45.5,231.2433319091797,,28.32904815673828,4.590000152587891,30.729999542236328,28.872621536254883,2.4734530448913574,,,8.949999809265137,30.540000915527344,81.05000305175781,154.47450256347656,51.16778564453125,85.63690948486328,,2.573962926864624,,27.049999237060547,,,16.60329246520996,9.40999984741211,117.88268280029297,226.21617126464844,8.840500831604004,3.6459999084472656,11.010000228881836,33.7907829284668,8.522588729858398,,27.219562530517578,62.689998626708984,21.98617935180664,84.647216796875,8.200770378112793,11.149999618530273,3.307718276977539,13.143821716308594,26.02789878845215,15.770000457763672,,13.949999809265137,101.73133850097656,78.4000015258789,1.1345678567886353,,32.5976676940918,16.27460479736328,10.329999923706055,105.69999694824219,62.71712875366211,63.093017578125,1.1399999856948853,1.8247841596603394,11.510000228881836,12.220000267028809,71.0999984741211,6.343924522399902,11.930000305175781,13.869999885559082,3.0521349906921387,17.554662704467773,9.510000228881836,7.676431655883789,,20.99405288696289,26.520000457763672,6.019999980926514,90.59122467041016,62.290000915527344,30.860000610351562,,4.683653354644775,249.77259826660156,35.67171096801758,48.470001220703125,18.9448184967041,40.95935821533203,242.11000061035156,3.7158069610595703,40.58759307861328,21.99383544921875,2.3775157928466797,,,5.709418773651123,8.468039512634277,12.579914093017578,49.50655746459961,7.420886993408203,75.16000366210938,,102.3285140991211,14.22003173828125,5.7208251953125,131.05714416503906,34.93503189086914,60.349998474121094,48.97921371459961,29.064800262451172,41.76961898803711
2021-03-15,11.75,13.158797264099121,3.8625640869140625,9.908207893371582,23.863025665283203,46.459999084472656,52.025001525878906,26.790000915527344,58.01781463623047,43.099998474121094,25.170000076293945,19.479999542236328,,44.93000030517578,235.97999572753906,,29.652929306030273,4.409999847412109,31.559999465942383,27.61893081665039,2.4947757720947266,,,9.039999961853027,30.81999969482422,82.5,154.08399963378906,49.863197326660156,86.69066619873047,,2.568666696548462,,28.809999465942383,,,17.06723976135254,9.470000267028809,120.76569366455078,225.314208984375,8.883126258850098,3.7100000381469727,10.890000343322754,33.621559143066406,8.548462867736816,,27.585702896118164,63.7400016784668,22.6806640625,85.88652801513672,8.217269897460938,10.920000076293945,3.300335168838501,12.74794864654541,26.126588821411133,16.139999389648438,,13.729999542236328,101.9516830444336,76.9010009765625,1.0964308977127075,,33.093441009521484,16.340120315551758,10.210000038146973,109.66999816894531,63.249420166015625,62.287353515625,1.2999999523162842,1.8168504238128662,11.529999732971191,12.3100004196167,73.66999816894531,6.636720180511475,11.5,14.010000228881836,3.0012660026550293,17.94342613220215,9.970000267028809,7.667377471923828,,20.628053665161133,27.079999923706055,6.349999904632568,89.52745056152344,62.119998931884766,29.34000015258789,,4.953431606292725,249.4034423828125,36.40702438354492,50.45000076293945,19.226062774658203,40.96672821044922,251.22999572753906,3.8064372539520264,42.35081481933594,21.94804573059082,2.380380153656006,,,5.96927547454834,8.451269149780273,12.650171279907227,48.645057678222656,7.3584513664245605,76.55999755859375,,102.55531311035156,14.240660667419434,5.606138229370117,135.24684143066406,34.505577087402344,60.189998626708984,47.88301467895508,29.712200164794922,41.554710388183594
