,cost
2023-03-31,2478.7344395788555
2023-06-30,7201.662332144555
2023-09-29,5699.5469272304645
2023-12-29,8247.521851124699
2024-03-28,11790.499109622639
2024-06-28,9778.289352456512
2024-09-30,7815.123565601932
2024-12-31,9107.561988333347
2025-03-31,8615.305741563552
2025-06-30,6397.217420161333
2025-09-30,12709.142078185254
2025-12-31,10834.080613163256
