,cost
2023-03-31,5798.798215579071
2023-06-30,4778.9364748072185
2023-09-29,6102.582015269537
2023-12-29,7721.744111998849
2024-03-28,8982.505780804517
2024-06-28,7877.208536890041
2024-09-30,5250.370467396001
2024-12-31,7400.768326770018
2025-03-31,8905.641056137349
2025-06-30,11050.939023044368
2025-09-30,9623.106704446905
2025-12-31,9089.1206135742
