,rebalance_date,ticker,weight
0,2023-03-31,TSLA,0.1
1,2023-03-31,NVDA,0.1
2,2023-03-31,AAPL,0.04923867256832865
3,2023-03-31,MSFT,0.0069585340513963825
4,2023-03-31,AMZN,0.02938568575891046
5,2023-03-31,META,0.1
6,2023-03-31,AMD,0.1
7,2023-03-31,GOOGL,0.0
8,2023-03-31,GOOG,0.0
9,2023-03-31,NFLX,0.005674475007199855
10,2023-03-31,BABA,0.0
11,2023-03-31,XOM,0.0
12,2023-03-31,JPM,0.0
13,2023-03-31,BAC,0.0
14,2023-03-31,CRM,0.1
15,2023-03-31,CVX,0.0
16,2023-03-31,AVGO,0.0
17,2023-03-31,SCHW,0.0
18,2023-03-31,INTC,0.051563021576460054
19,2023-03-31,COIN,0.1
20,2023-03-31,TSM,0.02849678638138468
21,2023-03-31,XYZ,0.0
22,2023-03-31,DIS,0.0
23,2023-03-31,PYPL,0.0
24,2023-03-31,PFE,0.0
25,2023-03-31,C,0.0
26,2023-03-31,WFC,0.0
27,2023-03-31,QCOM,0.0
28,2023-03-31,MRK,0.0
29,2023-03-31,WMT,0.0
30,2023-03-31,MU,0.01006118755286289
31,2023-03-31,CSCO,0.0
32,2023-03-31,SHOP,0.1
33,2023-03-31,F,0.0
34,2023-03-31,OXY,0.0
35,2023-03-31,KO,0.0
36,2023-03-31,PEP,0.0
37,2023-03-31,SNOW,0.0
38,2023-03-31,VZ,0.0
39,2023-03-31,UBER,0.058152066462897944
40,2023-03-31,NKE,0.0
41,2023-03-31,CVS,0.0
42,2023-03-31,CMCSA,0.0
43,2023-03-31,MS,0.0
44,2023-03-31,NOW,0.007883872760721257
45,2023-03-31,NEE,0.0
46,2023-03-31,INTU,0.0
47,2023-03-31,SBUX,0.0
48,2023-03-31,LRCX,0.052585697880102186
49,2023-03-31,ORCL,0.0
50,2023-06-30,TSLA,0.1
51,2023-06-30,NVDA,0.1
52,2023-06-30,AAPL,0.00010576967430765238
53,2023-06-30,MSFT,0.0063133307071993215
54,2023-06-30,AMZN,0.05645805617261537
55,2023-06-30,META,0.1
56,2023-06-30,AMD,0.0015094682732122865
57,2023-06-30,GOOGL,0.0
58,2023-06-30,GOOG,0.0017385529526580956
59,2023-06-30,NFLX,0.07158494037883742
60,2023-06-30,BABA,0.0
61,2023-06-30,XOM,0.0
62,2023-06-30,JPM,0.0
63,2023-06-30,BAC,0.0
64,2023-06-30,CRM,0.0
65,2023-06-30,CVX,0.0
66,2023-06-30,AVGO,0.1
67,2023-06-30,SCHW,0.0
68,2023-06-30,INTC,0.0
69,2023-06-30,COIN,0.004120752866352332
70,2023-06-30,TSM,0.0
71,2023-06-30,XYZ,0.0
72,2023-06-30,DIS,0.0
73,2023-06-30,PYPL,0.0
74,2023-06-30,PFE,0.0
75,2023-06-30,C,0.0
76,2023-06-30,WFC,0.0
77,2023-06-30,QCOM,0.0
78,2023-06-30,MRK,0.0
79,2023-06-30,WMT,0.0
80,2023-06-30,MU,0.0
81,2023-06-30,CSCO,0.0
82,2023-06-30,SHOP,0.1
83,2023-06-30,F,0.03842730257426497
84,2023-06-30,OXY,0.0
85,2023-06-30,KO,0.0
86,2023-06-30,PEP,0.0
87,2023-06-30,SNOW,0.06311257084376354
88,2023-06-30,VZ,0.0
89,2023-06-30,UBER,0.1
90,2023-06-30,NKE,0.0
91,2023-06-30,CVS,0.0
92,2023-06-30,CMCSA,0.0
93,2023-06-30,MS,0.0
94,2023-06-30,NOW,0.058159500601120816
95,2023-06-30,NEE,0.0
96,2023-06-30,INTU,0.0
97,2023-06-30,SBUX,0.0
98,2023-06-30,LRCX,0.0194822994161849
99,2023-06-30,ORCL,0.0789874555392563
100,2023-09-29,TSLA,0.0
101,2023-09-29,NVDA,0.03572569341639853
102,2023-09-29,AAPL,0.0
103,2023-09-29,MSFT,0.0
104,2023-09-29,AMZN,0.0
105,2023-09-29,META,0.04331697748473988
106,2023-09-29,AMD,0.0
107,2023-09-29,GOOGL,0.07345337276518911
108,2023-09-29,GOOG,0.07115846807889387
109,2023-09-29,NFLX,0.0
110,2023-09-29,BABA,0.042956312382731704
111,2023-09-29,XOM,0.08053180056336709
112,2023-09-29,JPM,0.004801718070757965
113,2023-09-29,BAC,0.0
114,2023-09-29,CRM,0.0
115,2023-09-29,CVX,0.06263217479230053
116,2023-09-29,AVGO,0.0
117,2023-09-29,SCHW,0.0
118,2023-09-29,INTC,0.060473456051374344
119,2023-09-29,COIN,0.09289586181766643
120,2023-09-29,TSM,0.0
121,2023-09-29,XYZ,0.0
122,2023-09-29,DIS,0.0
123,2023-09-29,PYPL,0.0
124,2023-09-29,PFE,0.0
125,2023-09-29,C,0.0
126,2023-09-29,WFC,0.0
127,2023-09-29,QCOM,0.0
128,2023-09-29,MRK,0.0
129,2023-09-29,WMT,0.016878682823181796
130,2023-09-29,MU,0.06788334758640323
131,2023-09-29,CSCO,0.037462380125695756
132,2023-09-29,SHOP,0.0
133,2023-09-29,F,0.0
134,2023-09-29,OXY,0.0827427806791492
135,2023-09-29,KO,0.0
136,2023-09-29,PEP,0.0
137,2023-09-29,SNOW,0.0
138,2023-09-29,VZ,0.0
139,2023-09-29,UBER,0.058024009039011566
140,2023-09-29,NKE,0.0
141,2023-09-29,CVS,0.02037112214705301
142,2023-09-29,CMCSA,0.05750534456490236
143,2023-09-29,MS,0.0
144,2023-09-29,NOW,0.0024975224827891106
145,2023-09-29,NEE,0.0
146,2023-09-29,INTU,0.08868897512834513
147,2023-09-29,SBUX,0.0
148,2023-09-29,LRCX,0.0
149,2023-09-29,ORCL,0.0
150,2023-12-29,TSLA,0.0
151,2023-12-29,NVDA,0.0
152,2023-12-29,AAPL,0.0
153,2023-12-29,MSFT,0.0
154,2023-12-29,AMZN,0.0
155,2023-12-29,META,0.0
156,2023-12-29,AMD,0.1
157,2023-12-29,GOOGL,0.0
158,2023-12-29,GOOG,0.0
159,2023-12-29,NFLX,0.048500746052140206
160,2023-12-29,BABA,0.0
