,strategy_risk
2026-01-14,13830542.08405661
2026-01-15,13831671.758533634
2026-01-16,13863831.297506686
2026-01-20,13810860.486117464
2026-01-21,13916969.147091186
2026-01-22,13944195.292096334
2026-01-23,13935448.251450593
2026-01-26,13945209.538163243
2026-01-27,14011436.31059328
2026-01-28,14045368.806227606
2026-01-29,14075279.599295868
2026-01-30,14070531.224930594
2026-02-02,14200176.932903614
2026-02-03,14219467.096173955
2026-02-04,14139461.621957526
2026-02-05,14121276.098814119
2026-02-06,14226438.296063026
2026-02-09,14193031.432391264
2026-02-10,14115035.680896567
2026-02-11,14162458.694464037
2026-02-12,14101862.558422199
2026-02-13,14111210.941698069
2026-02-17,14049963.079000974
2026-02-18,14118297.295102412
2026-02-19,14093850.857335879
2026-02-20,14149190.446516272
2026-02-23,14113465.427954081
2026-02-24,14131177.662090892
2026-02-25,14182821.915502397
2026-02-26,14122477.923056936
2026-02-27,14146584.954200942
