,strategy_risk
2023-04-03,9979869.881547684
2023-04-04,9970906.108924225
2023-04-05,9930825.26633938
2023-04-06,9942696.107782971
2023-04-10,9944256.48662926
2023-04-11,9925747.067194743
2023-04-12,9900208.468450096
2023-04-13,9950249.524583766
2023-04-14,9960132.956826372
2023-04-17,9970745.471358607
2023-04-18,9987602.759193746
2023-04-19,9979558.196744
2023-04-20,9913157.540662099
2023-04-21,9920145.773098346
2023-04-24,9902131.68456272
2023-04-25,9845846.927263912
2023-04-26,9857192.272508625
2023-04-27,9980265.02935334
2023-04-28,10018020.02529392
2023-05-01,10046592.442705784
2023-05-02,10003560.936806882
2023-05-03,9981964.722845515
2023-05-04,9969926.91675908
2023-05-05,10046580.548849756
2023-05-08,10065755.041573225
2023-05-09,10054619.588358816
2023-05-10,10077584.365890894
2023-05-11,10080666.539563026
2023-05-12,10057173.44898667
2023-05-15,10088030.87833054
2023-05-16,10099509.91547124
2023-05-17,10164234.681454362
2023-05-18,10234667.70293592
2023-05-19,10222616.473112458
2023-05-22,10241501.000706812
2023-05-23,10202415.298101407
2023-05-24,10205810.445825363
2023-05-25,10396028.540070625
2023-05-26,10476729.03692205
2023-05-30,10527310.390487995
2023-05-31,10511924.089424381
2023-06-01,10549851.43789412
2023-06-02,10556682.43992212
2023-06-05,10546844.632601654
2023-06-06,10553199.134809166
2023-06-07,10494438.923606325
2023-06-08,10553234.090407433
2023-06-09,10594224.909614244
2023-06-12,10641438.795507852
2023-06-13,10670209.19036468
2023-06-14,10720464.358954692
2023-06-15,10751585.141163362
2023-06-16,10753618.16932788
2023-06-20,10806386.310545173
2023-06-21,10742941.365789957
2023-06-22,10771878.908358756
2023-06-23,10744262.039503349
2023-06-26,10663358.716519343
2023-06-27,10731388.577974642
2023-06-28,10732428.489997255
2023-06-29,10718924.106907254
2023-06-30,10776767.609671457
2023-07-03,10784218.216002516
2023-07-05,10795196.108896649
2023-07-06,10707588.052438755
2023-07-07,10702814.145186946
2023-07-10,10713626.420422422
2023-07-11,10772876.6841037
2023-07-12,10841129.572232163
2023-07-13,10957132.117346646
2023-07-14,10925340.770721735
2023-07-17,10957383.268648366
2023-07-18,11021182.755553288
2023-07-19,11025677.528499756
2023-07-20,10910340.174575359
2023-07-21,10898636.079314373
2023-07-24,10916187.167370183
2023-07-25,10914003.799654508
2023-07-26,10910091.285965435
2023-07-27,10898872.007437404
2023-07-28,10997237.632566612
2023-07-31,11037781.216991877
2023-08-01,10998004.182338528
2023-08-02,10874729.078135002
2023-08-03,10840451.767914098
2023-08-04,10823127.555260228
2023-08-07,10871772.086841948
2023-08-08,10826206.421578715
2023-08-09,10718582.46515363
2023-08-10,10716463.16177768
2023-08-11,10668451.355714219
2023-08-14,10766342.687752517
2023-08-15,10708756.401836941
2023-08-16,10648175.379593825
2023-08-17,10600364.869944561
2023-08-18,10614982.037480464
2023-08-21,10704451.645301808
2023-08-22,10665493.387936335
2023-08-23,10782591.841021433
2023-08-24,10669985.177139355
2023-08-25,10687355.60352668
2023-08-28,10721275.76778145
2023-08-29,10861574.20514551
2023-08-30,10897895.883260109
2023-08-31,10959725.747626435
2023-09-01,10938623.461569324
2023-09-05,10940198.634172376
2023-09-06,10894423.795941513
2023-09-07,10884587.612129344
2023-09-08,10913046.010150054
2023-09-11,10986167.791949945
2023-09-12,10882777.635259612
2023-09-13,10899924.39005278
2023-09-14,10944775.797612926
2023-09-15,10865612.304793827
2023-09-18,10828348.759977706
2023-09-19,10835854.089711277
2023-09-20,10753460.68394079
2023-09-21,10616786.033449454
2023-09-22,10618905.043821555
2023-09-25,10656665.276418926
2023-09-26,10562499.41015088
2023-09-27,10576721.792154599
2023-09-28,10648722.222822621
2023-09-29,10642065.73855791
2023-10-02,10635141.062556282
2023-10-03,10618332.052766504
2023-10-04,10611792.724584626
2023-10-05,10603958.43202794
2023-10-06,10631743.150137896
2023-10-09,10665667.172554864
2023-10-10,10672331.245450746
2023-10-11,10663830.408385256
2023-10-12,10656011.68529069
2023-10-13,10656832.685968246
2023-10-16,10679514.098661229
2023-10-17,10688397.122367319
2023-10-18,10680171.895780144
2023-10-19,10667696.65067269
2023-10-20,10637649.66203894
2023-10-23,10619900.109324563
2023-10-24,10631284.35005601
2023-10-25,10571011.778515492
2023-10-26,10525767.682584302
2023-10-27,10511866.400662191
2023-10-30,10538753.746309038
2023-10-31,10554676.7302217
2023-11-01,10565584.42406539
2023-11-02,10613640.541817907
2023-11-03,10625064.837235415
2023-11-06,10619807.010628529
2023-11-07,10618387.48468973
2023-11-08,10615939.921311358
2023-11-09,10601396.928712575
2023-11-10,10638173.546718964
2023-11-13,10643453.761419415
2023-11-14,10677724.955241553
2023-11-15,10687281.226313034
2023-11-16,10671756.603362236
2023-11-17,10685295.329786139
2023-11-20,10698877.434141107
2023-11-21,10691702.779388957
2023-11-22,10698731.442376474
2023-11-24,10699979.12143457
2023-11-27,10694133.82006197
2023-11-28,10701315.983397713
2023-11-29,10693170.923275447
2023-11-30,10682461.619901573
2023-12-01,10688221.780698992
2023-12-04,10677475.489071978
2023-12-05,10667533.538609011
2023-12-06,10658866.770292364
2023-12-07,10689141.088852555
2023-12-08,10699308.688397624
2023-12-11,10713428.6341541
2023-12-12,10704139.382630292
2023-12-13,10739416.445177164
2023-12-14,10763927.198929926
2023-12-15,10765644.152100459
2023-12-18,10789053.720848812
2023-12-19,10811693.809893953
2023-12-20,10796988.509470744
2023-12-21,10825408.640596759
2023-12-22,10837992.28480832
2023-12-26,10847909.399109956
2023-12-27,10848549.829397164
2023-12-28,10837803.244894836
2023-12-29,10828046.594293224
2024-01-02,10614622.38672646
2024-01-03,10524253.337743506
2024-01-04,10543385.525409428
2024-01-05,10546930.869028747
2024-01-08,10682669.606872499
2024-01-09,10630686.202471301
2024-01-10,10614489.326404164
2024-01-11,10568880.33791624
2024-01-12,10477796.80669223
2024-01-16,10504477.841543727
2024-01-17,10468277.409823848
2024-01-18,10452423.537326373
2024-01-19,10568975.731672702
2024-01-22,10615684.455121914
2024-01-23,10616722.851568677
2024-01-24,10634593.582262048
2024-01-25,10663379.690769153
2024-01-26,10635179.371276788
2024-01-29,10763435.827702202
2024-01-30,10729046.071585607
2024-01-31,10637325.343716469
2024-02-01,10678420.508041497
2024-02-02,10709144.241715197
2024-02-05,10593209.900212033
2024-02-06,10600621.563217876
2024-02-07,10675298.594038112
2024-02-08,10768334.731317336
2024-02-09,10867490.477631772
2024-02-12,10918105.552585056
2024-02-13,10778371.247028729
2024-02-14,11026636.032769665
2024-02-15,11111533.74958513
2024-02-16,11137485.301248854
2024-02-20,11076594.698297353
2024-02-21,10990506.021203715
2024-02-22,11177561.630439973
2024-02-23,11216282.920460809
2024-02-26,11381101.866252653
2024-02-27,11440248.71957904
2024-02-28,11422121.202531895
2024-02-29,11521392.053593814
2024-03-01,11625597.160891674
2024-03-04,11772985.75096667
2024-03-05,11577317.979508393
2024-03-06,11753146.73754493
2024-03-07,11865736.681327
2024-03-08,11871890.629267352
2024-03-11,11861462.080756309
2024-03-12,11923864.52630854
2024-03-13,11864727.166918283
2024-03-14,11736848.966771506
2024-03-15,11736307.712453038
2024-03-18,11765802.472321024
2024-03-19,11697491.535037749
2024-03-20,11903924.707708245
2024-03-21,12011113.076796705
2024-03-22,11956781.696248617
2024-03-25,12061202.405644612
2024-03-26,12017616.487486007
2024-03-27,12010644.97191065
2024-03-28,12072991.783927437
2024-04-01,12063884.505106723
2024-04-02,12015572.635609554
2024-04-03,12009228.455057545
2024-04-04,11890148.389608663
2024-04-05,11928819.236580992
2024-04-08,11904475.685663203
2024-04-09,11855501.679339247
2024-04-10,11874210.405397052
2024-04-11,11918510.837817177
2024-04-12,11740623.34168526
2024-04-15,11633980.785026254
2024-04-16,11627598.270502541
2024-04-17,11558107.641977407
2024-04-18,11571463.370915433
2024-04-19,11395010.676152525
2024-04-22,11513607.473474318
2024-04-23,11647376.777197093
2024-04-24,11584703.557378946
2024-04-25,11579766.024224779
2024-04-26,11708942.600944076
2024-04-29,11707540.056714578
2024-04-30,11529924.432301458
2024-05-01,11380589.881284155
2024-05-02,11495876.652624544
2024-05-03,11605862.389829196
2024-05-06,11761948.374694688
2024-05-07,11678946.00363333
2024-05-08,11685493.580287147
2024-05-09,11722409.648794746
2024-05-10,11729599.149043325
2024-05-13,11749031.31915052
2024-05-14,11797351.274488619
2024-05-15,11974893.74211713
2024-05-16,11962663.89627776
2024-05-17,12004883.41806648
2024-05-20,12038343.210924596
2024-05-21,12048071.045228781
2024-05-22,12006618.183228165
2024-05-23,11973051.878063949
2024-05-24,12096869.22208339
2024-05-28,12116973.53603809
2024-05-29,12049490.384409953
2024-05-30,11997955.641095642
2024-05-31,12071318.701505642
2024-06-03,12136213.24214837
2024-06-04,12149279.602158554
2024-06-05,12262563.462472908
2024-06-06,12233439.018462889
2024-06-07,12204633.33284862
2024-06-10,12246554.983751524
2024-06-11,12168987.789715772
2024-06-12,12204826.42889966
2024-06-13,12236874.090359148
2024-06-14,12241574.318062302
2024-06-17,12296822.024023267
2024-06-18,12376050.52119058
2024-06-20,12365290.055970589
2024-06-21,12329170.412356881
2024-06-24,12281139.78157393
2024-06-25,12385357.172080161
2024-06-26,12370839.624375343
2024-06-27,12377715.28530823
2024-06-28,12261025.768545747
2024-07-01,12292515.690847905
2024-07-02,12342287.238298161
2024-07-03,12410969.97237267
2024-07-05,12456739.384034617
2024-07-08,12467346.532517685
2024-07-09,12485514.172802974
2024-07-10,12553710.210923012
2024-07-11,12448740.032469908
2024-07-12,12462486.401379947
2024-07-15,12487320.832784483
2024-07-16,12503455.505730713
2024-07-17,12398473.865713384
2024-07-18,12375017.312230354
2024-07-19,12331447.361390531
2024-07-22,12386575.064509092
2024-07-23,12390348.44239966
2024-07-24,12236130.18643532
2024-07-25,12199494.644950278
2024-07-26,12222458.05468706
2024-07-29,12222690.361689374
2024-07-30,12166828.530746497
2024-07-31,12293457.059476992
2024-08-01,12196389.879563525
2024-08-02,12100393.69349171
2024-08-05,11953930.994698731
2024-08-06,11996552.874789834
2024-08-07,11961386.164918415
2024-08-08,12084486.26887272
2024-08-09,12117990.019657452
2024-08-12,12135879.255575795
2024-08-13,12225658.953463126
2024-08-14,12217495.165034834
2024-08-15,12323892.288852852
2024-08-16,12357112.365830092
2024-08-19,12421536.575291729
2024-08-20,12404354.924688619
2024-08-21,12408851.585460115
2024-08-22,12349603.767887274
2024-08-23,12428298.93094196
2024-08-26,12413826.120042767
2024-08-27,12419946.966704112
2024-08-28,12389290.777885396
2024-08-29,12367857.586479643
2024-08-30,12422705.589455545
2024-09-03,12271717.355681505
2024-09-04,12258744.871157296
2024-09-05,12277031.659369927
2024-09-06,12149325.938518373
2024-09-09,12206861.643443467
2024-09-10,12240215.017499158
2024-09-11,12333860.070057502
2024-09-12,12372459.488138527
2024-09-13,12410850.187927093
2024-09-16,12392938.753699055
2024-09-17,12380825.034891682
2024-09-18,12383439.632866647
2024-09-19,12491142.32594757
2024-09-20,12489112.487873893
2024-09-23,12492039.277566852
2024-09-24,12542716.299082827
2024-09-25,12549294.14163581
2024-09-26,12576087.036646795
2024-09-27,12551928.140589671
2024-09-30,12578027.825207278
2024-10-01,12635729.585422562
2024-10-02,12666000.438807243
2024-10-03,12665568.295344016
2024-10-04,12734365.694573272
2024-10-07,12709930.110596152
2024-10-08,12695834.385546267
2024-10-09,12736529.180705387
2024-10-10,12706764.959120514
2024-10-11,12743512.748417832
2024-10-14,12738754.833257124
2024-10-15,12665610.251826663
2024-10-16,12684078.653654411
2024-10-17,12643066.476446755
2024-10-18,12705028.863611987
2024-10-21,12644911.22023178
2024-10-22,12662392.607864581
2024-10-23,12632738.062883735
2024-10-24,12622777.96871292
2024-10-25,12630546.32307573
2024-10-28,12685395.149038766
2024-10-29,12631503.628458073
2024-10-30,12585369.916702146
2024-10-31,12593152.44679432
2024-11-01,12562877.126487212
2024-11-04,12583831.97373093
2024-11-05,12777515.32335695
2024-11-06,12813042.02800791
2024-11-07,12857541.43752346
2024-11-08,12847371.258139625
2024-11-11,12992435.960163264
2024-11-12,12934206.990870167
2024-11-13,12956476.075933827
2024-11-14,12890423.403029889
2024-11-15,12881310.32192905
2024-11-18,12858009.424759159
2024-11-19,12885946.12797847
2024-11-20,12893486.203662602
2024-11-21,12913792.705435306
2024-11-22,12975050.194571951
2024-11-25,13013747.52473905
2024-11-26,13028855.171290884
2024-11-27,13047660.745077303
2024-11-29,13086411.263319252
2024-12-02,13057034.968421938
2024-12-03,13078856.639560463
2024-12-04,13086644.462677697
2024-12-05,13106669.837034717
2024-12-06,13193107.599718748
2024-12-09,13211537.018899724
2024-12-10,13135742.937392626
2024-12-11,13138334.152807796
2024-12-12,13133022.170020232
2024-12-13,13132585.151076833
2024-12-16,13079410.313787078
2024-12-17,13107617.22990117
2024-12-18,12952106.762081344
2024-12-19,12962134.560107471
2024-12-20,13001791.814392477
2024-12-23,13021687.971103577
2024-12-24,13096879.709192924
2024-12-26,13111083.261608545
2024-12-27,13043414.407210773
2024-12-30,12951954.595578196
2024-12-31,12962076.988458952
2025-01-02,12959205.360834114
2025-01-03,13106395.54583484
2025-01-06,13119973.563273963
2025-01-07,12985265.01722739
2025-01-08,12957700.837978136
2025-01-10,12891407.362841029
2025-01-13,12852946.774821209
2025-01-14,12870664.47767868
2025-01-15,12989058.90021353
2025-01-16,13000056.069931746
2025-01-17,13111298.772517936
2025-01-21,13158770.145834113
2025-01-22,13255886.082266897
2025-01-23,13313694.841241337
2025-01-24,13300536.045414802
2025-01-27,13112485.581339007
2025-01-28,13225021.640052564
2025-01-29,13233349.267784862
2025-01-30,13285695.163825665
2025-01-31,13321318.161649758
2025-02-03,13323118.895347428
2025-02-04,13570728.086343635
2025-02-05,13562742.481875084
2025-02-06,13657448.230817113
2025-02-07,13568372.3574118
2025-02-10,13629953.312240852
2025-02-11,13555247.768869463
2025-02-12,13603917.492311113
2025-02-13,13637544.352200849
2025-02-14,13666089.222804975
2025-02-18,13707310.546838706
2025-02-19,13629163.091533633
2025-02-20,13539698.941367598
2025-02-21,13394544.83519583
2025-02-24,13241608.274756292
2025-02-25,13129811.310648696
2025-02-26,13168990.024984669
2025-02-27,13041212.772474721
2025-02-28,13133637.01359473
2025-03-03,13028568.668174738
2025-03-04,13037410.490983618
2025-03-05,13173548.840253443
2025-03-06,12848187.525890972
2025-03-07,12889773.658922909
2025-03-10,12600827.484085556
2025-03-11,12629129.623633128
2025-03-12,12751923.834450707
2025-03-13,12641764.093964765
2025-03-14,12802919.547784805
2025-03-17,12842980.970295398
2025-03-18,12746117.599985082
2025-03-19,12847089.773261752
2025-03-20,12854605.209273454
2025-03-21,12920861.965183211
2025-03-24,13083715.455908984
2025-03-25,13092889.159930501
2025-03-26,12957403.502765467
2025-03-27,12895874.550661664
2025-03-28,12736653.421714531
2025-03-31,12730458.855842
2025-04-01,12738177.989536056
2025-04-02,12700996.151576972
2025-04-03,12636429.172402358
2025-04-04,12335278.624887692
2025-04-07,12234860.31377236
2025-04-08,12137264.037760675
2025-04-09,12326776.20273063
2025-04-10,12260155.69118706
2025-04-11,12336773.011677608
2025-04-14,12417231.849453786
2025-04-15,12408233.167928765
2025-04-16,12336611.494728368
2025-04-17,12401093.64076466
2025-04-21,12341316.930678597
2025-04-22,12451308.902879644
2025-04-23,12471723.797525808
2025-04-24,12521168.99052315
2025-04-25,12493150.150172496
2025-04-28,12506635.05568472
2025-04-29,12523661.025584592
2025-04-30,12526182.424140563
2025-05-01,12523385.323917223
2025-05-02,12602202.99323677
2025-05-05,12580053.315141452
2025-05-06,12622395.992616901
2025-05-07,12583623.268914934
2025-05-08,12582055.589773031
2025-05-09,12595236.721932959
2025-05-12,12668226.135857416
2025-05-13,12667342.632854898
2025-05-14,12675741.237646628
2025-05-15,12668071.646560369
2025-05-16,12688684.583018763
2025-05-19,12683379.20191933
2025-05-20,12679316.483441109
2025-05-21,12627291.77775765
2025-05-22,12590328.836420149
2025-05-23,12599735.38285692
2025-05-27,12611713.3081685
2025-05-28,12569704.03636369
2025-05-29,12566084.070061266
2025-05-30,12554149.021850534
2025-06-02,12576114.471927227
2025-06-03,12582071.154463014
2025-06-04,12591083.925093409
2025-06-05,12600876.099910975
2025-06-06,12646082.815154681
2025-06-09,12672921.03918071
2025-06-10,12718875.767833432
2025-06-11,12717211.935517037
2025-06-12,12695525.657361967
2025-06-13,12659421.452915473
2025-06-16,12681869.686041282
2025-06-17,12665228.950542167
2025-06-18,12643040.824891346
2025-06-20,12654357.328672934
2025-06-23,12663191.422661066
2025-06-24,12709063.977583729
2025-06-25,12670897.014192143
2025-06-26,12690773.807910241
2025-06-27,12691969.582993297
2025-06-30,12723129.463294119
2025-07-01,12666202.880628558
2025-07-02,12732085.375074245
2025-07-03,12742204.50256324
2025-07-07,12730562.740125889
2025-07-08,12712545.140744438
2025-07-09,12759280.221337251
2025-07-10,12768947.967434023
2025-07-11,12756224.148090728
2025-07-14,12780695.223444542
2025-07-15,12784120.543423992
2025-07-16,12818892.311566135
2025-07-17,12869568.950787673
2025-07-18,12863701.253332876
2025-07-21,12848417.306087133
2025-07-22,12795545.337002326
2025-07-23,12796038.701082848
2025-07-24,12805101.491727997
2025-07-25,12824396.88456931
2025-07-28,12828815.449038446
2025-07-29,12810143.413054561
2025-07-30,12842237.610289589
2025-07-31,12822472.526530286
2025-08-01,12722941.807924531
2025-08-04,12789203.83949831
2025-08-05,12748555.510716496
2025-08-06,12780724.753068862
2025-08-07,12800822.469568029
2025-08-08,12825117.12504266
2025-08-11,12828656.783696799
2025-08-12,12848557.683547255
2025-08-13,12803935.479161989
2025-08-14,12827003.160478825
2025-08-15,12846608.600766478
2025-08-18,12857857.194570258
2025-08-19,12757769.24055573
2025-08-20,12750368.850545386
2025-08-21,12743942.786154965
2025-08-22,12780509.56764271
2025-08-25,12762560.074978573
2025-08-26,12773832.66858623
2025-08-27,12756619.8038942
2025-08-28,12796283.982335128
2025-08-29,12756456.361491397
2025-09-02,12739577.80559041
2025-09-03,12744013.314221049
2025-09-04,12774211.076559173
2025-09-05,12776027.72713857
2025-09-08,12873463.605138533
2025-09-09,12909495.161867512
2025-09-10,13034364.393417127
2025-09-11,13000188.201084528
2025-09-12,12960515.413160948
2025-09-15,12991657.404146593
2025-09-16,13002436.105857015
2025-09-17,13009980.371708354
2025-09-18,13033956.51884565
2025-09-19,13086195.752538826
2025-09-22,13101744.149349472
2025-09-23,13070266.244059335
2025-09-24,13061329.357125623
2025-09-25,13008337.554956567
2025-09-26,13008061.941402655
2025-09-29,13090869.906491254
2025-09-30,13113165.243050605
2025-10-01,13282181.96428424
2025-10-02,13511121.095684674
2025-10-03,13575697.130458886
2025-10-06,13659880.32547921
2025-10-07,13577488.808364393
2025-10-08,13632928.29550672
2025-10-09,13605946.475572586
2025-10-10,13153317.45964073
2025-10-13,13615101.703601634
2025-10-14,13557301.228097595
2025-10-15,13716280.07370387
2025-10-16,13570986.513095133
2025-10-17,13584394.121201403
2025-10-20,13703840.785377752
2025-10-21,13511143.030807776
2025-10-22,13348593.626862101
2025-10-23,13582110.090992393
2025-10-24,13726999.040905187
2025-10-27,13988187.396593858
2025-10-28,13950939.237232799
2025-10-29,14121591.446556564
2025-10-30,14042196.413962858
2025-10-31,14104522.713170208
2025-11-03,14027376.811564533
2025-11-04,13667108.867961805
2025-11-05,13884505.231486602
2025-11-06,13703333.590091415
2025-11-07,13658093.17127642
2025-11-10,13867126.311774774
2025-11-11,13750209.882000627
2025-11-12,13617063.398849217
2025-11-13,13292545.414761847
2025-11-14,13245138.936249984
2025-11-17,13231113.94510159
2025-11-18,13214827.668160409
2025-11-19,13307063.882204864
2025-11-20,12956731.465462763
2025-11-21,13067331.185533553
2025-11-24,13531872.732749667
2025-11-25,13550640.4558518
2025-11-26,13679480.163406502
2025-11-28,13791139.33025772
2025-12-01,13710954.632738298
2025-12-02,13787414.541608071
2025-12-03,13953609.878086414
2025-12-04,14021092.996642323
2025-12-05,14035230.725328766
2025-12-08,14003673.369614564
2025-12-09,14019219.466191117
2025-12-10,14073295.094955884
2025-12-11,13918742.074894127
2025-12-12,13716015.150258727
2025-12-15,13557330.367898215
2025-12-16,13557914.849765094
2025-12-17,13283151.120407369
2025-12-18,13435882.674084522
2025-12-19,13643327.751310224
2025-12-22,13816795.695745166
2025-12-23,13795125.900347354
2025-12-24,13800485.23124892
2025-12-26,13731024.6229755
2025-12-29,13673956.390450329
2025-12-30,13656955.178565783
2025-12-31,13578083.016565023
2026-01-02,13669169.429045781
2026-01-05,13692576.567444792
2026-01-06,13758300.534762694
2026-01-07,13738382.591189144
2026-01-08,13760246.065261286
2026-01-09,13828312.449469218
2026-01-12,13841611.087524334
2026-01-13,13845873.854826549
