,strategy_return
2024-02-08,14247875.798490155
2024-02-09,14490241.298390605
2024-02-12,14527036.191028195
2024-02-13,14031460.376764957
2024-02-14,14730028.931075776
2024-02-15,14935660.87974568
2024-02-16,14777044.368371598
2024-02-20,14522753.918796932
2024-02-21,14278849.085540587
2024-02-22,14794246.076991586
2024-02-23,14969310.478563325
2024-02-26,15233629.52675662
2024-02-27,15368277.139868664
2024-02-28,15264230.383599853
2024-02-29,15442082.05003562
2024-03-01,15776041.034441436
2024-03-04,15969490.07713256
2024-03-05,15443455.12529594
2024-03-06,15781603.738726357
2024-03-07,16095583.653828476
2024-03-08,15985646.24902127
2024-03-11,15865132.437280832
2024-03-12,16029081.594441414
2024-03-13,15915268.209746018
2024-03-14,15583935.853416372
2024-03-15,15515368.458443299
2024-03-18,15567050.271781547
2024-03-19,15409108.194656314
2024-03-20,15872125.422461126
2024-03-21,16101751.748851571
2024-03-22,15998253.299801996
2024-03-25,16128231.382269481
2024-03-26,16046295.48114571
2024-03-27,16052382.677069092
2024-03-28,16119781.382436534
2024-04-01,16142547.209948482
2024-04-02,15958327.19142941
2024-04-03,16101893.856832873
2024-04-04,15771599.287550157
2024-04-05,15721870.344753433
2024-04-08,15812220.771404088
2024-04-09,15579936.38350459
2024-04-10,15750206.813257938
2024-04-11,16075918.90031252
2024-04-12,15551091.864354394
2024-04-15,15021494.718838148
2024-04-16,15109066.73242075
2024-04-17,14716011.774464874
2024-04-18,14625140.497488454
2024-04-19,13772046.079795841
2024-04-22,14202690.946633874
2024-04-23,14655031.489368763
2024-04-24,14393902.239770703
2024-04-25,14364652.33157321
2024-04-26,14848483.391876277
2024-04-29,14776650.527810197
2024-04-30,14208424.45898772
2024-05-01,13867588.707178652
2024-05-02,14344998.774144843
2024-05-03,14719314.497204898
2024-05-06,15271741.444913538
2024-05-07,14739496.218307437
2024-05-08,14723495.886413323
2024-05-09,14651984.884882828
2024-05-10,14556624.98738524
2024-05-13,14596747.91732552
2024-05-14,14881951.398806682
2024-05-15,15654322.330087533
2024-05-16,15318740.36796405
2024-05-17,15448459.794132087
2024-05-20,15838012.36040968
2024-05-21,15730931.565656507
2024-05-22,15719676.884130305
2024-05-23,15531017.956321696
2024-05-24,16088660.351075606
2024-05-28,16285950.645807726
2024-05-29,15999784.557856008
2024-05-30,15795807.97894893
2024-05-31,15618594.458015297
2024-06-03,15855470.141654013
2024-06-04,15983174.50068309
2024-06-05,16557924.244908432
2024-06-06,16503523.829130262
2024-06-07,16338238.12447475
2024-06-10,16522142.78889559
2024-06-11,16400054.31227406
2024-06-12,16749643.245060986
2024-06-13,16804729.190224927
2024-06-14,16772089.05432102
2024-06-17,17120830.740674224
2024-06-18,17248708.393107407
2024-06-20,17056838.9005694
2024-06-21,16733598.900890473
2024-06-24,16226838.478709243
2024-06-25,16726586.841174508
2024-06-26,16583972.391744383
2024-06-27,16805944.893801905
2024-06-28,16429713.547610542
2024-07-01,16598530.83242079
2024-07-02,16829359.90707614
2024-07-03,17207076.84981525
2024-07-05,17362618.336355858
2024-07-08,17477433.266285222
2024-07-09,17507992.728651993
2024-07-10,17794775.89929561
2024-07-11,17172561.662153706
2024-07-12,17324230.874655455
2024-07-15,17426274.003834695
2024-07-16,17351106.702765767
2024-07-17,16565174.844181621
2024-07-18,16547279.47976006
2024-07-19,16283470.53918607
2024-07-22,16676586.482740277
2024-07-23,16683152.84224477
2024-07-24,15761456.45841439
2024-07-25,15550804.33473712
2024-07-26,15668766.363732917
2024-07-29,15686363.798052719
2024-07-30,15240543.542009573
2024-07-31,16049252.005056677
2024-08-01,15362367.768221922
2024-08-02,14891917.330437625
2024-08-05,14420184.184377586
2024-08-06,14626749.330587858
2024-08-07,14378109.515079442
2024-08-08,15022235.506070359
2024-08-09,15173427.197788253
2024-08-12,15212987.380544178
2024-08-13,15678960.313509142
2024-08-14,15645645.190468106
2024-08-15,16119747.397227412
2024-08-16,16220125.048500502
2024-08-19,16475793.13391246
2024-08-20,16386166.337954713
2024-08-21,16421744.361405564
2024-08-22,16039347.200282255
2024-08-23,16334409.762549724
2024-08-26,16089339.93554818
2024-08-27,16134258.07028219
2024-08-28,15916258.168148087
2024-08-29,15824581.138275696
2024-08-30,16100963.523748418
2024-09-03,15318924.249086706
2024-09-04,15357768.437082604
2024-09-05,15454510.88339926
2024-09-06,14844426.500212181
2024-09-09,15099584.77432977
2024-09-10,15353290.864523286
2024-09-11,15839512.350556359
2024-09-12,16008726.70009229
2024-09-13,16211165.254454559
2024-09-16,16064864.064331548
2024-09-17,16070426.514488509
2024-09-18,16019883.92444182
2024-09-19,16526366.148992822
2024-09-20,16495484.026932053
2024-09-23,16559851.199318629
2024-09-24,16759696.5534725
2024-09-25,16843383.317136936
2024-09-26,17106922.717963737
2024-09-27,16935080.498460617
2024-09-30,16963210.124809504
2024-10-01,16922175.424142145
2024-10-02,16926451.774055917
2024-10-03,16891414.529580675
2024-10-04,17293112.538064435
2024-10-07,17239881.182516836
2024-10-08,17373454.08070159
2024-10-09,17447452.932686403
2024-10-10,17273949.14748159
2024-10-11,17487862.634551197
2024-10-14,17383665.15547235
2024-10-15,17166625.92967958
2024-10-16,17236402.973495644
2024-10-17,17155471.334835574
2024-10-18,17489783.95229065
2024-10-21,17372419.234482653
2024-10-22,17443985.93937967
2024-10-23,17282983.874623466
2024-10-24,17873158.9839959
2024-10-25,17952181.302043628
2024-10-28,18191026.291284394
2024-10-29,18101999.69275836
2024-10-30,17882432.21132548
2024-10-31,17769149.36742454
2024-11-01,17630462.17228523
2024-11-04,17547184.466272064
2024-11-05,18183471.061990827
2024-11-06,18870166.764655773
2024-11-07,19162888.50017629
2024-11-08,19366823.74965761
2024-11-11,20483548.219112538
2024-11-12,20320839.142608993
2024-11-13,20226678.68384069
2024-11-14,19913546.619992368
2024-11-15,20077041.348931197
2024-11-18,20353103.88617681
2024-11-19,20717347.011533473
2024-11-20,20898681.42068965
2024-11-21,20620882.00021025
2024-11-22,21060053.70075051
2024-11-25,20944656.51088972
2024-11-26,20722181.460089374
2024-11-27,20896628.892088946
2024-11-29,21085391.315397643
2024-12-02,21065863.551866546
2024-12-03,21107399.279475488
2024-12-04,21438618.697589476
2024-12-05,21430921.123725466
2024-12-06,21898289.22789208
2024-12-09,21667368.93609038
2024-12-10,21530236.331032563
2024-12-11,21944535.172910392
2024-12-12,21735619.16721289
2024-12-13,21930054.186551124
2024-12-16,21917156.943835896
2024-12-17,21899634.470557712
2024-12-18,20999129.58900139
2024-12-19,20922770.349910054
2024-12-20,21246065.351001818
2024-12-23,21157776.75720536
2024-12-24,21721658.01422524
2024-12-26,21635926.01298672
2024-12-27,21249493.841410466
2024-12-30,20714197.78987218
2024-12-31,20559109.30107207
2025-01-02,20691213.343529448
2025-01-03,21825913.18303613
2025-01-06,22242509.75995202
2025-01-07,21182497.892917175
2025-01-08,21039568.47851267
2025-01-10,20665821.374892417
2025-01-13,20560893.913670912
2025-01-14,20717616.131593443
2025-01-15,21510479.38324398
2025-01-16,21664290.33847006
2025-01-17,22521655.262303133
2025-01-21,22614871.486185186
2025-01-22,22809370.154420383
2025-01-23,22876824.380296145
2025-01-24,22739169.693061292
2025-01-27,21435928.88508711
2025-01-28,21923589.636365816
2025-01-29,21986988.966986507
2025-01-30,22321196.2252353
2025-01-31,22312104.076848283
2025-02-03,22197256.05248388
2025-02-04,22753873.11127705
2025-02-05,22728665.625120644
2025-02-06,22800069.356880713
2025-02-07,22461091.01574518
2025-02-10,22766859.834440038
2025-02-11,22094321.598524764
2025-02-12,22371720.25057406
2025-02-13,22811598.307312265
2025-02-14,22740968.708980188
2025-02-18,22699346.045840368
2025-02-19,22320709.14875274
2025-02-20,22026917.754080027
2025-02-21,20730381.445713952
2025-02-24,19826099.00286306
2025-02-25,18780203.901540756
2025-02-26,19083833.063986808
2025-02-27,18506133.46046486
2025-02-28,19044721.69278795
2025-03-03,18448718.74390715
2025-03-04,18554498.214572813
2025-03-05,19335867.1131467
2025-03-06,18011571.33496311
2025-03-07,18204066.887994476
2025-03-10,16311728.781576566
2025-03-11,16839250.38017953
2025-03-12,17309142.333725408
2025-03-13,16773405.091067174
2025-03-14,17607090.717893418
2025-03-17,17666943.79370035
2025-03-18,17157872.867874153
2025-03-19,17746174.74457325
2025-03-20,17727645.518787272
2025-03-21,17927188.030317344
2025-03-24,18964927.590174723
2025-03-25,18987598.98369884
2025-03-26,18221182.550946478
2025-03-27,17866533.844543654
2025-03-28,16982210.89851903
2025-03-31,16727706.695503924
2025-04-01,16748729.391286697
2025-04-02,16727046.137470676
2025-04-03,16213120.72260008
2025-04-04,14904819.868348682
2025-04-07,14918659.916387843
2025-04-08,14513989.060679916
2025-04-09,15914583.60711537
2025-04-10,15386589.791901909
2025-04-11,15622886.388407685
2025-04-14,15891333.243040347
2025-04-15,15922217.725247422
2025-04-16,15500089.384206425
2025-04-17,15667277.23141182
2025-04-21,15310105.095054472
2025-04-22,15762746.347768508
2025-04-23,16110427.695350189
2025-04-24,16633790.622898025
2025-04-25,16557798.062001403
2025-04-28,16680525.534191081
2025-04-29,16692683.554248653
2025-04-30,16506821.669941073
2025-05-01,16444801.073980292
2025-05-02,16874774.578584768
2025-05-05,16687934.308059035
2025-05-06,16695327.385274284
2025-05-07,16648133.496134713
2025-05-08,16823829.745125946
2025-05-09,16876687.972359255
2025-05-12,17294222.523517128
2025-05-13,17815604.93761377
2025-05-14,17993675.90939351
2025-05-15,17962784.323010027
2025-05-16,18159578.16487001
2025-05-19,18090625.27684229
2025-05-20,17976591.65241046
2025-05-21,17642478.156736173
2025-05-22,17551371.058480028
2025-05-23,17474533.976966336
2025-05-27,17685838.377176143
2025-05-28,17553880.182560313
2025-05-29,17426854.470240176
2025-05-30,17440886.51408655
2025-06-02,17586761.777829055
2025-06-03,17789666.014283165
2025-06-04,17807956.883443434
2025-06-05,17597681.747099537
2025-06-06,17898224.38300699
2025-06-09,18091056.08384931
2025-06-10,18326637.573545866
2025-06-11,18328382.858329494
2025-06-12,18245443.379102018
2025-06-13,18026490.835294258
2025-06-16,18313578.55659265
2025-06-17,18188178.162546568
2025-06-18,18293508.68390492
2025-06-20,18315441.47076827
2025-06-23,18173051.657974888
2025-06-24,18630289.92163231
2025-06-25,18657931.100775365
2025-06-26,18903469.481682435
2025-06-27,18706428.023118563
2025-06-30,19055271.137299605
2025-07-01,18392382.920383483
2025-07-02,19232667.635015983
2025-07-03,19401347.716761224
2025-07-07,19356656.548190825
2025-07-08,19378557.668065444
2025-07-09,19759374.077892393
2025-07-10,19833181.799907394
2025-07-11,19630237.774322957
2025-07-14,19918289.920285325
2025-07-15,20159732.24751878
2025-07-16,21000392.104907654
2025-07-17,21306486.65027789
2025-07-18,21267687.361875385
2025-07-21,20979309.38734269
2025-07-22,20452888.42379315
2025-07-23,20744714.14423833
2025-07-24,20869102.78705212
2025-07-25,21012448.05809653
2025-07-28,21280720.897435132
2025-07-29,20974122.31004676
2025-07-30,21242745.21979024
2025-07-31,21087837.63995658
2025-08-01,20055416.666570768
2025-08-04,20895083.15726812
2025-08-05,20874447.177739687
2025-08-06,20678319.089508057
2025-08-07,20893096.982925273
2025-08-08,20877273.454848643
2025-08-11,21040198.582539435
2025-08-12,21325215.016385444
2025-08-13,21244278.565294452
2025-08-14,21266258.337996062
2025-08-15,21017913.263718028
2025-08-18,21054454.937154926
2025-08-19,19862865.299809694
2025-08-20,19707656.33882602
2025-08-21,19548442.76119401
2025-08-22,20098810.58205151
2025-08-25,19851728.049963843
2025-08-26,20129937.734329488
2025-08-27,20056420.18886973
2025-08-28,20620902.27154785
2025-08-29,20099700.733172264
2025-09-02,19876456.41539117
2025-09-03,19705796.128563542
2025-09-04,19865078.586472094
2025-09-05,20038581.62303628
2025-09-08,20520936.406168923
2025-09-09,21096190.562170744
2025-09-10,22173804.29467221
2025-09-11,22116922.82075059
2025-09-12,22466010.853618048
2025-09-15,22669633.35903226
2025-09-16,22735880.775185604
2025-09-17,22766341.840050783
2025-09-18,23579399.86096883
2025-09-19,24185487.56549175
2025-09-22,24273894.15371581
2025-09-23,24326969.011799473
2025-09-24,24164867.008514192
2025-09-25,23717785.926244553
2025-09-26,23619600.114576153
2025-09-29,24107087.6490758
2025-09-30,24432196.685021754
2025-10-01,25058736.415014397
2025-10-02,25824308.288684566
2025-10-03,26071848.16480793
2025-10-06,26515671.213775747
2025-10-07,26227739.318908457
2025-10-08,26570653.830385234
2025-10-09,26674497.787875514
2025-10-10,25200008.20243489
2025-10-13,26639265.56406132
2025-10-14,26308877.310632776
2025-10-15,26787938.664824203
2025-10-16,26392537.640398543
2025-10-17,26287519.08085753
2025-10-20,26612276.9651831
2025-10-21,26051151.158745397
2025-10-22,25416412.88646605
2025-10-23,26385160.387329005
2025-10-24,26809589.055707928
2025-10-27,27573255.553960662
2025-10-28,27524401.884132855
2025-10-29,28006708.88666217
2025-10-30,27644014.314541493
2025-10-31,28032247.50679379
2025-11-03,27941395.222501203
2025-11-04,26405489.845349517
2025-11-05,27283527.124002546
2025-11-06,26352048.74998704
2025-11-07,26181727.871788774
2025-11-10,26988835.736083187
2025-11-11,26369747.34314376
2025-11-12,25868493.481918287
2025-11-13,24510077.649350673
2025-11-14,24509458.90218857
2025-11-17,24277812.305249326
2025-11-18,24091124.964207534
2025-11-19,24415029.178496983
2025-11-20,23058574.92741464
2025-11-21,23326619.20439547
2025-11-24,24774559.88010895
2025-11-25,24783071.992067248
2025-11-26,25293054.125875082
2025-11-28,25645506.246527903
2025-12-01,25267389.49771416
2025-12-02,25691117.62430986
2025-12-03,26328460.132226996
2025-12-04,26614526.008914713
2025-12-05,26649562.943509653
2025-12-08,26644538.062495235
2025-12-09,26788526.404591937
2025-12-10,27026955.72968215
2025-12-11,26363365.13726328
2025-12-12,25706505.17431145
2025-12-15,25279124.46784259
2025-12-16,25508184.422475077
2025-12-17,24535818.07382748
2025-12-18,25251516.474159285
2025-12-19,26025032.264457062
2025-12-22,26633732.672754563
2025-12-23,26419720.30169223
2025-12-24,26450491.896880593
2025-12-26,26094336.81665373
2025-12-29,25896259.920402993
2025-12-30,25770270.66222526
2025-12-31,25447478.144708805
2026-01-02,26093170.857247118
2026-01-05,26416242.62115832
2026-01-06,26796788.16600471
2026-01-07,26675866.999773957
2026-01-08,26616440.887920804
2026-01-09,27029968.58576324
2026-01-12,27089560.30486545
2026-01-13,27053228.680386215
2026-01-14,26750591.73896521
2026-01-15,26974635.842345666
2026-01-16,27161412.383893687
2026-01-20,26706161.3176527
2026-01-21,27329763.09147852
2026-01-22,27460851.852554057
2026-01-23,27367158.486695077
2026-01-26,27436705.178360164
2026-01-27,27907022.569023762
2026-01-28,28072491.155396305
2026-01-29,28291805.450794864
2026-01-30,27776833.792872876
2026-02-02,28396482.29092929
2026-02-03,28043632.720188748
2026-02-04,26961202.03276597
2026-02-05,26779816.79446616
2026-02-06,27553650.436677493
2026-02-09,27626086.142423943
2026-02-10,27319483.17397901
2026-02-11,27347681.15753245
2026-02-12,26767984.358970053
2026-02-13,26896235.622060847
2026-02-17,26721048.321063578
2026-02-18,27081779.23095522
2026-02-19,27010750.127804812
2026-02-20,27399808.878891952
2026-02-23,26899316.33870581
2026-02-24,27181637.96138495
2026-02-25,27560040.656453222
2026-02-26,27198622.33951513
2026-02-27,26934667.834686853
