gamma,lambda,vol,finalV,err
60.0,0.005179474679231213,0.16155634781702247,11512567.387465533,0.020056347817022452
60.0,0.019306977288832496,0.12631379975352114,11807107.092184823,0.015186200246478876
60.0,0.07196856730011514,0.07168122657105988,12535093.34418449,0.06981877342894013
60.0,0.2682695795279725,0.03197564355187498,12467110.787107319,0.10952435644812503
60.0,1.0,0.011835366526162287,12144564.940592173,0.12966463347383772
70.0,0.0001,0.15897077155438954,11270897.83593558,0.01747077155438953
70.0,0.0003727593720314938,0.15895627338369653,11245945.39504349,0.017456273383696513
70.0,0.0013894954943731374,0.15691835276941918,11225712.398866538,0.015418352769419164
70.0,0.005179474679231213,0.14776987547605502,11341546.790501785,0.006269875476055009
70.0,0.019306977288832496,0.11408220753647642,11770112.557833496,0.02741779246352359
70.0,0.07196856730011514,0.06647500397118479,12415702.263122674,0.07502499602881522
70.0,0.2682695795279725,0.030558680456730176,12416280.788176935,0.11094131954326984
70.0,1.0,0.011520121678696852,12133289.141438495,0.12997987832130317
80.0,0.0001,0.14740328510200945,11116936.926289357,0.005903285102009437
80.0,0.0003727593720314938,0.14678075983927985,11116801.10015246,0.005280759839279836
80.0,0.0013894954943731374,0.14464386918861197,11117482.064010097,0.003143869188611953
80.0,0.005179474679231213,0.1350218877351554,11218225.127278777,0.0064781122648446265
80.0,0.019306977288832496,0.1043128284162751,11726264.96161121,0.03718717158372492
80.0,0.07196856730011514,0.062095725616691806,12324021.370223392,0.07940427438330822
80.0,0.2682695795279725,0.02930980622949649,12367319.63509775,0.11219019377050353
80.0,1.0,0.011234618025316034,12122750.27620854,0.13026538197468399
90.0,0.0001,0.1361861683161379,11021255.80483418,0.005313831683862125
90.0,0.0003727593720314938,0.13555621653797265,11025998.284619248,0.005943783462027369
90.0,0.0013894954943731374,0.13328558494717083,11036789.993680738,0.008214415052829188
90.0,0.005179474679231213,0.12447747009282605,11128915.713017214,0.01702252990717397
90.0,0.019306977288832496,0.09597437044568848,11701653.879116768,0.04552562955431154
90.0,0.07196856730011514,0.05833103095519666,12250207.664231027,0.08316896904480336
90.0,0.2682695795279725,0.028079146076900024,12326366.697464554,0.11342085392309999
90.0,1.0,0.010977996741447744,12115177.525055608,0.13052200325855226
100.0,0.0001,0.12621810127999902,10985396.6609952,0.015281898720000991
100.0,0.0003727593720314938,0.12564116908197068,10988685.995526714,0.015858830918029337
100.0,0.0013894954943731374,0.1236481332723243,10994589.542756893,0.01785186672767572
100.0,0.005179474679231213,0.11573931654828348,11070722.087496081,0.02576068345171653
100.0,0.019306977288832496,0.08925852858981217,11685693.4487441,0.05224147141018784
100.0,0.07196856730011514,0.05512791474669566,12190030.980198417,0.08637208525330436
100.0,0.2682695795279725,0.02710124107050309,12288259.358394606,0.11439875892949693
100.0,1.0,0.010742904502618321,12105786.352847544,0.13075709549738168
