,cost
2023-03-31,2760.4813918724726
2023-06-30,5725.509289342235
2023-09-29,6700.742665536413
2023-12-29,7643.801036699502
2024-03-28,11398.57679694952
2024-06-28,9090.09300149514
2024-09-30,8405.897036674782
2024-12-31,8568.516655477139
2025-03-31,8799.417442031105
2025-06-30,6437.893213752288
2025-09-30,10766.022814708756
2025-12-31,11288.584463865403
