gamma,lambda,vol,finalV,err
20.0,0.009653488644416248,0.16837707902685045,17130072.57709857,0.018377079026850457
20.0,0.013652094565148121,0.1600724883982676,16590158.735464728,0.010072488398267604
20.0,0.019306977288832496,0.1484810756661144,15697668.550747046,0.0015189243338855907
20.0,0.027304189130296246,0.1343507072785433,14874165.60798276,0.01564929272145668
20.0,0.03861395457766499,0.11702628463767202,14286757.581155568,0.032973715362327974
