,strategy_return
2022-03-28,8898920.080764001
2022-03-29,8958865.442831637
2022-03-30,8902008.727734672
2022-03-31,8778546.000593826
2022-04-01,8842105.089195568
2022-04-04,8884217.98652787
2022-04-05,8830607.1111352
2022-04-06,8850395.466116445
2022-04-07,8917587.086132586
2022-04-08,8961340.696393458
2022-04-11,8845708.37619008
2022-04-12,8871927.41270453
2022-04-13,8963124.5551005
2022-04-14,8914886.591487782
2022-04-18,8942924.959324889
2022-04-19,8973296.237973915
2022-04-20,8979426.53076757
2022-04-21,8945409.297030764
2022-04-22,8831472.374317499
2022-04-25,8786487.26837616
2022-04-26,8621684.96749249
2022-04-27,8650085.015073555
2022-04-28,8775866.847300855
2022-04-29,8656503.711889356
2022-05-02,8756411.615649682
2022-05-03,8764877.751929114
2022-05-04,8981909.94635648
2022-05-05,8760169.174493345
2022-05-06,8785196.256824788
2022-05-09,8450043.309662541
2022-05-10,8471485.928799625
2022-05-11,8302205.187390181
2022-05-12,8383635.060336145
2022-05-13,8590483.73795024
2022-05-16,8567265.433699233
2022-05-17,8605382.51662222
2022-05-18,8333663.32861084
2022-05-19,8332032.565330368
2022-05-20,8283592.123693156
2022-05-23,8382427.608128211
2022-05-24,8295820.313352696
2022-05-25,8382649.907780517
2022-05-26,8530673.545897271
2022-05-27,8728071.35147051
2022-05-31,8637746.83871839
2022-06-01,8617928.28622244
2022-06-02,8632796.014946423
2022-06-03,8607201.544952817
2022-06-06,8613173.592495823
2022-06-07,8730637.77950289
2022-06-08,8734320.85511504
2022-06-09,8597818.456630135
2022-06-10,8489632.628347412
2022-06-13,8252027.553464717
2022-06-14,8239520.905469884
2022-06-15,8248061.0333244465
2022-06-16,8065071.171911645
2022-06-17,7988194.291610957
2022-06-21,8198739.222490522
2022-06-22,8162703.27446835
2022-06-23,8185530.493303713
2022-06-24,8319826.391210444
2022-06-27,8358249.925710682
2022-06-28,8322683.004029236
2022-06-29,8289968.743975094
2022-06-30,8253965.54192351
2022-07-01,8315421.102795915
2022-07-05,8330036.540863213
2022-07-06,8271163.395694783
2022-07-07,8389385.426331282
2022-07-08,8379246.267949619
2022-07-11,8224770.007892526
2022-07-12,8204345.843420969
2022-07-13,8205612.089471591
2022-07-14,8137909.905751876
2022-07-15,8154946.933684463
2022-07-18,8137526.1956884265
2022-07-19,8172018.682977551
2022-07-20,8128285.218290273
2022-07-21,8079009.996898258
2022-07-22,7959501.883726213
2022-07-25,8014283.974463533
2022-07-26,8014442.065814594
2022-07-27,8055087.383795746
2022-07-28,8051834.056804893
2022-07-29,8012772.914877878
2022-08-01,8106780.8694946775
2022-08-02,8151816.621420928
2022-08-03,8393404.43369681
2022-08-04,8477624.020860434
2022-08-05,8419690.68101908
2022-08-08,8510408.53794748
2022-08-09,8236290.153175892
2022-08-10,8593689.134128973
2022-08-11,8690969.899666566
2022-08-12,8899680.88064886
2022-08-15,8831618.43234085
2022-08-16,8791381.083840936
2022-08-17,8539683.857615449
2022-08-18,8523372.599048736
2022-08-19,8164859.12513331
2022-08-22,7928741.235704658
2022-08-23,7837442.13912752
2022-08-24,7949012.532249218
2022-08-25,8146941.741720278
2022-08-26,7715363.803245355
2022-08-29,7661392.385939671
2022-08-30,7554397.622406324
2022-08-31,7547555.78332212
2022-09-01,7455496.623106234
2022-09-02,7332787.263543368
2022-09-06,7254683.499486533
2022-09-07,7558776.079378575
2022-09-08,7743259.982720971
2022-09-09,8144941.444449569
2022-09-12,8401540.178131565
2022-09-13,7993654.602360407
2022-09-14,8219351.106881298
2022-09-15,8188038.923537446
2022-09-16,7882077.990078562
2022-09-19,7871163.201937543
2022-09-20,7644722.590708694
2022-09-21,7436909.284304762
2022-09-22,7179046.82031659
2022-09-23,7014107.137522544
2022-09-26,6916115.449257647
2022-09-27,7001150.121418045
2022-09-28,7292196.179458479
2022-09-29,6866234.5983396685
2022-09-30,6852346.321444809
2022-10-03,6858622.466894014
2022-10-04,7370840.7549077375
2022-10-05,7287237.519685025
2022-10-06,7357174.743053589
2022-10-07,6840264.174367539
2022-10-10,6687631.115922531
2022-10-11,6588567.548871815
2022-10-12,6728818.021193585
2022-10-13,6723681.628094086
2022-10-14,6367715.819482151
2022-10-17,6856708.488936261
2022-10-18,6980337.325072364
2022-10-19,6933661.468779332
2022-10-20,6909828.116672905
2022-10-21,7088212.195434019
2022-10-24,7009803.089728388
2022-10-25,7489338.997443104
2022-10-26,7432016.324244467
2022-10-27,7402017.783640972
2022-10-28,7319570.707534097
2022-10-31,7186796.339878692
2022-11-01,7159915.849459757
2022-11-02,6986417.358908082
2022-11-03,6935956.986977081
2022-11-04,6934003.792612477
2022-11-07,6925126.645388265
2022-11-08,6880705.633701053
2022-11-09,6634363.059885198
2022-11-10,7007639.263620307
2022-11-11,7237920.22523796
2022-11-14,7169536.548985505
2022-11-15,7292765.644236866
2022-11-16,7113644.349644531
2022-11-17,7055779.007083073
2022-11-18,6995258.582645047
2022-11-21,6891188.54310399
2022-11-22,7009965.125311029
2022-11-23,7084511.858273168
2022-11-25,7046780.705516185
2022-11-28,6915225.022038365
2022-11-29,6937205.684844472
2022-11-30,7143220.228803506
2022-12-01,7191496.072792785
2022-12-02,7149385.358393679
2022-12-05,6982080.470411708
2022-12-06,6828230.557039751
2022-12-07,6828758.102708012
2022-12-08,6911611.137259397
2022-12-09,6862609.73273979
2022-12-12,6943554.313893285
2022-12-13,7027963.948291883
2022-12-14,6979301.763901488
2022-12-15,6776646.190550634
2022-12-16,6715512.296479573
2022-12-19,6696265.888329185
2022-12-20,6729821.635269796
2022-12-21,6832439.776065987
2022-12-22,6695779.332339427
2022-12-23,6715274.3008940965
2022-12-27,6657483.281198088
2022-12-28,6581885.047607013
2022-12-29,6729811.264294134
2022-12-30,6746520.789648734
2023-01-03,6733083.695922001
2023-01-04,6866282.119552368
2023-01-05,6835900.090975181
2023-01-06,7019843.840686306
2023-01-09,6997837.568637992
2023-01-10,7063067.1477343235
2023-01-11,7100203.235682238
2023-01-12,7164126.168804801
2023-01-13,7254438.858264148
2023-01-17,7292150.592104834
2023-01-18,7166900.264058264
2023-01-19,7075820.343202678
2023-01-20,7301284.919664917
2023-01-23,7507632.83402742
2023-01-24,7498346.269771301
2023-01-25,7606180.853607093
2023-01-26,7711460.310770473
2023-01-27,7696367.100474467
2023-01-30,7518151.442811733
2023-01-31,7619788.46381146
2023-02-01,7849162.6561484495
2023-02-02,8157813.537800252
2023-02-03,7933982.005373789
2023-02-06,7821438.542258512
2023-02-07,7940569.722208231
2023-02-08,7794267.389173082
2023-02-09,7744543.470172723
2023-02-10,7590774.000800109
2023-02-13,7707639.546765283
2023-02-14,7819647.0453612
2023-02-15,7875011.594160395
2023-02-16,7566300.429168078
2023-02-17,7449541.12690924
2023-02-21,7221217.568899944
2023-02-22,7231376.772638867
2023-02-23,7364305.156101621
2023-02-24,7221508.68689234
2023-02-27,7213852.064293175
2023-02-28,7254266.882408979
2023-03-01,7197073.818308409
2023-03-02,7176482.911331836
2023-03-03,7399246.1404974805
2023-03-06,7341302.372839798
2023-03-07,7230407.742138085
2023-03-08,7273007.877216794
2023-03-09,7001528.951983115
2023-03-10,6841195.645175053
2023-03-13,6924623.950945544
2023-03-14,7198796.754514907
2023-03-15,7218327.315635408
2023-03-16,7406990.594115771
2023-03-17,7397444.740276522
2023-03-20,7431199.326478385
2023-03-21,7720942.622542834
2023-03-22,7491751.043450095
2023-03-23,7448730.679804419
2023-03-24,7436926.198701718
2023-03-27,7377815.924944245
2023-03-28,7436509.629211996
2023-03-29,7637836.781868862
2023-03-30,7726157.821599393
2023-03-31,7917935.862206097
2023-04-03,7800068.148229832
2023-04-04,7744931.3465142865
2023-04-05,7559071.001510758
2023-04-06,7582310.157759163
2023-04-10,7671288.97607992
2023-04-11,7670519.877054381
2023-04-12,7571161.748333659
2023-04-13,7679430.490161419
2023-04-14,7707043.2626816435
2023-04-17,7713411.071895427
2023-04-18,7729773.97457345
2023-04-19,7666450.813307558
2023-04-20,7536553.290793153
2023-04-21,7502306.174878615
2023-04-24,7378005.532656831
2023-04-25,7217915.765082992
2023-04-26,7215071.268482377
2023-04-27,7477250.285068123
2023-04-28,7585421.979990152
2023-05-01,7608704.618124127
2023-05-02,7544648.611043997
2023-05-03,7460958.847433058
2023-05-04,7496027.037432918
2023-05-05,7642374.580104913
2023-05-08,7696969.765384268
2023-05-09,7651930.888903532
2023-05-10,7741740.194050608
2023-05-11,7728203.75560848
2023-05-12,7694722.489199467
2023-05-15,7785673.365181324
2023-05-16,7835630.477205756
2023-05-17,7920722.451057073
2023-05-18,8093896.44532911
2023-05-19,8056367.97914553
2023-05-22,8071149.8201624025
2023-05-23,7962771.847892153
2023-05-24,7943027.51150133
2023-05-25,8270035.802705293
2023-05-26,8491843.743787518
2023-05-30,8534085.858007316
2023-05-31,8487897.818703756
2023-06-01,8553848.819415504
2023-06-02,8589723.937314581
2023-06-05,8609836.658123592
2023-06-06,8715947.243323458
2023-06-07,8411297.33523196
2023-06-08,8503099.904976906
2023-06-09,8591415.752121324
2023-06-12,8811134.011589313
2023-06-13,8785494.493405374
2023-06-14,8928372.1742917
2023-06-15,8990516.67621425
2023-06-16,8872950.768296644
2023-06-20,8898995.191665081
2023-06-21,8704594.031664457
2023-06-22,8802279.057775931
2023-06-23,8730677.28318276
2023-06-26,8545382.51843539
2023-06-27,8691542.971738968
2023-06-28,8725352.498763766
2023-06-29,8688406.082934007
2023-06-30,8818675.712863067
2023-07-03,8906147.830084654
2023-07-05,8909960.468981232
2023-07-06,8764221.894867638
2023-07-07,8752773.770871652
2023-07-10,8787906.391248798
2023-07-11,8847735.520200567
2023-07-12,8987174.91392412
2023-07-13,9251494.794128329
2023-07-14,9174727.660595158
2023-07-17,9261926.989055196
2023-07-18,9346584.849767586
2023-07-19,9366200.808735868
2023-07-20,8941644.46324301
2023-07-21,8873580.801319422
2023-07-24,8910938.24695868
2023-07-25,8942470.977376958
2023-07-26,8850126.01122756
2023-07-27,8823130.470356204
2023-07-28,9034115.676926106
2023-07-31,9108737.562312983
2023-08-01,9017560.116254061
2023-08-02,8676970.449413441
2023-08-03,8711912.834803361
2023-08-04,8496245.798070565
2023-08-07,8561276.012431404
2023-08-08,8431974.500291172
2023-08-09,8200368.105929441
2023-08-10,8194592.309559856
2023-08-11,7988977.764681028
2023-08-14,8090243.612988024
2023-08-15,7936588.296884597
2023-08-16,7800488.966043184
2023-08-17,7650390.497401854
2023-08-18,7571398.33560039
2023-08-21,7834258.753592603
2023-08-22,7772926.782376727
2023-08-23,7979788.756371305
2023-08-24,7743469.456036958
2023-08-25,7796217.158659553
2023-08-28,7859932.1370214475
2023-08-29,8214562.281726465
2023-08-30,8222218.872770602
2023-08-31,8287781.495240527
2023-09-01,8250231.736004366
2023-09-05,8230779.405789685
2023-09-06,8181083.477209997
2023-09-07,8132732.1740334425
2023-09-08,8084855.643947061
2023-09-11,8197244.954932535
2023-09-12,8151885.227080641
2023-09-13,8116718.967171005
2023-09-14,8246618.747807047
2023-09-15,8104739.559551364
2023-09-18,8035621.412100811
2023-09-19,7809800.534571339
2023-09-20,7714276.754336209
2023-09-21,7495819.0768210245
2023-09-22,7461877.54745709
2023-09-25,7477251.89733848
2023-09-26,7365974.471190153
2023-09-27,7416569.0769797
2023-09-28,7586770.540609807
2023-09-29,7627728.5191868795
2023-10-02,7632289.880407898
2023-10-03,7557249.478057706
2023-10-04,7551974.460261749
2023-10-05,7542028.97538554
2023-10-06,7674318.071978593
2023-10-09,7771686.166354785
2023-10-10,7787878.311363387
2023-10-11,7760796.813644841
2023-10-12,7706460.749845682
2023-10-13,7676736.352320729
2023-10-16,7764310.653824957
2023-10-17,7801463.248816689
2023-10-18,7740504.385818949
2023-10-19,7685142.7570859995
2023-10-20,7592542.28495303
2023-10-23,7545583.183191364
2023-10-24,7633946.592757429
2023-10-25,7349590.939065091
2023-10-26,7183622.835229452
2023-10-27,7159251.8058174355
2023-10-30,7252202.135456928
2023-10-31,7326049.967318973
2023-11-01,7408772.651519867
2023-11-02,7487962.857047618
2023-11-03,7516822.794924145
2023-11-06,7502758.69435012
2023-11-07,7547472.452488076
2023-11-08,7533078.865667377
2023-11-09,7498619.911169992
2023-11-10,7593796.1123334095
2023-11-13,7589994.925757269
2023-11-14,7670282.397771625
2023-11-15,7687117.9331541825
2023-11-16,7695600.102138677
2023-11-17,7723284.895030037
2023-11-20,7796201.563388114
2023-11-21,7771536.886714079
2023-11-22,7789623.639538123
2023-11-24,7810396.671243394
2023-11-27,7811638.832650675
2023-11-28,7823355.001316966
2023-11-29,7840440.322050143
2023-11-30,7858129.127909809
2023-12-01,7941952.914704018
2023-12-04,7902561.642093681
2023-12-05,7924397.620215483
2023-12-06,7837596.866309963
2023-12-07,7988851.51605716
2023-12-08,8103666.322843847
2023-12-11,8127678.907628032
2023-12-12,8171330.296822417
2023-12-13,8290760.389083082
2023-12-14,8355725.864902489
2023-12-15,8371066.977618624
2023-12-18,8400960.579449711
2023-12-19,8521399.005224897
2023-12-20,8375449.390714644
2023-12-21,8525238.057311308
2023-12-22,8584095.591944706
2023-12-26,8678167.274009835
2023-12-27,8776617.275985174
2023-12-28,8815808.859599784
2023-12-29,8719165.952734336
2024-01-02,8295991.793543309
2024-01-03,8104849.297936857
2024-01-04,8122076.722887105
2024-01-05,8155752.84705537
2024-01-08,8430007.590570612
2024-01-09,8439497.058628697
2024-01-10,8412785.780544128
2024-01-11,8402638.479726413
2024-01-12,8304240.108213939
2024-01-16,8347062.427591631
2024-01-17,8294218.029491803
2024-01-18,8314578.208125364
2024-01-19,8577342.379697356
2024-01-22,8629905.0813198
2024-01-23,8656620.285718476
2024-01-24,8731276.276870323
2024-01-25,8769042.90231221
2024-01-26,8682875.51786803
2024-01-29,8881416.885365348
2024-01-30,8745281.122439507
2024-01-31,8570698.837333374
2024-02-01,8728810.351910999
2024-02-02,8922617.425567424
2024-02-05,8889490.273592174
2024-02-06,8979486.216927717
2024-02-07,9156560.077846829
2024-02-08,9594392.41425826
2024-02-09,9769196.681174915
2024-02-12,9995045.146726493
2024-02-13,9582794.869872058
2024-02-14,10299383.214287393
2024-02-15,10500995.279752428
2024-02-16,10141107.575966202
2024-02-20,9841783.86250198
2024-02-21,9518132.09966537
2024-02-22,10308897.681697866
2024-02-23,10279453.076758603
2024-02-26,10665079.140419032
2024-02-27,10805693.429189095
2024-02-28,10692722.403766023
2024-02-29,10773124.822978431
2024-03-01,11152692.072958285
2024-03-04,11459511.723857617
2024-03-05,11098940.76776549
2024-03-06,11437360.745151399
2024-03-07,11618832.067513704
2024-03-08,11548673.34802384
2024-03-11,11149182.1883155
2024-03-12,11370824.606462354
2024-03-13,11242278.091418074
2024-03-14,10905370.152581358
2024-03-15,10846765.089946425
2024-03-18,10842350.9993684
2024-03-19,10672808.15819368
2024-03-20,11076659.250798047
2024-03-21,11276088.071064977
2024-03-22,11241360.367314834
2024-03-25,11408022.172487322
2024-03-26,11222525.02384933
2024-03-27,11212050.782828256
2024-03-28,11198276.823960794
2024-04-01,11299942.30705511
2024-04-02,11193360.862443302
2024-04-03,11285227.723817881
2024-04-04,10985236.218989052
2024-04-05,11097580.615043363
2024-04-08,11103644.782245314
2024-04-09,11001682.045794046
2024-04-10,11012675.43079526
2024-04-11,11269188.798555512
2024-04-12,10911461.43791696
2024-04-15,10623299.497769257
2024-04-16,10764249.396863101
2024-04-17,10500996.822785841
2024-04-18,10406288.155381726
2024-04-19,9776605.847199274
2024-04-22,9969167.373796374
2024-04-23,10305071.824370101
2024-04-24,10170108.366911586
2024-04-25,10182032.593314217
2024-04-26,10507398.134027371
2024-04-29,10457587.23671534
2024-04-30,10227788.75399956
2024-05-01,10007466.268996261
2024-05-02,10343072.529297043
2024-05-03,10490896.52640253
2024-05-06,10814630.484692933
2024-05-07,10420791.89257951
2024-05-08,10456213.326814331
2024-05-09,10393334.680340147
2024-05-10,10422863.918400003
2024-05-13,10409233.906887019
2024-05-14,10611208.705270162
2024-05-15,10990746.210938573
2024-05-16,10772200.983139198
2024-05-17,10770209.672654103
2024-05-20,10950301.189978473
2024-05-21,10944894.073061507
2024-05-22,10923122.712488402
2024-05-23,10847150.87829209
2024-05-24,11149819.12637001
2024-05-28,11294809.741690185
2024-05-29,11101053.813835703
2024-05-30,11023934.863783104
2024-05-31,10942328.300746588
2024-06-03,11075258.002338117
2024-06-04,11100815.061181476
2024-06-05,11416795.59219902
2024-06-06,11394419.319666311
2024-06-07,11303578.617011163
2024-06-10,11427842.316227863
2024-06-11,11330396.431896674
2024-06-12,11587548.41318128
2024-06-13,11595323.466184756
2024-06-14,11577270.748027112
2024-06-17,11719107.419985194
2024-06-18,11807315.287311565
2024-06-20,11633381.54671422
2024-06-21,11495260.83123595
2024-06-24,11306333.403320784
2024-06-25,11520109.854815956
2024-06-26,11455705.163433371
2024-06-27,11416697.5246075
2024-06-28,11437647.687714346
2024-07-01,11594807.772517007
2024-07-02,11790267.647696009
2024-07-03,12085084.194109159
2024-07-05,12188031.909686983
2024-07-08,12267815.72769192
2024-07-09,12300645.351674758
2024-07-10,12507745.55156984
2024-07-11,12055750.491351133
2024-07-12,12179055.426992293
2024-07-15,12253976.323883526
2024-07-16,12200834.682870455
2024-07-17,11649390.49368791
2024-07-18,11640507.322622253
2024-07-19,11448059.02986463
2024-07-22,11728048.974396672
2024-07-23,11728608.109822467
2024-07-24,11040751.93650558
2024-07-25,10899490.751734009
2024-07-26,10983595.14796182
2024-07-29,11016979.539311621
2024-07-30,10689078.861318331
2024-07-31,11266960.729352584
2024-08-01,10811114.279444503
2024-08-02,10491590.61122061
2024-08-05,10177841.40321964
2024-08-06,10407173.819604227
2024-08-07,10106103.703564867
2024-08-08,10617245.609612295
2024-08-09,10712309.530602831
2024-08-12,10606798.210726885
2024-08-13,10941115.921044402
2024-08-14,10932481.95557078
2024-08-15,11199482.484844817
2024-08-16,11307440.438794458
2024-08-19,11468454.000341095
2024-08-20,11415294.557201669
2024-08-21,11543105.79294507
2024-08-22,11243193.730526311
2024-08-23,11563299.457956798
2024-08-26,11393122.55015814
2024-08-27,11360043.152205717
2024-08-28,11188522.316143645
2024-08-29,11172875.423570357
2024-08-30,11337887.407785153
2024-09-03,11039084.112466743
2024-09-04,11025010.238915434
2024-09-05,11044744.046296993
2024-09-06,10702974.478530504
2024-09-09,10959412.422478952
2024-09-10,11210477.15975079
2024-09-11,11528427.707452225
2024-09-12,11676357.409848105
2024-09-13,11816490.206787886
2024-09-16,11862885.319783429
2024-09-17,11830738.578804491
2024-09-18,11843505.484709773
2024-09-19,12150148.996361775
2024-09-20,12185967.421213176
2024-09-23,12272935.528756205
2024-09-24,12288357.675041128
2024-09-25,12208006.790987976
2024-09-26,12225145.859542053
2024-09-27,12188384.424322179
2024-09-30,12282105.467375394
2024-10-01,12223763.773793971
2024-10-02,12263799.574604604
2024-10-03,12210535.463258915
2024-10-04,12485012.983205315
2024-10-07,12350125.341546554
2024-10-08,12509452.501345966
2024-10-09,12649733.667123448
2024-10-10,12511868.658325655
2024-10-11,12621911.88156516
2024-10-14,12672911.876467744
2024-10-15,12508207.83339997
2024-10-16,12550605.194435671
2024-10-17,12394002.697559312
2024-10-18,12520896.34438777
2024-10-21,12406177.378043547
2024-10-22,12449771.783916663
2024-10-23,12309157.150606373
2024-10-24,12598913.230353305
2024-10-25,12609750.851667942
2024-10-28,12722398.348860573
2024-10-29,12666536.58646171
2024-10-30,12643108.881549688
2024-10-31,12524480.860426005
2024-11-01,12562130.555909544
2024-11-04,12523122.930924686
2024-11-05,13030979.501795193
2024-11-06,13543161.227370374
2024-11-07,13768106.56952993
2024-11-08,13841994.81064419
2024-11-11,14408612.577099513
2024-11-12,14567759.716790423
2024-11-13,14586804.958863543
2024-11-14,14318401.180111721
2024-11-15,14472788.546584686
2024-11-18,14566090.914366785
2024-11-19,14686886.418962253
2024-11-20,14632052.662556646
2024-11-21,14755746.336284049
2024-11-22,14882236.205659784
2024-11-25,14896557.316055756
2024-11-26,14838169.722566023
2024-11-27,14822897.585288657
2024-11-29,15067713.17949567
2024-12-02,14988808.652443485
2024-12-03,15140079.86692736
2024-12-04,15616588.303302025
2024-12-05,15430597.361831171
2024-12-06,16046542.63911101
2024-12-09,15418264.11153496
2024-12-10,15052713.67555542
2024-12-11,15476240.13480222
