,rebalance_date,ticker,weight
0,2021-03-31,TSLA,0.0
1,2021-03-31,AAPL,0.0
2,2021-03-31,AMZN,0.0
3,2021-03-31,NIO,0.0
4,2021-03-31,BABA,0.0
5,2021-03-31,MSFT,0.0
6,2021-03-31,META,0.0
7,2021-03-31,NVDA,0.0
8,2021-03-31,AMD,0.0
9,2021-03-31,ZM,0.0
10,2021-03-31,GOOGL,0.0
11,2021-03-31,GOOG,0.0
12,2021-03-31,NFLX,0.0
13,2021-03-31,CRM,0.0
14,2021-03-31,INTC,0.1
15,2021-03-31,XYZ,0.0
16,2021-03-31,PYPL,0.0
17,2021-03-31,DIS,0.0
18,2021-03-31,JPM,0.0
19,2021-03-31,PLUG,0.1
20,2021-03-31,PFE,0.0
21,2021-03-31,PLTR,0.0
22,2021-03-31,BAC,0.1
23,2021-03-31,SHOP,0.0
24,2021-03-31,SNOW,0.0
25,2021-03-31,C,0.0
26,2021-03-31,XOM,0.1
27,2021-03-31,MU,0.09228801414443254
28,2021-03-31,T,0.0
29,2021-03-31,AAL,0.1
30,2021-03-31,QCOM,0.0
31,2021-03-31,UBER,0.0
32,2021-03-31,TSM,0.0
33,2021-03-31,JD,0.0
34,2021-03-31,WFC,0.1
35,2021-03-31,WMT,0.0
36,2021-03-31,SNAP,0.0
37,2021-03-31,VZ,0.0
38,2021-03-31,QS,0.0
39,2021-03-31,CCL,0.07086806935182596
40,2021-03-31,CVX,0.03684391650284818
41,2021-03-31,CSCO,0.0
42,2021-03-31,KO,0.0
43,2021-03-31,CMCSA,0.0
44,2021-03-31,PINS,0.0
45,2021-03-31,DKNG,0.1
46,2021-03-31,DOCU,0.0
47,2021-03-31,UAL,0.1
48,2021-03-31,NKE,0.0
49,2021-03-31,MS,0.0
50,2021-04-30,TSLA,0.0
51,2021-04-30,AAPL,0.0
52,2021-04-30,AMZN,0.0
53,2021-04-30,NIO,0.0
54,2021-04-30,BABA,0.0
55,2021-04-30,MSFT,0.0
56,2021-04-30,META,0.09041851529783071
57,2021-04-30,NVDA,0.0
58,2021-04-30,AMD,0.0
59,2021-04-30,ZM,0.0
60,2021-04-30,GOOGL,0.1
61,2021-04-30,GOOG,0.1
62,2021-04-30,NFLX,0.0
63,2021-04-30,CRM,0.0
64,2021-04-30,INTC,0.0
65,2021-04-30,XYZ,0.0
66,2021-04-30,PYPL,0.0
67,2021-04-30,DIS,0.0
68,2021-04-30,JPM,0.0
69,2021-04-30,PLUG,0.0
70,2021-04-30,PFE,0.0
71,2021-04-30,PLTR,0.0
72,2021-04-30,BAC,0.1
73,2021-04-30,SHOP,0.0
74,2021-04-30,SNOW,0.0
75,2021-04-30,C,0.03921568771747037
76,2021-04-30,XOM,0.1
77,2021-04-30,MU,0.0
78,2021-04-30,T,0.0
79,2021-04-30,AAL,0.1
80,2021-04-30,QCOM,0.0
81,2021-04-30,UBER,0.0
82,2021-04-30,TSM,0.0
83,2021-04-30,JD,0.0
84,2021-04-30,WFC,0.1
85,2021-04-30,WMT,0.0
86,2021-04-30,SNAP,0.012970280392636776
87,2021-04-30,VZ,0.0
88,2021-04-30,QS,0.0
89,2021-04-30,CCL,0.1
90,2021-04-30,CVX,0.02053571689568959
91,2021-04-30,CSCO,0.0
92,2021-04-30,KO,0.0
93,2021-04-30,CMCSA,0.0
94,2021-04-30,PINS,0.0
95,2021-04-30,DKNG,0.0
96,2021-04-30,DOCU,0.0
97,2021-04-30,UAL,0.1
98,2021-04-30,NKE,0.0
99,2021-04-30,MS,0.03685979969643699
100,2021-05-28,TSLA,0.0
101,2021-05-28,AAPL,0.0
102,2021-05-28,AMZN,0.0
103,2021-05-28,NIO,0.0
104,2021-05-28,BABA,0.0
105,2021-05-28,MSFT,0.0
106,2021-05-28,META,0.1
107,2021-05-28,NVDA,0.1
108,2021-05-28,AMD,0.0
109,2021-05-28,ZM,0.0
110,2021-05-28,GOOGL,0.052989094918353595
111,2021-05-28,GOOG,0.0946852543520999
112,2021-05-28,NFLX,0.0
113,2021-05-28,CRM,0.0
114,2021-05-28,INTC,0.0
115,2021-05-28,XYZ,0.0
116,2021-05-28,PYPL,0.0
117,2021-05-28,DIS,0.0
118,2021-05-28,JPM,0.0
119,2021-05-28,PLUG,0.0
120,2021-05-28,PFE,0.07641541781916893
121,2021-05-28,PLTR,0.0
122,2021-05-28,BAC,0.1
123,2021-05-28,SHOP,0.0
