gamma,lambda,vol,finalV,err
0.0,0.0001,0.343210069973694,27627989.522610307,0.19321006997369403
0.0,0.0003727593720314938,0.34319669866437646,27666665.213341918,0.19319669866437647
0.0,0.0013894954943731374,0.3421691625827025,27734541.04571163,0.19216916258270253
0.0,0.005179474679231213,0.3370538228960998,27470126.46708608,0.18705382289609981
0.0,0.019306977288832496,0.3101402924041096,24715638.83068993,0.16014029240410962
0.0,0.07196856730011514,0.1877912421370837,16108477.153586943,0.03779124213708371
0.0,0.2682695795279725,0.05898290438219559,12173450.04379455,0.09101709561780441
0.0,1.0,0.015884478095946536,10995101.582619527,0.13411552190405346
10.0,0.0001,0.27950851461951554,18883934.20626544,0.12950851461951554
10.0,0.0003727593720314938,0.27843194018747086,18866313.257996075,0.12843194018747087
10.0,0.0013894954943731374,0.2757682602238448,18902241.282735348,0.12576826022384482
10.0,0.005179474679231213,0.25985355335182747,19025633.205416575,0.10985355335182748
10.0,0.019306977288832496,0.22347039735989588,17430101.107656185,0.07347039735989588
10.0,0.07196856730011514,0.13305148879758003,13673041.808760738,0.01694851120241997
10.0,0.2682695795279725,0.04869026550208885,11799933.336819278,0.10130973449791114
10.0,1.0,0.014945884926213593,10961649.271094698,0.1350541150737864
20.0,0.0001,0.22111700217288813,16369745.374853602,0.07111700217288813
20.0,0.0003727593720314938,0.220453704738536,16423576.061292984,0.07045370473853602
20.0,0.0013894954943731374,0.21732676691221225,16531217.029431868,0.06732676691221226
20.0,0.005179474679231213,0.20691274294549067,16385678.912736313,0.056912742945490674
20.0,0.019306977288832496,0.17580889288817567,14780491.104613038,0.025808892888175672
20.0,0.07196856730011514,0.10239038818310818,12772756.951092903,0.047609611816891814
20.0,0.2682695795279725,0.04254108619269593,11600575.507704845,0.10745891380730407
20.0,1.0,0.014151898465538427,10935074.639149366,0.13584810153446156
30.0,0.0001,0.18359414827306272,15360893.76153625,0.03359414827306273
30.0,0.0003727593720314938,0.18290021938190704,15330859.426752474,0.03290021938190704
30.0,0.0013894954943731374,0.18042319717681535,15237395.724739704,0.030423197176815353
30.0,0.005179474679231213,0.17040384000508993,14769366.516662387,0.020403840005089935
30.0,0.019306977288832496,0.1434170316032359,13366742.223728707,0.006582968396764088
30.0,0.07196856730011514,0.08521137192107109,12297741.998874806,0.0647886280789289
30.0,0.2682695795279725,0.038206103304487975,11459978.52467555,0.11179389669551201
30.0,1.0,0.013501605154750934,10912168.657358514,0.13649839484524906
40.0,0.0001,0.15825449854930074,14434999.659761503,0.008254498549300743
40.0,0.0003727593720314938,0.15750930757962925,14409282.119941968,0.007509307579629254
40.0,0.0013894954943731374,0.15502981268304333,14320973.721945254,0.005029812683043339
40.0,0.005179474679231213,0.14659653110675044,13753212.487243243,0.0034034688932495505
40.0,0.019306977288832496,0.12319089901887471,12607424.839099318,0.02680910098112528
40.0,0.07196856730011514,0.07389858375054842,11993952.985612517,0.07610141624945158
40.0,0.2682695795279725,0.034891315344638754,11364121.645578802,0.11510868465536124
40.0,1.0,0.012945559397019421,10894688.059063278,0.13705444060298058
50.0,0.0001,0.1394065748725901,13809000.467502914,0.010593425127409906
50.0,0.0003727593720314938,0.1388945284013659,13776283.820234083,0.011105471598634092
50.0,0.0013894954943731374,0.1369634410018949,13700705.177797478,0.013036558998105102
50.0,0.005179474679231213,0.12901015479264413,13131869.724399371,0.02098984520735586
50.0,0.019306977288832496,0.1089886075283007,12185559.173098663,0.0410113924716993
50.0,0.07196856730011514,0.0658922686124945,11791529.064242685,0.08410773138750549
50.0,0.2682695795279725,0.032242008336959525,11289635.87568709,0.11775799166304046
50.0,1.0,0.012457881730566542,10879848.536413044,0.13754211826943347
60.0,0.0001,0.12536617840015526,13310231.220296958,0.02463382159984473
60.0,0.0003727593720314938,0.1247705984760527,13281895.905723214,0.0252294015239473
60.0,0.0013894954943731374,0.12272307489948683,13205803.023602968,0.02727692510051316
60.0,0.005179474679231213,0.11613532097091152,12694010.439092828,0.033864679029088476
60.0,0.019306977288832496,0.09726650920956062,11957201.457916383,0.052733490790439375
60.0,0.07196856730011514,0.05973323755201597,11650419.666736465,0.09026676244798403
60.0,0.2682695795279725,0.030066284266251814,11232832.33045561,0.11993371573374818
60.0,1.0,0.012016144572348557,10866538.813905284,0.13798385542765143
70.0,0.0001,0.11431298635663172,12948000.60754372,0.03568701364336828
70.0,0.0003727593720314938,0.1138077784765719,12921299.870406605,0.03619222152342809
70.0,0.0013894954943731374,0.11214254895004354,12810288.609638683,0.037857451049956456
