,turnover
2023-03-31,1.000000000000033
2023-04-28,0.8321845384335431
2023-05-31,0.7851419302703917
2023-06-30,0.768603859355947
2023-07-31,0.7275003231519954
2023-08-31,0.7375710503787581
2023-09-29,1.0910712102627742
2023-10-31,1.1414681241717761
2023-11-30,0.9294873656385594
2023-12-29,0.6978484081578832
2024-01-31,0.9590800480762066
2024-02-29,0.6898327401597979
2024-03-28,0.7845722849907953
2024-04-30,0.6060152330524307
2024-05-31,0.9052201909199762
2024-06-28,0.8848834529975548
2024-07-31,0.8055536786873531
2024-08-30,0.9250599651848185
2024-09-30,0.6067986589667858
2024-10-31,0.6412157758400137
2024-11-29,0.9927752565274413
2024-12-31,0.2897881240240615
2025-01-31,1.162883788989984
2025-02-28,1.097755019700795
2025-03-31,1.03764269790218
2025-04-30,0.5825172923915383
2025-05-30,1.1146670899509985
2025-06-30,0.616333192123955
2025-07-31,0.49651816879331806
2025-08-29,0.8377781635252879
2025-09-30,0.8876425872496304
2025-10-31,0.39179636264779255
2025-11-28,0.6064648019586719
2025-12-31,0.9639024945761437
2026-01-30,1.0154873626633931
