gamma,lambda,vol,finalV,err
15.0,0.019306977288832496,0.16958812207456828,16473272.289506342,0.01958812207456828
16.0,0.019306977288832496,0.1653769989113184,16260004.330423592,0.015376998911318412
17.0,0.019306977288832496,0.16131283780948985,16082106.373685656,0.011312837809489856
18.0,0.019306977288832496,0.15734711311957336,15904844.321877383,0.0073471131195733674
19.0,0.019306977288832496,0.15342349062295024,15724578.843325377,0.003423490622950248
20.0,0.019306977288832496,0.14970995060908485,15555822.0497051,0.00029004939091514803
21.0,0.019306977288832496,0.1462665572982668,15402624.791008115,0.003733442701733203
22.0,0.019306977288832496,0.1430590182072533,15228740.325446857,0.006940981792746687
23.0,0.019306977288832496,0.1398606278721482,15067829.95890759,0.010139372127851792
24.0,0.019306977288832496,0.13680388761069007,14932094.71696917,0.013196112389309927
25.0,0.019306977288832496,0.13389411088616068,14799214.960238868,0.01610588911383931
