,strategy_risk
2023-04-03,9936766.134879688
2023-04-04,9918579.336489009
2023-04-05,9828445.198975144
2023-04-06,9850710.345873192
2023-04-10,9876711.952611888
2023-04-11,9856672.249918036
2023-04-12,9790386.969647247
2023-04-13,9877367.025245568
2023-04-14,9888979.93898789
2023-04-17,9894977.825505149
2023-04-18,9911047.05571362
2023-04-19,9878163.579412928
2023-04-20,9729420.912748342
2023-04-21,9727517.328363122
2023-04-24,9666856.02012526
2023-04-25,9562246.646057025
2023-04-26,9570632.224266397
2023-04-27,9783870.638959115
2023-04-28,9858157.95459985
2023-05-01,9891089.620149026
2023-05-02,9850905.164395973
2023-05-03,9811356.99545651
2023-05-04,9797277.146818317
2023-05-05,9866558.341919418
2023-05-08,9885034.49692498
2023-05-09,9870914.236594249
2023-05-10,9897451.486051789
2023-05-11,9896355.159303663
2023-05-12,9877331.518609308
2023-05-15,9909520.865383618
2023-05-16,9912790.247637002
2023-05-17,9959990.229497304
2023-05-18,10032103.50839645
2023-05-19,10016280.83239499
2023-05-22,10003381.446370656
2023-05-23,9961605.467241602
2023-05-24,9967590.87617297
2023-05-25,10155640.184927316
2023-05-26,10234805.65105593
2023-05-30,10248382.912141778
2023-05-31,10224981.851430425
2023-06-01,10296380.30929209
2023-06-02,10333778.102557044
2023-06-05,10329659.75547546
2023-06-06,10390740.544334045
2023-06-07,10169106.024315195
2023-06-08,10268177.902396008
2023-06-09,10327101.582513345
2023-06-12,10509743.297082884
2023-06-13,10529683.38919835
2023-06-14,10670794.563709022
2023-06-15,10741159.732519068
2023-06-16,10659058.02177264
2023-06-20,10669763.732779773
2023-06-21,10502912.935150996
2023-06-22,10588057.842860306
2023-06-23,10542163.068053452
2023-06-26,10386708.475013781
2023-06-27,10518292.332604831
2023-06-28,10535677.48018863
2023-06-29,10493126.308190782
2023-06-30,10627471.38286734
2023-07-03,10677306.991681714
2023-07-05,10679429.751908377
2023-07-06,10565480.11133337
2023-07-07,10539563.100705432
2023-07-10,10557108.024403581
2023-07-11,10611173.82930567
2023-07-12,10730276.280046374
2023-07-13,10943294.053455383
2023-07-14,10897032.004358755
2023-07-17,10959641.368825626
2023-07-18,11024603.968223792
2023-07-19,11040815.596898194
2023-07-20,10805478.913987592
2023-07-21,10752101.779569658
2023-07-24,10792551.483200064
2023-07-25,10810534.723032014
2023-07-26,10798810.479727272
2023-07-27,10795250.13373335
2023-07-28,10959321.318206828
2023-07-31,10997471.781165734
2023-08-01,10880591.666532569
2023-08-02,10602900.453724533
2023-08-03,10674474.762997448
2023-08-04,10522716.52726301
2023-08-07,10610813.724061286
2023-08-08,10484280.234479558
2023-08-09,10256846.44158628
2023-08-10,10244648.560650373
2023-08-11,10088559.968418587
2023-08-14,10160514.268349366
2023-08-15,9987675.191524172
2023-08-16,9846075.560536973
2023-08-17,9739575.72310803
2023-08-18,9628079.26849811
2023-08-21,9878660.735724954
2023-08-22,9792472.98098785
2023-08-23,9979614.077891571
2023-08-24,9779233.320694998
2023-08-25,9839542.482926976
2023-08-28,9918144.32273996
2023-08-29,10227729.839776618
2023-08-30,10236109.22937683
2023-08-31,10243373.355504783
2023-09-01,10250891.191098897
2023-09-05,10232554.25715351
2023-09-06,10202106.860782053
2023-09-07,10176510.046532089
2023-09-08,10177255.735006321
2023-09-11,10219171.471519971
2023-09-12,10225628.831810137
2023-09-13,10201104.549284637
2023-09-14,10284186.856682006
2023-09-15,10195141.13204176
2023-09-18,10176833.581116013
2023-09-19,10057551.94030365
2023-09-20,9999356.439676585
2023-09-21,9856777.62999479
2023-09-22,9851628.522174576
2023-09-25,9864847.876839947
2023-09-26,9796431.368485782
2023-09-27,9850761.695974197
2023-09-28,9936829.34655324
2023-09-29,9929449.651795864
2023-10-02,9926004.609590206
2023-10-03,9901681.56972886
2023-10-04,9894248.99036177
2023-10-05,9885843.819192596
2023-10-06,9927458.83975445
2023-10-09,9970014.290670145
2023-10-10,9978272.447057102
2023-10-11,9968345.771435916
2023-10-12,9954257.069897048
2023-10-13,9953556.470718121
2023-10-16,9983867.72052702
2023-10-17,9995854.259013142
2023-10-18,9981546.9009136
2023-10-19,9962893.31964477
2023-10-20,9921845.475125268
2023-10-23,9900499.734802587
2023-10-24,9921333.520905564
2023-10-25,9834508.1808486
2023-10-26,9776303.153953979
2023-10-27,9762008.926239721
2023-10-30,9796009.726462897
2023-10-31,9818543.734480647
2023-11-01,9835161.716820087
2023-11-02,9852416.417234458
2023-11-03,9861546.557095492
2023-11-06,9857668.770414203
2023-11-07,9870240.827454995
2023-11-08,9862786.112478904
2023-11-09,9858239.006368294
2023-11-10,9876638.436820576
2023-11-13,9874793.439238291
2023-11-14,9890732.384022785
2023-11-15,9900130.836824197
2023-11-16,9911679.63399058
2023-11-17,9918024.606540006
2023-11-20,9936309.140693035
2023-11-21,9934349.026675627
2023-11-22,9938596.983741412
2023-11-24,9944250.356750326
2023-11-27,9946269.844321866
2023-11-28,9949987.241109623
2023-11-29,9956449.300511444
2023-11-30,9965302.948218381
2023-12-01,10038771.481719954
2023-12-04,10047652.321987115
2023-12-05,10046136.838512108
2023-12-06,9986789.93156787
2023-12-07,10056984.237943137
2023-12-08,10169605.925858168
2023-12-11,10143413.2888091
2023-12-12,10165128.407913085
2023-12-13,10289709.164847545
2023-12-14,10337592.819374492
2023-12-15,10323631.196953658
2023-12-18,10366082.106134396
2023-12-19,10464680.040901974
2023-12-20,10398605.264798675
2023-12-21,10511051.08841406
2023-12-22,10557127.794213185
2023-12-26,10593876.704117807
2023-12-27,10681233.298235027
2023-12-28,10697059.2631691
2023-12-29,10614725.599769996
2024-01-02,10287121.311240286
2024-01-03,10124533.021200955
2024-01-04,10131802.85079696
2024-01-05,10156647.48668554
2024-01-08,10380594.14603685
