,strategy_return
2023-04-03,9931496.466839824
2023-04-04,9964095.304726249
2023-04-05,9812407.702272847
2023-04-06,9851173.710127434
2023-04-10,9880296.148853919
2023-04-11,9836365.857561683
2023-04-12,9684270.91705606
2023-04-13,9812841.979457028
2023-04-14,9778361.888210585
2023-04-17,9831808.89661401
2023-04-18,9838377.540954657
2023-04-19,9782799.543689875
2023-04-20,9501826.94277714
2023-04-21,9463413.773360431
2023-04-24,9393621.412414586
2023-04-25,9227191.589482982
2023-04-26,9259500.892869078
2023-04-27,9461782.746720785
2023-04-28,9563448.431778567
2023-05-01,9561900.670366654
2023-05-02,9495161.211558934
2023-05-03,9438108.651522063
2023-05-04,9449543.74341303
2023-05-05,9628221.403303634
2023-05-08,9668977.627826702
2023-05-09,9639755.852386557
2023-05-10,9705628.181314332
2023-05-11,9698331.436441775
2023-05-12,9710657.501833765
2023-05-15,9722529.44217731
2023-05-16,9745883.534702402
2023-05-17,9815325.787181146
2023-05-18,9957985.44616809
2023-05-19,9938631.290143026
2023-05-22,9917469.890091382
2023-05-23,9836078.149325235
2023-05-24,9838432.675789278
2023-05-25,10169129.81212008
2023-05-26,10285038.000342472
2023-05-30,10308326.269599933
2023-05-31,10222900.33067794
2023-06-01,10331194.46022224
2023-06-02,10388256.28801379
2023-06-05,10373651.413155839
2023-06-06,10473591.53957875
2023-06-07,10264479.566915099
2023-06-08,10390082.761436144
2023-06-09,10474924.387321005
2023-06-12,10756133.433662597
2023-06-13,10801324.912959352
2023-06-14,11038162.928673033
2023-06-15,11068248.159326524
2023-06-16,10971684.93060653
2023-06-20,10959719.056336101
2023-06-21,10799326.357399628
2023-06-22,10846158.443650104
2023-06-23,10717082.2883093
2023-06-26,10577536.488226637
2023-06-27,10732327.590162631
2023-06-28,10742853.187321818
2023-06-29,10730684.94033361
2023-06-30,10845548.79668419
2023-07-03,10847285.266328266
2023-07-05,10825454.676682098
2023-07-06,10634240.828832183
2023-07-07,10673338.911210693
2023-07-10,10700656.359050957
2023-07-11,10791183.3261246
2023-07-12,10855202.289718281
2023-07-13,11014790.8271381
2023-07-14,10886815.228060186
2023-07-17,11032317.344745053
2023-07-18,11221006.645733204
2023-07-19,11225748.346800985
2023-07-20,10883618.198186327
2023-07-21,10913584.38172578
2023-07-24,10938310.08563011
2023-07-25,10963124.430025632
2023-07-26,10901744.049716134
2023-07-27,10745385.289143493
2023-07-28,10942851.610458033
2023-07-31,11141345.508543683
2023-08-01,10856803.166755853
2023-08-02,10572283.982523572
2023-08-03,10645263.37435692
2023-08-04,10433595.981566146
2023-08-07,10465061.349741554
2023-08-08,10397707.2681515
2023-08-09,10012223.047822315
2023-08-10,9985907.292092863
2023-08-11,9793510.186899576
2023-08-14,9878633.952906797
2023-08-15,9680957.047941294
2023-08-16,9581009.655880097
2023-08-17,9473827.840125982
2023-08-18,9371425.282648606
2023-08-21,9629362.272569042
2023-08-22,9539173.288705377
2023-08-23,9795408.044433042
2023-08-24,9567434.950798046
2023-08-25,9626893.518357044
2023-08-28,9694147.168123187
