,turnover
2023-03-31,1.0000000000004716
2023-04-28,0.954129382199455
2023-05-31,0.8178958705050996
2023-06-30,0.9780933539786791
2023-07-31,0.7807394390458691
2023-08-31,1.0395299192135967
2023-09-29,0.6757895581289262
2023-10-31,1.219667171792667
2023-11-30,0.8436576439786002
2023-12-29,0.8435237883198258
2024-01-31,0.9669155487899188
2024-02-29,0.719177957113998
2024-03-28,0.8733515980538908
2024-04-30,0.8317928834048053
2024-05-31,0.9276784997399509
2024-06-28,1.1043333341381476
2024-07-31,0.9654945417679133
2024-08-30,0.6447587184869923
2024-09-30,0.7399705032807284
2024-10-31,0.8392136853889064
2024-11-29,0.4756774080332624
2024-12-31,0.783646486089236
2025-01-31,1.282462035467511
2025-02-28,0.8987734114849891
2025-03-31,1.0383443874974252
2025-04-30,0.7981503396718099
2025-05-30,0.29274516211710155
2025-06-30,0.7971818500315355
2025-07-31,0.8240442872956997
2025-08-29,0.9621903086066331
2025-09-30,1.0304477656054776
2025-10-31,0.5253386865309955
2025-11-28,0.6722819756420734
2025-12-31,0.754192291027925
2026-01-30,1.0285785560104197
