,equal_weight
2023-12-05,11370989.31363301
2023-12-06,11360577.83582833
2023-12-07,11473520.875159327
2023-12-08,11576070.33065901
2023-12-11,11615285.499052187
2023-12-12,11567548.535427442
2023-12-13,11785664.71070537
2023-12-14,12054376.913874196
2023-12-15,12058277.345838293
2023-12-18,12139136.334477777
2023-12-19,12322266.08413566
2023-12-20,12085823.31908743
2023-12-21,12287598.5851372
2023-12-22,12282528.243719807
2023-12-26,12408578.402994055
2023-12-27,12435554.308347443
2023-12-28,12420000.273978628
2023-12-29,12312483.214414816
2024-01-02,12115426.817870554
2024-01-03,12005426.343151018
2024-01-04,11931773.498916393
2024-01-05,11978793.190268923
2024-01-08,12133381.887243226
2024-01-09,12005109.189758962
2024-01-10,11999884.314282116
2024-01-11,11956087.955235403
2024-01-12,11883405.850932674
2024-01-16,11743308.104486132
2024-01-17,11626153.605431573
2024-01-18,11712135.755119061
2024-01-19,11853997.037723755
2024-01-22,11865321.323820338
2024-01-23,11985427.700941255
2024-01-24,12013646.416104605
2024-01-25,12109050.25297127
2024-01-26,12127985.738577897
2024-01-29,12259174.78468788
2024-01-30,12185535.998551508
2024-01-31,11959083.806515489
2024-02-01,12094284.201324359
2024-02-02,12148390.58153762
2024-02-05,12033431.03955869
2024-02-06,12250146.308671826
2024-02-07,12337780.427880405
2024-02-08,12503532.637000943
2024-02-09,12662308.604432667
2024-02-12,12816456.586058615
2024-02-13,12551522.399152853
2024-02-14,12920117.901948748
2024-02-15,13032228.499005288
2024-02-16,12876815.441806262
2024-02-20,12733440.108795606
2024-02-21,12647963.3424983
2024-02-22,12923674.521517668
2024-02-23,12833305.883075569
2024-02-26,13041865.78673921
2024-02-27,13161761.978643836
2024-02-28,13079589.346135797
2024-02-29,13164603.898754874
2024-03-01,13323628.37447668
2024-03-04,13325039.758881664
2024-03-05,13051022.253182553
2024-03-06,13253027.99147892
2024-03-07,13438364.457809485
2024-03-08,13475695.488704372
2024-03-11,13464966.563711295
2024-03-12,13564061.804952849
2024-03-13,13595151.484745575
2024-03-14,13397820.457562659
2024-03-15,13405268.094511999
2024-03-18,13453356.775154598
2024-03-19,13361924.503204249
2024-03-20,13663801.447281156
2024-03-21,13772380.248742437
2024-03-22,13653385.999931976
2024-03-25,13828426.845711315
2024-03-26,13758113.689629119
2024-03-27,13875366.596567232
2024-03-28,13834860.007985823
2024-04-01,13833963.276056949
2024-04-02,13654308.361676255
2024-04-03,13682860.318020405
2024-04-04,13452551.372057581
2024-04-05,13508219.393721333
2024-04-08,13574888.189718949
2024-04-09,13615244.601939222
2024-04-10,13499951.660767188
2024-04-11,13609139.241143508
2024-04-12,13260781.425379818
2024-04-15,12993191.321410544
2024-04-16,12932152.374132352
2024-04-17,12854561.768296793
2024-04-18,12839383.47924991
2024-04-19,12681640.792651132
2024-04-22,12923510.110973306
2024-04-23,13157499.87477863
2024-04-24,13145481.337815885
2024-04-25,13166173.09714309
2024-04-26,13392195.878934348
2024-04-29,13406709.796503203
2024-04-30,13027516.9430418
2024-05-01,12946952.35613327
2024-05-02,13170496.89035256
2024-05-03,13314290.583155857
2024-05-06,13610322.141369397
2024-05-07,13470639.43778795
2024-05-08,13412573.076461311
2024-05-09,13463079.706624562
2024-05-10,13309602.147860931
2024-05-13,13452615.375153003
2024-05-14,13619137.22358873
2024-05-15,13796193.207790978
2024-05-16,13720145.405793311
2024-05-17,13807481.294270078
2024-05-20,13941544.338128407
2024-05-21,13889701.388777684
2024-05-22,13805166.997954251
2024-05-23,13548730.63045611
2024-05-24,13743974.940928904
2024-05-28,13765097.63420514
2024-05-29,13552981.613726022
2024-05-30,13560562.93388459
2024-05-31,13601034.252375161
2024-06-03,13598763.226031765
2024-06-04,13626558.441265075
2024-06-05,13819666.392183796
2024-06-06,13868108.71854816
2024-06-07,13759571.543202417
2024-06-10,13798858.236104567
2024-06-11,13731599.703968715
2024-06-12,13888728.497848295
2024-06-13,13833029.87592704
2024-06-14,13721719.195954466
2024-06-17,13884490.96339368
2024-06-18,13917593.729990369
2024-06-20,13887482.936002927
2024-06-21,13806201.89722919
2024-06-24,13814650.133776506
2024-06-25,13931338.502834583
2024-06-26,13983227.082581054
2024-06-27,14028599.153034091
2024-06-28,13937481.830520086
2024-07-01,14044414.934141297
2024-07-02,14131313.713914568
2024-07-03,14208605.492829137
2024-07-05,14226388.765082736
2024-07-08,14230545.4417176
2024-07-09,14212856.6682529
2024-07-10,14355355.936769957
2024-07-11,14327622.763876189
2024-07-12,14489377.61548681
2024-07-15,14693137.894207446
2024-07-16,14921174.748308627
2024-07-17,14655781.2715595
2024-07-18,14388054.81317171
2024-07-19,14384091.077304251
2024-07-22,14467167.339822812
2024-07-23,14342023.801347762
2024-07-24,13916317.35888584
2024-07-25,13792021.015542438
2024-07-26,13956279.509803168
2024-07-29,13883620.228100048
2024-07-30,13802659.72954942
2024-07-31,14036496.527347462
2024-08-01,13561809.202544186
2024-08-02,13065999.821509305
2024-08-05,12680454.728787847
2024-08-06,12812063.417484911
2024-08-07,12538163.406364607
2024-08-08,13026784.365879405
2024-08-09,13076571.463360704
2024-08-12,12996909.86944668
2024-08-13,13245628.734319545
2024-08-14,13215793.663997902
2024-08-15,13557368.814057387
2024-08-16,13652457.593817841
2024-08-19,13846192.550856955
2024-08-20,13731088.999594253
2024-08-21,13848638.543118794
2024-08-22,13649056.77719594
2024-08-23,13985882.488066228
2024-08-26,13886843.783985596
2024-08-27,13823128.307558935
2024-08-28,13543562.26347361
2024-08-29,13654552.577062981
2024-08-30,13770453.138591893
2024-09-03,13350782.754637342
2024-09-04,13289250.661095254
2024-09-05,13296367.801629236
2024-09-06,12945566.614870405
2024-09-09,13246037.375293218
2024-09-10,13332535.934357045
2024-09-11,13524649.219248516
2024-09-12,13612496.312066106
2024-09-13,13785572.281688496
2024-09-16,13834313.705026979
2024-09-17,13890733.858282467
2024-09-18,13832104.587568047
2024-09-19,14150059.853120307
2024-09-20,14120946.49843945
2024-09-23,14231773.49889027
2024-09-24,14401377.764779849
2024-09-25,14266019.150455454
2024-09-26,14492990.173843885
2024-09-27,14582519.559776856
2024-09-30,14497204.92344007
2024-10-01,14352047.83642958
2024-10-02,14366834.331564713
2024-10-03,14350711.254069043
2024-10-04,14636356.078695249
2024-10-07,14636848.547505451
2024-10-08,14687481.916016761
2024-10-09,14770695.3403791
2024-10-10,14725653.69181577
2024-10-11,14974324.172099385
2024-10-14,15051834.394792007
2024-10-15,14896491.428322222
2024-10-16,15041184.111190248
2024-10-17,15015167.96636811
2024-10-18,15171127.671730427
2024-10-21,15129273.725675592
2024-10-22,15141631.710809724
2024-10-23,14969497.491361825
2024-10-24,15097238.583092296
2024-10-25,15108387.881219815
2024-10-28,15342465.386175657
2024-10-29,15318703.008923715
2024-10-30,15073190.587971928
2024-10-31,14723191.637255931
2024-11-01,14727692.551192941
2024-11-04,14645235.494185982
2024-11-05,14977171.706196781
2024-11-06,15600760.669807898
2024-11-07,15769397.28698332
2024-11-08,15804779.75176217
2024-11-11,16214528.019921802
2024-11-12,16052009.66140432
2024-11-13,15927402.703034341
2024-11-14,15688789.532314176
2024-11-15,15663126.173873665
2024-11-18,15831024.92441458
2024-11-19,16088153.624448465
2024-11-20,16151782.878962107
2024-11-21,16199610.151200341
2024-11-22,16452102.860826727
2024-11-25,16553176.115937768
2024-11-26,16352901.441459784
2024-11-27,16461289.80574304
2024-11-29,16542777.074558603
2024-12-02,16630615.10832747
2024-12-03,16649571.143950438
2024-12-04,16849951.323140137
2024-12-05,16821543.961292874
2024-12-06,17025767.331366796
2024-12-09,16855032.30570185
2024-12-10,16668278.74016723
2024-12-11,16886651.654412206
2024-12-12,16769085.378933854
2024-12-13,16814691.985102013
2024-12-16,16922046.669998225
2024-12-17,16856560.93230763
2024-12-18,16128503.680133307
2024-12-19,15986968.312409671
2024-12-20,16187479.87926798
2024-12-23,16250764.623244291
2024-12-24,16519086.218355935
2024-12-26,16501800.571137963
2024-12-27,16241015.689091545
2024-12-30,15979028.096929125
2024-12-31,15892260.30811656
2025-01-02,15954806.130946282
2025-01-03,16420382.831061486
2025-01-06,16648197.202246713
2025-01-07,16341018.679833185
2025-01-08,16206138.071986899
2025-01-10,15959755.91005056
2025-01-13,15908551.008873481
2025-01-14,15980041.436051326
2025-01-15,16398643.04357807
2025-01-16,16443419.606203055
2025-01-17,16712496.087318972
2025-01-21,16830844.46944754
2025-01-22,16887680.20441699
2025-01-23,16903580.503786545
2025-01-24,16886931.962625973
2025-01-27,16442821.935233178
2025-01-28,16530645.293194558
2025-01-29,16523985.897446953
2025-01-30,16718971.85502431
2025-01-31,16530596.16293244
2025-02-03,16407426.417575672
2025-02-04,16663297.446936345
2025-02-05,16662731.647782648
2025-02-06,16661983.783958754
2025-02-07,16578300.91767453
2025-02-10,16873542.979202777
2025-02-11,16617563.785885768
2025-02-12,16707013.02916529
2025-02-13,17012847.399463575
2025-02-14,17021036.193799663
2025-02-18,17160469.821752306
2025-02-19,17113209.32751386
2025-02-20,17012736.016944755
2025-02-21,16479478.125833755
2025-02-24,16174470.656669239
2025-02-25,15771821.593865361
2025-02-26,15973548.75784283
2025-02-27,15525843.14352574
2025-02-28,15816199.629645271
2025-03-03,15316219.126090856
2025-03-04,15158250.140902823
2025-03-05,15488703.283260332
2025-03-06,15087552.660740731
2025-03-07,15290416.49176181
2025-03-10,14455798.55641188
2025-03-11,14511244.517990014
2025-03-12,14816474.24557103
2025-03-13,14568880.326121684
2025-03-14,15203236.88435449
2025-03-17,15388638.987630628
2025-03-18,15079378.40628896
2025-03-19,15363710.897204442
2025-03-20,15275993.850525077
2025-03-21,15333178.195874566
2025-03-24,15805361.568250233
2025-03-25,15787570.987084022
2025-03-26,15428822.773611797
2025-03-27,15210567.56987617
2025-03-28,14775137.036905224
2025-03-31,14726067.919775173
2025-04-01,14849734.53666787
2025-04-02,15094747.423081158
2025-04-03,14068419.49279765
2025-04-04,13118582.091662388
2025-04-07,13208481.33350002
2025-04-08,12805088.577480411
2025-04-09,14485167.339517593
2025-04-10,13783508.13663477
2025-04-11,14061612.717967842
2025-04-14,14198358.84154631
2025-04-15,14241761.89956745
2025-04-16,13877205.42801098
2025-04-17,13972698.39580352
2025-04-21,13650633.434463117
2025-04-22,14100346.773680711
2025-04-23,14485858.39805984
2025-04-24,14949221.662529321
2025-04-25,15120474.824532969
2025-04-28,15128768.37101679
2025-04-29,15174155.860202573
2025-04-30,15042686.301269593
2025-05-01,15149391.920568876
2025-05-02,15525035.89179119
2025-05-05,15305194.579819184
2025-05-06,15229018.13233386
2025-05-07,15251625.464074362
2025-05-08,15573318.94799263
2025-05-09,15566021.501221
2025-05-12,16241666.24226449
2025-05-13,16612670.568453826
2025-05-14,16810143.014504366
2025-05-15,16728113.532667818
2025-05-16,16927067.287379175
2025-05-19,16897684.399163645
2025-05-20,16811085.13573566
2025-05-21,16462299.142364444
2025-05-22,16723755.401200434
2025-05-23,16564544.497221844
2025-05-27,17051413.94716156
2025-05-28,16880240.17768185
2025-05-29,16790187.78443649
2025-05-30,16692989.53257807
2025-06-02,16800878.17458808
2025-06-03,17006219.737875335
2025-06-04,17028422.904512726
2025-06-05,16807566.591139432
2025-06-06,17154096.03592493
2025-06-09,17315025.16395151
2025-06-10,17449283.04205276
2025-06-11,17488728.070809733
2025-06-12,17439082.623380806
2025-06-13,17224121.772707913
2025-06-16,17575431.399891127
2025-06-17,17374691.775348548
2025-06-18,17509360.018687095
2025-06-20,17575988.43556579
2025-06-23,17603689.839250423
2025-06-24,17989605.77140895
2025-06-25,17963937.803133667
2025-06-26,18266701.060829084
2025-06-27,18294490.262921304
2025-06-30,18564610.25078914
2025-07-01,18469391.390187077
2025-07-02,18912680.74835327
2025-07-03,19012912.439982772
2025-07-07,18896455.124102134
2025-07-08,19032908.317940302
2025-07-09,19169869.64611066
2025-07-10,19291390.511552516
2025-07-11,19135799.64175084
2025-07-14,19254115.147713173
2025-07-15,19193881.7836827
2025-07-16,19427137.3548006
2025-07-17,19661221.91601923
2025-07-18,19652050.270113617
2025-07-21,19579792.44554213
2025-07-22,19520214.311326243
2025-07-23,19766998.482038345
2025-07-24,19707809.443401586
2025-07-25,19727418.940556638
2025-07-28,19733912.589605
2025-07-29,19455929.699385308
2025-07-30,19403197.301484752
2025-07-31,19246415.98162772
2025-08-01,18750563.417680953
2025-08-04,19095723.56349035
2025-08-05,19107879.37360507
2025-08-06,19089660.740910437
2025-08-07,19248726.01411142
2025-08-08,19469713.869339503
2025-08-11,19600209.484224107
2025-08-12,19850949.855294365
2025-08-13,19929213.042694498
2025-08-14,19921810.671884272
2025-08-15,19829311.580091517
2025-08-18,19883781.194657642
2025-08-19,19438833.987407833
2025-08-20,19290592.20374807
2025-08-21,19255532.575054973
2025-08-22,19808558.83470852
2025-08-25,19746961.141420327
2025-08-26,19859962.083428122
2025-08-27,19886508.75099635
2025-08-28,20047344.921601668
2025-08-29,19911914.134693686
2025-09-02,19788476.81649916
2025-09-03,19697489.371269323
2025-09-04,19860167.381293405
2025-09-05,19867099.74860887
2025-09-08,19983987.787342966
2025-09-09,20202384.253115628
2025-09-10,20381775.906991675
2025-09-11,20586565.268967494
2025-09-12,20760852.165964186
2025-09-15,20966316.392725617
2025-09-16,21102480.28029106
2025-09-17,21172838.641443387
2025-09-18,21536043.00929557
2025-09-19,21652574.942814123
2025-09-22,21766437.476855572
2025-09-23,21800914.9826956
2025-09-24,21747594.122110266
2025-09-25,21488131.130592596
2025-09-26,21551014.862525493
2025-09-29,21699808.858424354
2025-09-30,21698820.528415784
2025-10-01,21981248.07614519
2025-10-02,22272344.326802853
2025-10-03,22372703.30102047
2025-10-06,22772153.793723747
2025-10-07,22723878.583129864
2025-10-08,22979018.846348587
2025-10-09,22843872.688842673
2025-10-10,21877821.199428275
2025-10-13,22537708.90797281
2025-10-14,22602641.360699534
2025-10-15,22764884.240340896
2025-10-16,22369975.889988303
2025-10-17,22316386.439705238
2025-10-20,22613636.358015813
2025-10-21,22524919.568580832
2025-10-22,22114637.708744995
2025-10-23,22419242.76387692
2025-10-24,22720619.2033636
2025-10-27,23051383.782124583
2025-10-28,22945761.094573744
2025-10-29,23010569.825022373
2025-10-30,22503689.142514378
2025-10-31,22821935.45710461
2025-11-03,22695320.312255558
2025-11-04,21936617.32332752
2025-11-05,22162225.625950597
2025-11-06,21607742.036753636
2025-11-07,21643660.848888494
2025-11-10,21925227.3361887
2025-11-11,21801543.707950093
2025-11-12,21750425.549536876
2025-11-13,21050877.54786808
2025-11-14,21012629.961736966
2025-11-17,20646631.514532316
2025-11-18,20618106.062278826
2025-11-19,20571122.935517218
2025-11-20,19843943.12304867
2025-11-21,20016664.53888062
2025-11-24,20558866.80451523
2025-11-25,20649681.460770216
2025-11-26,20899998.241806284
2025-11-28,21201858.127356373
2025-12-01,20981312.21613425
2025-12-02,21053061.20384733
2025-12-03,21369612.584687836
2025-12-04,21621957.156921387
2025-12-05,21552186.8207135
2025-12-08,21566789.457673147
2025-12-09,21566024.619065776
2025-12-10,21732879.15852501
2025-12-11,21712026.511677224
2025-12-12,21385664.67068597
2025-12-15,21010860.663808387
2025-12-16,21043219.31500255
2025-12-17,20647777.720179383
2025-12-18,20793751.04373889
2025-12-19,21221344.83641392
2025-12-22,21503983.400701936
2025-12-23,21448870.980497908
2025-12-24,21513685.280737095
2025-12-26,21350699.327412844
2025-12-29,21241387.74550999
2025-12-30,21212722.128572974
2025-12-31,21056933.174616802
2026-01-02,21514508.90643199
2026-01-05,21903582.180027027
2026-01-06,21977562.89741497
2026-01-07,21816663.836020313
2026-01-08,21947641.529555894
2026-01-09,22083430.615146797
2026-01-12,22235925.965397324
2026-01-13,22246092.445660852
2026-01-14,22279779.993435465
2026-01-15,22097417.726081863
2026-01-16,22276038.260653984
2026-01-20,21694738.131831724
2026-01-21,21959588.883011602
2026-01-22,22148177.386860617
2026-01-23,22048318.879965425
2026-01-26,21859111.03838401
2026-01-27,22029355.525714148
2026-01-28,21995468.191943534
2026-01-29,21797876.675556462
2026-01-30,21554606.145990487
2026-02-02,21475086.404789608
2026-02-03,21397005.2388
2026-02-04,20446352.55524276
2026-02-05,19486372.455808047
2026-02-06,20810510.124595992
2026-02-09,21258085.49555131
2026-02-10,20961536.210352466
2026-02-11,20772742.950318582
2026-02-12,20204057.88817127
2026-02-13,20563776.184760444
2026-02-17,20454936.028182466
2026-02-18,20675433.7181566
2026-02-19,20753495.555373628
2026-02-20,20532755.9706772
2026-02-23,20281132.15201335
2026-02-24,20581481.471679375
2026-02-25,21049886.37966103
2026-02-26,21070300.22556224
2026-02-27,20576320.907169484
