gamma,lambda,vol,finalV,err
0.0,0.0001,0.3468935035149621,19337379.621791206,0.19689350351496213
0.0,0.0003727593720314938,0.34658748611137447,19317245.392610352,0.19658748611137447
0.0,0.0013894954943731374,0.3456393170804468,19039229.549728796,0.19563931708044682
0.0,0.005179474679231213,0.3413204762801949,18256786.08890273,0.1913204762801949
0.0,0.019306977288832496,0.3084764667451767,18229391.988659866,0.1584764667451767
0.0,0.07196856730011514,0.1874725208749439,19020813.92150568,0.037472520874943904
0.0,0.2682695795279725,0.0700233376282236,15115351.238635844,0.07997666237177639
0.0,1.0,0.01887480965040177,12736005.756431416,0.13112519034959821
10.0,0.0001,0.2641643802410434,25019238.937153973,0.11416438024104339
10.0,0.0003727593720314938,0.26350555845814405,24986600.577894658,0.11350555845814406
10.0,0.0013894954943731374,0.2608580320418803,24940989.603191845,0.1108580320418803
10.0,0.005179474679231213,0.25078485244936194,24255116.391421698,0.10078485244936194
10.0,0.019306977288832496,0.2196545455260194,21390373.411797967,0.0696545455260194
10.0,0.07196856730011514,0.13553377238396278,18106769.762039002,0.01446622761603722
10.0,0.2682695795279725,0.05429844948470714,14333978.931552716,0.09570155051529286
10.0,1.0,0.017398613473977767,12668961.172012147,0.1326013865260222
20.0,0.0001,0.21157698610214606,25242246.058382913,0.06157698610214607
20.0,0.0003727593720314938,0.2111400613533777,25143128.33196889,0.06114006135337771
20.0,0.0013894954943731374,0.2095223939840258,24924457.42877474,0.05952239398402581
20.0,0.005179474679231213,0.20106792155983322,23920714.667083554,0.051067921559833224
20.0,0.019306977288832496,0.17002406124513478,19891071.1019604,0.020024061245134783
20.0,0.07196856730011514,0.1018976243350794,16342539.885002691,0.048102375664920594
20.0,0.2682695795279725,0.045669658869752605,13928738.335301757,0.10433034113024739
20.0,1.0,0.01620772457353782,12616309.0969945,0.13379227542646216
30.0,0.0001,0.1766033447496233,21564361.98153121,0.02660334474962331
30.0,0.0003727593720314938,0.1760862232805655,21489288.32249522,0.026086223280565507
30.0,0.0013894954943731374,0.17358900241968558,21397212.389929444,0.02358900241968559
30.0,0.005179474679231213,0.1653534430228454,20833837.279321555,0.015353443022845414
30.0,0.019306977288832496,0.1364886762024053,17621707.991555184,0.013511323797594704
30.0,0.07196856730011514,0.08328640831216602,15384262.52871464,0.06671359168783397
30.0,0.2682695795279725,0.04005552870185016,13647626.639275406,0.10994447129814983
30.0,1.0,0.015242133057854795,12572841.839220416,0.1347578669421452
40.0,0.0001,0.15195517731022506,19574499.619430363,0.0019551773102250702
40.0,0.0003727593720314938,0.1513655864643261,19525002.210041992,0.0013655864643261073
40.0,0.0013894954943731374,0.14883262552808363,19305373.40011695,0.001167374471916366
40.0,0.005179474679231213,0.13971945253941448,18551402.493629828,0.010280547460585515
40.0,0.019306977288832496,0.11442234882949336,16349520.48498041,0.03557765117050664
40.0,0.07196856730011514,0.07146917000201448,14797843.274995241,0.07853082999798551
40.0,0.2682695795279725,0.03595206348943618,13452061.149066087,0.11404793651056382
40.0,1.0,0.014437134774335145,12535031.434465356,0.13556286522566485
50.0,0.0001,0.13148895262824195,17946341.445590492,0.018511047371758044
50.0,0.0003727593720314938,0.13076628122088207,17869896.68073129,0.01923371877911792
50.0,0.0013894954943731374,0.1287998397318914,17637454.285522953,0.021200160268108587
50.0,0.005179474679231213,0.12116906758493146,17048092.7912128,0.02883093241506854
50.0,0.019306977288832496,0.09955942825015131,15595723.18457711,0.05044057174984869
50.0,0.07196856730011514,0.06312012963907868,14397438.847974198,0.08687987036092132
50.0,0.2682695795279725,0.03279616985018794,13296388.466978073,0.11720383014981206
50.0,1.0,0.013715571568167684,12500760.280901155,0.1362844284318323
60.0,0.0001,0.11746405679009157,16670799.148028081,0.03253594320990842
60.0,0.0003727593720314938,0.11701122120991067,16623776.397466497,0.032988778790089324
60.0,0.0013894954943731374,0.11513928744872892,16448095.459218059,0.03486071255127107
60.0,0.005179474679231213,0.10828933202791656,15975670.07858077,0.041710667972083434
60.0,0.019306977288832496,0.0887878665068783,15070578.00660979,0.0612121334931217
60.0,0.07196856730011514,0.056873086426924596,14119181.863917131,0.0931269135730754
60.0,0.2682695795279725,0.030274228038823254,13177401.527817188,0.11972577196117674
60.0,1.0,0.013089882278213314,12473500.781938361,0.13691011772178668
70.0,0.0001,0.10692324947248523,15711885.739480488,0.043076750527514765
70.0,0.0003727593720314938,0.1064024597418149,15669190.431336828,0.04359754025818509
70.0,0.0013894954943731374,0.10428495220636708,15537134.034498556,0.04571504779363292
70.0,0.005179474679231213,0.09908414846857058,15068522.23751606,0.05091585153142941
70.0,0.019306977288832496,0.08040246256930823,14649291.639119482,0.06959753743069176
70.0,0.07196856730011514,0.05197871297766584,13896202.749139648,0.09802128702233415
70.0,0.2682695795279725,0.028252087535009757,13073861.605209911,0.12174791246499024
70.0,1.0,0.012537155799768572,12447338.53232987,0.13746284420023142
80.0,0.0001,0.09835430571500212,14979692.326447379,0.05164569428499788
80.0,0.0003727593720314938,0.09786507179669793,14956421.987408167,0.05213492820330207
80.0,0.0013894954943731374,0.09643503933285252,14846840.179049488,0.05356496066714747
80.0,0.005179474679231213,0.0902629797382154,14626245.218768017,0.059737020261784596
80.0,0.019306977288832496,0.07366043557834034,14341529.372531084,0.07633956442165965
80.0,0.07196856730011514,0.047984334892825095,13730055.982609438,0.1020156651071749
80.0,0.2682695795279725,0.02650937274037172,12995764.815083621,0.12349062725962828
80.0,1.0,0.012042071194856929,12423613.90715359,0.13795792880514307
90.0,0.0001,0.09149003645878717,14468052.816744944,0.05850996354121282
90.0,0.0003727593720314938,0.09099692748154489,14457875.535882127,0.0590030725184551
90.0,0.0013894954943731374,0.08951729974047437,14403269.972520065,0.060482700259525624
90.0,0.005179474679231213,0.08300201723067473,14332969.167515425,0.06699798276932527
90.0,0.019306977288832496,0.0679993668322228,14108608.567861533,0.0820006331677772
90.0,0.07196856730011514,0.04468268064161965,13584750.959072733,0.10531731935838035
90.0,0.2682695795279725,0.02502588466934119,12928305.873765426,0.1249741153306588
90.0,1.0,0.011604965368515114,12404876.014277818,0.1383950346314849
100.0,0.0001,0.08520529284587966,14162772.936682595,0.06479470715412033
100.0,0.0003727593720314938,0.0846264111326841,14164757.796413202,0.0653735888673159
100.0,0.0013894954943731374,0.08279773601693242,14123310.922205213,0.06720226398306757
100.0,0.005179474679231213,0.07689803293085484,14070059.535655163,0.07310196706914515
100.0,0.019306977288832496,0.0632484766095212,13915704.148159388,0.0867515233904788
100.0,0.07196856730011514,0.041878235449993535,13468368.077455264,0.10812176455000647
100.0,0.2682695795279725,0.02373208548252788,12870626.653692639,0.1262679145174721
100.0,1.0,0.01120176867937226,12385086.178878171,0.13879823132062774
