,turnover
2023-03-31,0.9999999999997943
2023-04-28,0.7953852347226869
2023-05-31,0.910164507378488
2023-06-30,0.9869012888913676
2023-07-31,0.7975384899312522
2023-08-31,0.7581802446625074
2023-09-29,1.2839721047930317
2023-10-31,1.3023115609772762
2023-11-30,0.8923246503944517
2023-12-29,0.8636524193413744
2024-01-31,1.0327961543621393
2024-02-29,0.7393538018294995
2024-03-28,1.0309775865432889
2024-04-30,0.6291316617618594
2024-05-31,1.0091188153213042
2024-06-28,0.9056309213973053
2024-07-31,0.8080673767237558
2024-08-30,0.9516278823973918
2024-09-30,0.5718480544610332
2024-10-31,0.5326305044701795
2024-11-29,1.0473398533692142
2024-12-31,0.4778157016972696
2025-01-31,1.2239309244302348
2025-02-28,0.9941712668268945
2025-03-31,1.0833383336638944
2025-04-30,0.6773107106006788
2025-05-30,0.9017014582316243
2025-06-30,0.7360421649116278
2025-07-31,0.8479550506213698
2025-08-29,0.9356905714551735
2025-09-30,0.9258655998823042
2025-10-31,0.4016726838324172
2025-11-28,0.6909243343501691
2025-12-31,0.8589259335991262
2026-01-30,0.804923116658086
