,strategy_risk
2023-04-03,9936766.212904593
2023-04-04,9918579.343961954
2023-04-05,9828444.969072739
2023-04-06,9850710.223606363
2023-04-10,9876711.659964452
2023-04-11,9856672.068300605
2023-04-12,9790386.968080126
2023-04-13,9877366.946353618
2023-04-14,9888979.879031165
2023-04-17,9894977.598514646
2023-04-18,9911046.997481033
2023-04-19,9878163.570802536
2023-04-20,9729420.891771287
2023-04-21,9727517.229342863
2023-04-24,9666856.141891923
2023-04-25,9562246.662376178
2023-04-26,9570632.214198433
2023-04-27,9783870.49346157
2023-04-28,9858157.959740313
2023-05-01,9891089.767159523
2023-05-02,9850905.21272326
2023-05-03,9811356.843399692
2023-05-04,9797277.173980417
2023-05-05,9866558.345942726
2023-05-08,9885034.582309427
2023-05-09,9870914.189611632
2023-05-10,9897451.721110856
2023-05-11,9896355.227000924
2023-05-12,9877331.55989179
2023-05-15,9909521.167069908
2023-05-16,9912790.051823609
2023-05-17,9959990.113429384
2023-05-18,10032103.594521036
2023-05-19,10016281.061627971
2023-05-22,10003381.289399726
2023-05-23,9961605.477978338
2023-05-24,9967590.843936188
2023-05-25,10155640.073704168
2023-05-26,10234805.913953146
2023-05-30,10248382.900501827
2023-05-31,10224981.929660982
2023-06-01,10296380.44371164
2023-06-02,10333778.160842529
2023-06-05,10329659.488043196
2023-06-06,10390740.5459529
2023-06-07,10169106.446268236
2023-06-08,10268178.043093104
2023-06-09,10327101.58313758
2023-06-12,10509743.022056513
2023-06-13,10529683.79912074
2023-06-14,10670794.712204922
2023-06-15,10741159.877728848
2023-06-16,10659057.885019131
2023-06-20,10669763.951167658
2023-06-21,10502912.622046148
2023-06-22,10588058.282306531
2023-06-23,10542163.411404647
2023-06-26,10386708.655713568
2023-06-27,10518292.457388083
2023-06-28,10535677.634486904
2023-06-29,10493126.307873944
2023-06-30,10627471.574221393
2023-07-03,10677307.46400251
2023-07-05,10679430.008650117
2023-07-06,10565480.353847776
2023-07-07,10539563.467850482
2023-07-10,10557108.166435346
2023-07-11,10611174.234378379
2023-07-12,10730276.673883671
2023-07-13,10943294.379617844
2023-07-14,10897032.238882631
2023-07-17,10959641.55490859
2023-07-18,11024604.218556587
2023-07-19,11040815.931151578
2023-07-20,10805479.271742858
2023-07-21,10752101.979401492
2023-07-24,10792551.999373859
2023-07-25,10810534.83790909
2023-07-26,10798810.663720282
2023-07-27,10795250.008572431
2023-07-28,10959321.41504578
2023-07-31,10997471.745274862
2023-08-01,10880592.115348794
2023-08-02,10602900.659380117
2023-08-03,10674474.846253399
2023-08-04,10522716.426201185
2023-08-07,10610813.709980842
2023-08-08,10484280.383929664
2023-08-09,10256846.156597344
2023-08-10,10244648.135406062
2023-08-11,10088559.751258748
2023-08-14,10160514.197134446
2023-08-15,9987675.098719131
2023-08-16,9846075.68021394
2023-08-17,9739575.355528118
2023-08-18,9628078.852268685
2023-08-21,9878660.420050405
2023-08-22,9792472.851326773
2023-08-23,9979613.77276999
2023-08-24,9779232.952321865
2023-08-25,9839542.283295272
2023-08-28,9918144.134161597
2023-08-29,10227729.967686627
2023-08-30,10236109.099023294
2023-08-31,10243373.408882238
2023-09-01,10250891.178940963
2023-09-05,10232554.299338095
2023-09-06,10202106.756457726
2023-09-07,10176510.217365738
2023-09-08,10177255.544013225
2023-09-11,10219171.340540212
2023-09-12,10225628.7171245
2023-09-13,10201104.50815942
2023-09-14,10284186.497188581
2023-09-15,10195141.265739733
2023-09-18,10176833.438948752
2023-09-19,10057551.908575818
2023-09-20,9999356.447764928
2023-09-21,9856777.6617806
2023-09-22,9851628.707431458
2023-09-25,9864847.926712811
2023-09-26,9796431.270163402
2023-09-27,9850761.738214707
2023-09-28,9936829.304695273
2023-09-29,9929449.479568264
2023-10-02,9926004.419625873
2023-10-03,9901681.510749301
2023-10-04,9894248.832284091
2023-10-05,9885843.764635094
2023-10-06,9927458.77294673
2023-10-09,9970014.042488484
2023-10-10,9978272.345300958
2023-10-11,9968345.784339938
2023-10-12,9954257.159582794
2023-10-13,9953556.390942626
2023-10-16,9983867.624868471
2023-10-17,9995854.20633872
2023-10-18,9981546.733329138
2023-10-19,9962893.266479315
2023-10-20,9921845.281464906
2023-10-23,9900499.724629693
2023-10-24,9921333.274219828
2023-10-25,9834507.852071736
2023-10-26,9776302.971488196
2023-10-27,9762008.646494593
2023-10-30,9796009.42025684
2023-10-31,9818543.437913898
2023-11-01,9835161.398194185
2023-11-02,9852416.104576936
2023-11-03,9861546.250530155
2023-11-06,9857668.376174606
2023-11-07,9870240.486125045
2023-11-08,9862785.806253063
2023-11-09,9858238.666526536
2023-11-10,9876637.952228451
2023-11-13,9874793.093551347
2023-11-14,9890732.037802972
2023-11-15,9900130.490786703
2023-11-16,9911679.305695388
2023-11-17,9918024.31357052
2023-11-20,9936308.81228067
2023-11-21,9934348.678076621
2023-11-22,9938596.633527799
2023-11-24,9944249.999229789
2023-11-27,9946269.539683277
2023-11-28,9949986.867044427
2023-11-29,9956448.926617285
2023-11-30,9965302.475202482
2023-12-01,10038770.945070626
2023-12-04,10047652.05647442
2023-12-05,10046136.599745564
2023-12-06,9986789.71543064
2023-12-07,10056984.064842539
2023-12-08,10169605.632464249
2023-12-11,10143412.88845934
2023-12-12,10165128.01223752
2023-12-13,10289708.827782102
2023-12-14,10337592.34310195
2023-12-15,10323630.579525279
2023-12-18,10366081.575530244
2023-12-19,10464679.624370122
2023-12-20,10398604.95936074
2023-12-21,10511050.597118499
2023-12-22,10557127.417207012
2023-12-26,10593876.268524518
2023-12-27,10681232.961596861
2023-12-28,10697058.864014557
2023-12-29,10614725.260694345
2024-01-02,10287120.728846025
2024-01-03,10124532.66390138
2024-01-04,10131802.191402843
2024-01-05,10156646.710036004
2024-01-08,10380593.702603536
2024-01-09,10320733.629028726
2024-01-10,10291517.626374027
2024-01-11,10248428.051219516
2024-01-12,10137297.474947607
2024-01-16,10157079.588675266
2024-01-17,10087061.963888753
2024-01-18,10118830.288438248
2024-01-19,10341845.564953415
2024-01-22,10412681.794761343
2024-01-23,10440923.610849787
2024-01-24,10475689.260395683
2024-01-25,10540979.681161504
2024-01-26,10496233.768901572
2024-01-29,10693242.278903443
2024-01-30,10634444.742725132
2024-01-31,10455204.452808468
2024-02-01,10599055.985862356
2024-02-02,10776864.187729677
2024-02-05,10812345.457920205
2024-02-06,10832670.158128643
2024-02-07,10976631.314304797
2024-02-08,11232637.269294169
2024-02-09,11333876.502662385
2024-02-12,11428827.934388436
2024-02-13,11170291.474284375
2024-02-14,11712387.20435891
2024-02-15,11918025.327560851
2024-02-16,11581206.22962213
2024-02-20,11367091.99624851
2024-02-21,11185869.333587646
2024-02-22,11867814.273565304
2024-02-23,11775085.300065596
2024-02-26,11960014.42554969
2024-02-27,12046588.610345459
2024-02-28,11930523.883583875
2024-02-29,12094413.25347251
2024-03-01,12344039.960152887
2024-03-04,12555298.69850225
2024-03-05,12353276.707522456
2024-03-06,12534657.373275789
2024-03-07,12682699.02558379
2024-03-08,12597196.236796638
2024-03-11,12366692.391490407
2024-03-12,12570354.951312277
2024-03-13,12497449.706709936
2024-03-14,12287694.875338726
2024-03-15,12235742.076286117
2024-03-18,12271770.748917071
2024-03-19,12175949.135865306
2024-03-20,12431599.797922388
2024-03-21,12604000.039806891
2024-03-22,12575325.105208047
