gamma,lambda,vol,finalV,err
50.0,1.0,0.015192095127859444,12199441.452958876,0.12630790487214058
60.0,0.0001,0.18428748716493834,11827588.194852056,0.042787487164938326
60.0,0.0003727593720314938,0.1841426289042274,11783425.90323065,0.042642628904227375
60.0,0.0013894954943731374,0.18376524223789312,11669799.115444621,0.0422652422378931
60.0,0.005179474679231213,0.1816768970962759,11275952.850988748,0.04017689709627589
60.0,0.019306977288832496,0.1437954954420237,11724156.452579053,0.002295495442023676
60.0,0.07196856730011514,0.08303770215202028,12398819.662937501,0.05846229784797974
60.0,0.2682695795279725,0.03846120471314693,12445803.73995634,0.10303879528685309
60.0,1.0,0.014693208361869861,12182705.310019115,0.12680679163813016
70.0,0.0001,0.17612236040204124,11363010.29350193,0.034622360402041225
70.0,0.0003727593720314938,0.17605824581842475,11319915.768136563,0.03455824581842473
70.0,0.0013894954943731374,0.17587633954404733,11165366.861165704,0.03437633954404731
70.0,0.005179474679231213,0.16925538331812634,11051471.000949822,0.027755383318126325
70.0,0.019306977288832496,0.12979376384500527,11756631.962350698,0.011706236154994748
70.0,0.07196856730011514,0.07699350094009808,12310377.414836036,0.06450649905990194
70.0,0.2682695795279725,0.03647665699951538,12386434.439144412,0.10502334300048463
70.0,1.0,0.01426628587797099,12167835.657676924,0.12723371412202902
80.0,0.0001,0.16970599054292101,10978371.985255338,0.028205990542921
80.0,0.0003727593720314938,0.16888915097338594,10965409.832189001,0.02738915097338593
80.0,0.0013894954943731374,0.16590966756121897,10925424.063585097,0.024409667561218956
80.0,0.005179474679231213,0.15521328471575976,11098595.355258716,0.01371328471575975
80.0,0.019306977288832496,0.11851918070461687,11785094.34459909,0.022980819295383148
80.0,0.07196856730011514,0.0717783798327061,12245236.641513584,0.06972162016729391
80.0,0.2682695795279725,0.03482823272637433,12335931.35564856,0.10667176727362568
80.0,1.0,0.013784997632727176,12155781.365760153,0.12771500236727285
90.0,0.0001,0.15833888101971574,10868365.138090935,0.01683888101971573
90.0,0.0003727593720314938,0.15767889888814313,10858813.099675179,0.01617889888814311
90.0,0.0013894954943731374,0.15530591602453891,10850730.044935856,0.0138059160245389
90.0,0.005179474679231213,0.1430078350444802,11137137.467147043,0.0015078350444801825
90.0,0.019306977288832496,0.10909148597710876,11799469.150192592,0.03240851402289126
90.0,0.07196856730011514,0.06739332615544394,12196772.429366892,0.07410667384455608
90.0,0.2682695795279725,0.033408506245219564,12297728.71741162,0.10809149375478044
90.0,1.0,0.013432897217498846,12141436.292526377,0.12806710278250116
100.0,0.0001,0.14801115523295125,10825068.421137566,0.006511155232951232
100.0,0.0003727593720314938,0.14687524080755515,10846219.662741242,0.005375240807555137
100.0,0.0013894954943731374,0.14293264523500285,10927063.945381816,0.001432645235002833
100.0,0.005179474679231213,0.13292331421271608,11170831.066764543,0.008576685787283933
100.0,0.019306977288832496,0.10114654436399607,11809309.142994795,0.04035345563600394
100.0,0.07196856730011514,0.06356774242347289,12166263.607414844,0.07793225757652712
100.0,0.2682695795279725,0.032125272649995186,12261823.677053872,0.10937472735000484
100.0,1.0,0.01310754173695173,12129725.414675178,0.1283924582630483
