,cost
2023-03-31,10000.0
2023-06-30,0.0
2023-09-29,0.0
2023-12-29,0.0
2024-03-28,3696.1120656311086
2024-06-28,0.0
2024-09-30,0.0
2024-12-31,0.0
2025-03-31,3401.3224874529233
2025-06-30,0.0
2025-09-30,0.0
2025-12-31,0.0
