,rebalance_date,ticker,weight
0,2023-03-31,TSLA,0.00814526174538327
1,2023-03-31,NVDA,0.06684780253863207
2,2023-03-31,AAPL,0.07950910897230194
3,2023-03-31,MSFT,0.0
4,2023-03-31,AMZN,0.0
5,2023-03-31,AMD,0.0
6,2023-03-31,GOOGL,0.0
7,2023-03-31,GOOG,0.0
8,2023-03-31,NFLX,0.0
9,2023-03-31,BABA,0.0
10,2023-03-31,XOM,0.0
11,2023-03-31,BAC,0.0
12,2023-03-31,CVX,0.0
13,2023-03-31,AVGO,0.0
14,2023-03-31,INTC,0.0
15,2023-03-31,COIN,0.0
16,2023-03-31,TSM,0.0
17,2023-03-31,XYZ,0.0
18,2023-03-31,PYPL,0.0
19,2023-03-31,PFE,0.0
20,2023-03-31,C,0.0
21,2023-03-31,WFC,0.0
22,2023-03-31,WMT,0.0
23,2023-03-31,MU,0.0
24,2023-03-31,CSCO,0.0
25,2023-03-31,F,0.0
26,2023-03-31,OXY,0.0
27,2023-03-31,VZ,0.0
28,2023-03-31,UBER,0.0
29,2023-03-31,NKE,0.0
30,2023-03-31,CMCSA,0.0
31,2023-03-31,COP,0.0
32,2023-03-31,ORCL,0.0
33,2023-03-31,T,0.03875771295489016
34,2023-03-31,DVN,0.0
35,2023-03-31,FCX,0.0
36,2023-03-31,RIVN,0.0
37,2023-03-31,SLB,0.0
38,2023-03-31,RTX,0.0
39,2023-03-31,NIO,0.0
40,2023-03-31,CMG,0.0006813057692868433
41,2023-03-31,CCL,0.0
42,2023-03-31,VALE,0.0
43,2023-03-31,AAL,0.0
44,2023-03-31,BP,0.023672293157010128
45,2023-03-31,U,0.0
46,2023-03-31,SNAP,0.0008728509424204678
47,2023-03-31,HAL,0.0
48,2023-03-31,B,0.029387107877960682
49,2023-03-31,PLTR,0.0
50,2023-06-30,TSLA,0.0
51,2023-06-30,NVDA,0.0
52,2023-06-30,AAPL,0.0033411908086505137
53,2023-06-30,MSFT,0.0
54,2023-06-30,AMZN,0.01791365519018381
55,2023-06-30,AMD,0.0
56,2023-06-30,GOOGL,0.008183310904314255
57,2023-06-30,GOOG,0.0
58,2023-06-30,NFLX,0.0
59,2023-06-30,BABA,0.0
60,2023-06-30,XOM,0.0
61,2023-06-30,BAC,0.0
62,2023-06-30,CVX,0.0
63,2023-06-30,AVGO,0.026183898413632146
64,2023-06-30,INTC,0.0
65,2023-06-30,COIN,0.0
66,2023-06-30,TSM,0.0
67,2023-06-30,XYZ,0.0
68,2023-06-30,PYPL,0.0
69,2023-06-30,PFE,0.0
70,2023-06-30,C,0.0
71,2023-06-30,WFC,0.03422852459411893
72,2023-06-30,WMT,0.05818997386303857
73,2023-06-30,MU,0.0
74,2023-06-30,CSCO,0.0
75,2023-06-30,F,0.010458069902717547
76,2023-06-30,OXY,0.0
77,2023-06-30,VZ,0.0
78,2023-06-30,UBER,0.05970247475822003
79,2023-06-30,NKE,0.0
80,2023-06-30,CMCSA,0.0
81,2023-06-30,COP,0.02407384859752423
82,2023-06-30,ORCL,0.06348552708172885
83,2023-06-30,T,0.0
84,2023-06-30,DVN,0.0
85,2023-06-30,FCX,0.0
86,2023-06-30,RIVN,0.0
87,2023-06-30,SLB,0.0
88,2023-06-30,RTX,0.0
89,2023-06-30,NIO,0.0
90,2023-06-30,CMG,0.09668434737337737
91,2023-06-30,CCL,0.02659913356036137
92,2023-06-30,VALE,0.0
93,2023-06-30,AAL,0.0
94,2023-06-30,BP,0.0
95,2023-06-30,U,0.0
96,2023-06-30,SNAP,0.0
97,2023-06-30,HAL,0.0
98,2023-06-30,B,0.0
99,2023-06-30,PLTR,0.020939250398272474
100,2023-09-29,TSLA,0.0
101,2023-09-29,NVDA,0.0
102,2023-09-29,AAPL,0.0
103,2023-09-29,MSFT,0.0
104,2023-09-29,AMZN,0.0
105,2023-09-29,AMD,0.0
106,2023-09-29,GOOGL,0.01085651163781988
107,2023-09-29,GOOG,0.018973127770232596
108,2023-09-29,NFLX,0.0
109,2023-09-29,BABA,0.0
110,2023-09-29,XOM,0.0
111,2023-09-29,BAC,0.0
112,2023-09-29,CVX,0.0
113,2023-09-29,AVGO,0.0
114,2023-09-29,INTC,0.0
115,2023-09-29,COIN,0.0
116,2023-09-29,TSM,0.0
117,2023-09-29,XYZ,0.0
118,2023-09-29,PYPL,0.0
119,2023-09-29,PFE,0.0
120,2023-09-29,C,0.0
121,2023-09-29,WFC,0.0
122,2023-09-29,WMT,0.05537123757438672
123,2023-09-29,MU,0.0
124,2023-09-29,CSCO,0.002888962858582481
125,2023-09-29,F,0.0
126,2023-09-29,OXY,0.0
127,2023-09-29,VZ,0.0
128,2023-09-29,UBER,0.0
129,2023-09-29,NKE,0.0
130,2023-09-29,CMCSA,0.06529419565124978
131,2023-09-29,COP,0.031067195752862615
132,2023-09-29,ORCL,0.0
133,2023-09-29,T,0.0
134,2023-09-29,DVN,0.0
135,2023-09-29,FCX,0.0
136,2023-09-29,RIVN,0.021224839014423208
137,2023-09-29,SLB,0.0
138,2023-09-29,RTX,0.0
139,2023-09-29,NIO,0.0
140,2023-09-29,CMG,0.0
141,2023-09-29,CCL,0.0
142,2023-09-29,VALE,0.0
143,2023-09-29,AAL,0.0
144,2023-09-29,BP,0.0
145,2023-09-29,U,0.0
146,2023-09-29,SNAP,0.0
147,2023-09-29,HAL,0.0745406761368931
148,2023-09-29,B,0.0
149,2023-09-29,PLTR,0.0
150,2023-12-29,TSLA,0.0
151,2023-12-29,NVDA,0.0
152,2023-12-29,AAPL,0.0
153,2023-12-29,MSFT,0.07114059665780953
154,2023-12-29,AMZN,0.0
155,2023-12-29,AMD,0.0
156,2023-12-29,GOOGL,0.0
157,2023-12-29,GOOG,0.0
158,2023-12-29,NFLX,0.012106447803390291
159,2023-12-29,BABA,0.0
160,2023-12-29,XOM,0.0
161,2023-12-29,BAC,0.0
162,2023-12-29,CVX,0.0
163,2023-12-29,AVGO,0.02156666215100682
164,2023-12-29,INTC,0.04021246192315649
